id,user_id,date,sss1,sss2,sss3,sss4,sss5,sss6,sss7,sss8,sss9,sss10,sss11,sss12,sss13,sss14
9839,61871,2007-01-25,0,1,0,0,1,0,0,0,0,1,1,0,1,0
8810,61876,2007-01-24,1,1,1,0,1,1,0,1,1,0,1,0,1,0
9797,61881,2007-01-25,1,1,1,1,1,0,1,0,0,1,1,1,1,0
9564,61883,2007-01-24,1,1,1,0,1,1,1,1,1,1,0,0,1,0
11154,61885,2007-01-28,0,0,0,0,1,1,1,1,0,0,1,1,0,0
8814,61891,2007-01-24,1,0,1,1,1,1,1,1,1,0,0,1,1,0
8863,61893,2007-01-24,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8825,61895,2007-01-24,0,1,0,0,1,1,1,1,1,0,0,1,0,0
8795,61898,2007-01-24,0,0,0,0,1,1,1,1,1,0,1,1,1,0
8808,61899,2007-01-24,0,0,1,1,0,1,1,0,0,0,1,1,0,0
9772,61900,2007-01-24,1,1,0,0,1,0,1,0,0,0,0,0,1,0
9804,61910,2007-01-25,0,1,0,0,1,0,0,1,1,0,0,1,1,0
9309,61911,2007-01-24,1,1,0,0,1,1,1,1,0,0,0,1,1,0
9471,61912,2007-01-24,1,0,0,0,1,1,1,1,1,0,1,1,1,1
8804,61914,2007-01-24,1,1,0,0,1,1,0,1,1,0,1,0,1,0
9875,61915,2007-01-25,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9906,61916,2007-01-25,1,1,0,1,1,1,1,1,0,0,0,0,1,1
8798,61918,2007-01-24,0,1,0,1,1,1,1,1,1,1,1,0,1,0
9855,61919,2007-01-25,0,0,0,1,1,0,0,0,1,1,0,0,0,0
8812,61928,2007-01-24,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8801,61930,2007-01-24,0,0,0,0,0,0,1,1,0,1,0,1,0,0
9108,61933,2007-01-24,0,1,0,0,0,0,1,0,0,0,1,0,1,0
8809,61935,2007-01-24,1,1,0,1,0,1,0,0,0,0,0,0,0,0
9269,61936,2007-01-24,0,0,0,0,0,0,1,0,0,0,0,1,1,0
8806,61938,2007-01-24,1,0,1,1,1,1,0,0,0,0,1,1,1,0
8805,61940,2007-01-24,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8803,61945,2007-01-24,0,1,0,1,1,1,0,1,1,0,0,0,1,1
8823,61947,2007-01-24,1,1,0,1,1,0,1,1,1,0,1,1,0,0
8817,61948,2007-01-24,0,1,0,0,1,0,0,0,0,0,0,0,1,0
9823,61949,2007-01-25,1,1,1,0,1,0,1,1,0,1,0,0,1,1
8818,61950,2007-01-24,0,1,0,0,1,0,0,0,1,0,0,0,0,0
9695,61951,2007-01-24,1,0,0,0,1,0,1,0,1,0,0,0,0,0
8811,61962,2007-01-24,0,0,0,0,1,1,1,1,1,0,0,0,1,0
10328,61967,2007-01-26,0,0,0,0,0,1,1,0,0,0,1,0,1,1
9618,61974,2007-01-24,1,1,0,1,1,1,1,1,1,1,0,1,1,0
8815,61977,2007-01-24,1,1,0,1,1,0,1,1,0,0,1,1,0,0
8864,61982,2007-01-24,0,1,0,0,1,1,0,1,0,0,0,1,1,0
9025,61988,2007-01-24,0,0,1,1,1,0,0,1,1,1,1,1,1,1
10632,61992,2007-01-26,0,1,0,0,1,1,0,1,0,1,0,1,1,0
9873,61994,2007-01-25,0,1,0,1,1,1,1,0,1,1,1,1,1,0
12799,61995,2007-02-23,0,1,0,0,1,1,0,0,1,0,0,0,0,0
8862,61997,2007-01-24,0,1,0,0,1,1,0,0,1,1,1,0,1,1
8836,61998,2007-01-24,0,1,1,1,1,0,0,1,1,1,1,0,1,0
8822,62000,2007-01-24,0,0,0,0,1,1,0,0,1,0,1,0,1,1
8820,62003,2007-01-24,1,1,0,0,1,1,1,1,0,0,0,0,1,0
9482,62004,2007-01-24,1,0,0,1,1,1,0,1,0,1,1,1,1,0
8819,62005,2007-01-24,0,1,0,1,1,1,1,1,0,0,0,1,1,0
8867,62006,2007-01-24,1,0,1,1,1,0,1,1,1,0,1,0,1,0
9573,62007,2007-01-24,1,0,1,0,1,0,1,1,1,0,1,1,1,0
9231,62013,2007-01-24,0,1,1,0,1,1,0,1,1,1,1,1,1,1
10338,62015,2007-01-26,0,0,1,0,1,1,0,1,0,0,1,0,0,0
8828,62016,2007-01-24,1,0,0,0,1,1,0,1,1,1,1,1,1,0
8843,62017,2007-01-24,0,0,1,0,1,0,0,1,1,1,1,1,1,0
9846,62019,2007-01-25,1,0,1,0,1,1,1,1,1,1,0,1,1,1
8824,62020,2007-01-24,0,1,1,0,1,1,0,1,1,0,1,0,1,0
9532,62025,2007-01-24,1,1,0,0,1,0,0,1,1,0,0,1,1,1
11356,62026,2007-01-30,0,1,0,0,1,1,1,1,1,0,1,1,0,0
8842,62029,2007-01-24,0,1,0,1,1,0,1,0,0,0,0,1,1,1
8830,62030,2007-01-24,1,1,1,0,1,0,1,0,1,0,1,1,1,1
8831,62045,2007-01-24,0,1,0,1,0,0,1,0,0,0,1,1,1,0
8829,62049,2007-01-24,1,1,0,0,0,1,1,0,1,0,1,1,1,0
8839,62050,2007-01-24,0,0,0,0,1,1,1,1,1,1,0,1,1,0
9675,62055,2007-01-24,0,1,0,0,1,1,1,0,1,0,1,1,0,0
8832,62061,2007-01-24,0,1,0,1,1,0,0,1,1,0,1,1,1,0
8837,62064,2007-01-24,0,1,0,0,1,1,1,1,0,0,1,1,1,0
9348,62069,2007-01-24,0,0,0,0,0,1,1,1,0,0,0,0,0,0
9681,62070,2007-01-24,0,0,0,0,1,1,1,1,0,0,0,0,1,0
8834,62072,2007-01-24,1,1,0,0,1,1,1,1,1,1,1,0,1,1
10264,62076,2007-01-25,1,0,0,0,1,1,1,1,1,0,0,0,1,0
9441,62081,2007-01-24,1,1,0,0,1,1,0,1,1,1,1,1,0,0
8833,62082,2007-01-24,1,1,0,0,1,0,1,0,1,1,1,0,1,0
8835,62085,2007-01-24,1,0,0,1,1,1,1,1,0,1,1,1,1,0
9393,62088,2007-01-24,0,1,0,0,1,1,0,1,1,1,0,0,1,0
8838,62090,2007-01-24,0,0,0,0,1,0,0,1,1,1,0,0,0,0
8840,62098,2007-01-24,1,1,0,0,1,0,1,1,1,1,0,0,0,1
8841,62100,2007-01-24,0,1,0,0,1,0,0,1,1,1,0,0,1,0
8887,62102,2007-01-24,0,1,0,0,1,0,0,1,1,0,0,0,0,0
8845,62113,2007-01-24,0,1,0,0,1,1,1,1,1,0,1,0,1,0
11243,62115,2007-01-29,1,1,1,1,1,0,0,1,1,0,1,0,0,1
9951,62118,2007-01-25,1,0,0,1,1,0,1,1,1,0,1,1,1,0
8847,62119,2007-01-24,0,0,0,0,1,0,0,0,0,0,0,1,1,1
8882,62122,2007-01-24,1,1,0,0,1,1,0,0,0,1,0,1,1,1
9228,62125,2007-01-24,1,1,0,0,0,1,0,1,1,0,0,0,1,0
8848,62127,2007-01-24,1,0,0,0,0,1,0,1,0,1,0,0,1,0
9208,62128,2007-01-24,0,1,0,1,1,1,0,0,1,0,1,1,0,0
10385,62129,2007-01-26,0,1,1,0,1,0,0,0,1,0,0,1,1,0
9446,62133,2007-01-24,0,0,0,0,0,1,0,1,0,0,0,0,1,1
9722,62141,2007-01-24,0,0,0,0,0,0,1,1,0,0,0,1,1,0
8849,62142,2007-01-24,1,1,1,0,1,1,1,1,1,0,1,,1,1
9757,62148,2007-01-24,0,0,1,1,1,1,1,1,1,1,0,0,1,0
9939,62149,2007-01-25,0,0,0,1,0,1,1,0,0,0,0,1,1,0
8944,62151,2007-01-24,1,1,1,0,1,0,0,0,1,0,1,1,1,1
9790,62154,2007-01-25,0,1,0,0,0,1,0,1,0,0,1,0,0,0
8851,62158,2007-01-24,0,0,0,0,1,1,1,0,0,1,0,0,0,1
8854,62159,2007-01-24,1,0,0,0,1,0,0,0,0,0,0,0,1,0
8852,62161,2007-01-24,0,1,0,0,1,1,1,1,1,0,1,0,1,1
10857,62163,2007-01-27,1,1,0,1,1,1,1,1,0,0,1,1,1,0
8856,62165,2007-01-24,0,1,1,1,1,0,1,1,1,1,1,1,1,1
9399,62174,2007-01-24,1,0,0,0,0,0,1,1,0,0,0,0,1,0
9685,62181,2007-01-24,0,0,0,1,0,1,1,0,1,0,0,1,1,0
8850,62182,2007-01-24,0,0,1,1,1,0,1,1,0,0,0,1,1,1
8895,62184,2007-01-24,1,0,0,0,1,1,1,1,0,0,1,1,1,0
8866,62186,2007-01-24,1,1,0,0,1,1,1,1,0,1,1,0,1,0
10744,62188,2007-01-27,1,1,1,0,1,0,0,0,0,1,0,0,1,0
9755,62192,2007-01-24,0,1,0,1,1,0,1,1,1,1,0,1,1,0
10182,62194,2007-01-25,0,0,0,0,1,1,0,1,1,0,1,0,1,1
8858,62198,2007-01-24,0,1,0,1,1,0,0,0,1,1,1,0,1,0
8861,62201,2007-01-24,1,1,0,0,1,0,1,0,1,0,0,0,1,0
8857,62202,2007-01-24,0,1,0,0,1,1,0,1,1,1,0,0,1,1
8855,62205,2007-01-24,0,1,1,0,1,0,1,1,0,0,1,1,1,1
10888,62208,2007-01-27,1,1,0,1,1,1,1,1,1,1,0,1,1,0
8868,62227,2007-01-24,1,1,0,0,1,0,1,1,1,1,0,1,1,0
8860,62228,2007-01-24,1,1,1,0,1,1,1,1,1,0,1,1,1,0
8859,62238,2007-01-24,1,1,0,1,1,0,1,1,1,1,1,1,1,1
8873,62244,2007-01-24,1,1,0,1,1,1,0,1,0,1,1,1,1,0
9334,62245,2007-01-24,0,0,0,0,1,1,1,1,1,0,1,1,1,0
8869,62252,2007-01-24,1,1,1,1,1,1,0,1,1,1,1,0,1,1
8877,62255,2007-01-24,0,1,0,1,1,1,0,1,1,0,1,1,1,1
9729,62256,2007-01-24,1,1,1,0,1,0,0,1,1,0,1,1,1,0
8865,62258,2007-01-24,1,1,0,0,1,1,0,1,1,1,1,0,1,0
8871,62273,2007-01-24,0,1,0,0,1,1,0,0,1,0,1,0,1,0
8876,62274,2007-01-24,0,1,0,1,0,1,0,0,1,0,0,1,1,1
8870,62275,2007-01-24,0,1,0,0,1,1,0,1,1,0,0,0,0,0
10329,62276,2007-01-26,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8960,62277,2007-01-24,0,0,0,0,0,0,0,1,0,0,1,0,1,0
8872,62278,2007-01-24,1,0,0,0,1,1,0,0,0,0,0,1,1,0
9981,62290,2007-01-25,1,1,0,1,1,1,1,1,1,1,0,1,1,0
8875,62292,2007-01-24,0,0,0,0,0,0,0,1,0,0,0,1,1,0
8883,62295,2007-01-24,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8874,62299,2007-01-24,0,1,0,1,1,1,0,1,1,0,1,0,1,0
11768,62313,2007-02-03,1,0,1,0,1,0,1,1,0,0,0,1,1,0
8878,62319,2007-01-24,0,0,0,0,1,0,0,0,1,0,0,1,1,0
8881,62321,2007-01-24,0,1,0,0,1,0,0,0,0,0,0,1,1,1
9281,62322,2007-01-24,0,0,1,0,0,1,0,1,0,1,0,0,1,1
10319,62323,2007-01-26,0,,1,0,0,0,0,1,1,0,1,1,,0
9999,62329,2007-01-25,1,1,0,0,1,1,0,1,1,0,0,0,1,0
9211,62331,2007-01-24,1,0,1,0,0,1,0,1,0,0,0,1,1,1
8885,62339,2007-01-24,1,0,0,0,1,1,1,1,1,0,1,0,1,0
10729,62340,2007-01-27,0,0,0,0,0,1,1,0,0,0,0,1,0,0
8884,62344,2007-01-24,0,1,1,0,1,1,1,1,1,0,1,1,1,1
9276,62346,2007-01-24,1,1,0,0,1,1,1,1,1,1,0,1,1,0
9918,62349,2007-01-25,1,0,1,1,1,1,1,1,1,0,1,1,1,0
8889,62350,2007-01-24,0,1,0,1,1,0,1,1,1,1,0,1,1,0
8897,62352,2007-01-24,1,0,0,0,0,1,0,0,0,0,1,0,1,1
8888,62359,2007-01-24,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9178,62360,2007-01-24,1,1,0,0,1,1,1,0,1,0,1,1,1,0
9584,62362,2007-01-24,0,0,1,0,1,1,1,1,1,0,0,0,1,1
8886,62365,2007-01-24,1,1,0,0,0,0,0,1,1,0,0,0,1,1
9892,62369,2007-01-25,1,1,1,1,1,1,0,1,1,0,1,1,1,1
9991,62373,2007-01-25,0,1,0,0,1,0,1,1,1,0,1,0,1,0
10336,62374,2007-01-26,1,0,1,0,1,0,0,1,0,1,0,0,1,0
9858,62378,2007-01-25,1,0,0,1,1,1,1,1,1,1,0,1,1,0
8901,62390,2007-01-24,1,1,0,1,1,1,1,1,1,0,1,0,1,1
10017,62392,2007-01-25,0,0,0,0,1,1,1,1,1,0,0,0,0,0
8890,62394,2007-01-24,1,1,0,1,1,0,1,0,1,1,1,1,1,0
8892,62396,2007-01-24,1,0,0,1,1,1,1,0,1,1,0,1,1,0
8894,62397,2007-01-24,0,0,0,1,1,1,0,1,1,0,0,0,1,0
8891,62399,2007-01-24,1,0,0,1,1,1,1,1,1,0,1,1,1,0
8899,62400,2007-01-24,0,0,0,0,1,0,1,0,1,0,0,1,0,0
8893,62404,2007-01-24,0,1,0,0,1,0,1,1,1,0,1,0,1,0
8898,62408,2007-01-24,0,1,0,0,0,1,0,1,1,0,0,1,0,0
8896,62410,2007-01-24,1,1,0,1,1,1,1,1,0,1,1,1,1,1
8900,62413,2007-01-24,1,1,0,1,1,1,1,0,1,0,0,1,0,1
8903,62414,2007-01-24,0,1,0,0,0,0,0,0,1,1,0,0,1,1
9277,62415,2007-01-24,1,0,0,0,0,0,1,0,0,1,0,1,0,0
8902,62416,2007-01-24,0,1,0,0,1,0,0,0,1,1,1,0,1,0
9844,62417,2007-01-25,0,0,1,0,0,0,0,0,0,0,1,1,1,0
10191,62419,2007-01-25,1,1,0,1,1,0,1,1,0,1,0,1,1,0
9324,62427,2007-01-24,1,0,0,1,1,1,1,1,0,0,0,0,1,1
10765,62428,2007-01-27,0,0,0,0,1,0,0,0,0,0,0,1,1,0
8908,62430,2007-01-24,1,0,0,1,1,0,1,0,0,0,0,1,0,0
8907,62435,2007-01-24,1,1,1,1,1,0,1,0,0,0,0,1,1,0
8910,62441,2007-01-24,1,1,0,0,1,0,0,1,1,1,1,0,1,0
8905,62443,2007-01-24,0,0,1,1,0,0,0,0,0,0,1,0,1,1
8906,62447,2007-01-24,1,0,0,1,1,1,1,1,0,0,1,1,1,0
10386,62448,2007-01-26,0,0,1,0,1,1,1,0,1,0,1,0,0,1
9721,62453,2007-01-24,0,1,0,0,1,1,1,1,1,1,0,1,1,0
8911,62459,2007-01-24,0,1,0,0,1,1,0,0,1,0,0,1,0,1
8931,62463,2007-01-24,1,0,0,1,1,1,0,1,1,0,0,0,0,1
8925,62468,2007-01-24,0,1,0,1,1,0,0,1,1,1,0,0,1,0
8912,62470,2007-01-24,1,0,0,0,1,1,1,1,1,0,0,1,0,1
8909,62471,2007-01-24,1,0,0,0,1,1,1,1,1,0,1,1,1,1
8914,62472,2007-01-24,0,0,0,0,1,1,1,1,0,0,1,0,1,0
9827,62473,2007-01-25,1,0,1,1,1,0,1,1,1,0,1,1,1,0
8920,62477,2007-01-24,0,0,0,0,1,1,0,1,1,0,0,1,1,1
8917,62480,2007-01-24,1,0,0,1,1,1,1,1,1,1,1,1,1,1
9174,62484,2007-01-24,0,1,0,0,1,1,1,1,1,1,0,0,1,0
8913,62485,2007-01-24,1,0,1,0,1,1,1,1,1,0,1,1,1,1
8919,62486,2007-01-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8924,62488,2007-01-24,0,1,0,0,1,1,0,1,1,1,1,1,1,0
11699,62491,2007-02-02,0,1,0,0,0,0,0,0,1,1,1,0,1,0
10003,62492,2007-01-25,1,0,0,0,1,0,0,0,0,0,1,1,1,0
8918,62493,2007-01-24,0,1,0,1,1,0,1,1,1,0,1,0,1,0
10060,62494,2007-01-25,1,1,1,0,1,0,1,1,1,1,1,0,1,0
8921,62496,2007-01-24,0,0,1,1,1,0,0,1,1,0,0,1,1,1
9220,62500,2007-01-24,0,1,0,0,1,1,1,1,1,0,1,1,0,0
8915,62504,2007-01-24,1,0,0,1,1,0,1,1,1,0,1,1,1,1
8922,62506,2007-01-24,1,0,0,1,1,0,1,1,1,0,1,0,0,0
8923,62509,2007-01-24,0,0,0,1,1,0,1,0,1,0,1,1,1,0
8916,62511,2007-01-24,1,0,1,0,1,1,1,0,1,0,0,1,1,1
8946,62516,2007-01-24,0,0,0,0,0,0,0,1,1,1,0,0,1,0
9514,62523,2007-01-24,1,0,1,0,1,1,0,1,1,0,0,1,1,0
8961,62530,2007-01-24,1,1,0,0,1,0,1,0,1,0,0,0,1,0
10372,62535,2007-01-26,1,1,0,0,1,1,1,1,1,1,1,1,1,1
11208,62538,2007-01-29,0,0,1,1,1,1,1,1,0,0,1,1,1,1
8932,62539,2007-01-24,1,1,0,1,0,0,1,0,1,0,0,1,1,1
11537,62543,2007-01-31,1,1,0,1,1,0,1,1,1,0,0,1,1,0
8949,62544,2007-01-24,1,1,0,1,1,0,1,1,0,1,1,0,1,0
8926,62554,2007-01-24,1,0,0,0,1,0,1,0,1,0,0,0,1,0
8933,62556,2007-01-24,0,1,0,0,1,1,0,1,1,1,0,1,1,0
9005,62558,2007-01-24,1,0,0,1,1,0,0,1,1,1,1,1,1,1
8941,62560,2007-01-24,1,1,1,0,1,0,0,0,0,0,1,1,1,0
8929,62561,2007-01-24,1,0,1,0,1,0,1,1,1,1,0,1,0,0
8930,62562,2007-01-24,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8950,62563,2007-01-24,1,1,1,0,0,1,1,1,1,0,1,0,1,0
8927,62569,2007-01-24,0,0,0,1,1,0,1,1,1,0,1,0,0,0
8928,62574,2007-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8934,62575,2007-01-24,1,1,0,0,0,0,0,1,0,0,0,1,1,0
11660,62576,2007-02-01,0,1,0,0,1,1,0,1,0,1,0,1,1,0
8937,62578,2007-01-24,1,0,0,0,0,0,0,1,0,1,1,1,1,1
8939,62580,2007-01-24,0,1,1,1,1,1,0,1,1,0,0,1,1,0
8936,62583,2007-01-24,1,0,1,0,0,0,1,0,0,0,0,0,0,1
8942,62586,2007-01-24,0,1,0,0,1,1,0,0,0,0,0,0,0,1
10795,62609,2007-01-27,0,1,0,0,0,1,0,0,1,0,1,0,1,0
8953,62610,2007-01-24,1,1,0,1,1,0,1,1,0,0,1,1,1,0
8938,62615,2007-01-24,1,0,0,1,1,1,1,0,0,0,1,1,1,0
8957,62624,2007-01-24,1,0,0,1,1,1,1,1,0,0,1,0,1,0
8945,62629,2007-01-24,1,0,0,0,1,0,1,1,0,0,0,0,1,0
8940,62631,2007-01-24,1,1,0,1,1,0,0,1,1,1,1,1,1,1
8948,62634,2007-01-24,0,1,1,0,1,1,0,1,1,0,1,0,1,0
8943,62635,2007-01-24,0,1,0,0,1,1,0,0,0,0,0,1,1,1
9299,62640,2007-01-24,0,1,0,0,0,1,0,0,1,1,0,1,1,1
8947,62643,2007-01-24,0,0,0,1,1,1,1,1,0,1,1,1,1,1
8952,62646,2007-01-24,1,1,0,0,1,0,0,0,0,0,0,0,0,0
8951,62647,2007-01-24,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9283,62650,2007-01-24,0,0,0,0,1,0,0,1,1,0,1,1,1,0
8958,62651,2007-01-24,1,0,0,0,1,0,0,1,0,0,1,0,1,0
9459,62655,2007-01-24,1,1,0,1,1,0,0,1,1,0,0,0,0,1
8955,62657,2007-01-24,0,0,1,0,0,1,0,0,1,0,0,0,1,1
8965,62667,2007-01-24,0,1,1,1,1,1,0,0,0,0,1,0,1,1
8969,62673,2007-01-24,1,1,1,1,1,1,0,1,1,0,0,1,1,0
9956,62674,2007-01-25,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8964,62676,2007-01-24,0,1,0,1,1,0,0,1,1,0,0,0,1,0
8956,62677,2007-01-24,0,0,0,0,1,0,0,1,0,1,1,1,1,1
8973,62678,2007-01-24,1,0,1,1,1,1,1,1,0,1,1,1,1,0
8954,62680,2007-01-24,1,1,0,0,1,1,0,1,0,1,1,0,1,0
8962,62681,2007-01-24,1,0,0,0,0,1,0,1,0,1,1,0,0,0
8987,62691,2007-01-24,0,1,0,0,1,1,1,0,1,0,1,0,1,0
9002,62697,2007-01-24,1,1,0,0,1,1,0,0,1,0,0,0,1,0
10040,62699,2007-01-25,1,1,0,0,1,1,1,1,1,0,0,0,1,0
8959,62704,2007-01-24,1,1,0,1,1,1,1,1,0,1,0,0,1,0
8971,62705,2007-01-24,0,0,1,1,0,1,1,1,0,1,1,1,1,1
8976,62706,2007-01-24,1,1,0,1,1,1,1,1,1,1,1,1,1,1
8970,62712,2007-01-24,1,0,0,1,1,0,1,1,1,1,1,1,1,1
8963,62714,2007-01-24,0,1,0,0,0,0,0,0,1,0,1,0,1,0
8967,62716,2007-01-24,1,0,0,0,1,0,0,1,1,0,1,0,1,0
9626,62717,2007-01-24,1,1,0,1,1,1,0,1,0,1,0,1,1,0
9124,62721,2007-01-24,1,1,0,0,0,1,0,0,1,0,0,0,0,1
10011,62723,2007-01-25,0,1,0,0,1,1,0,1,1,0,0,1,1,0
9662,62726,2007-01-24,1,0,0,0,1,1,0,0,0,0,1,0,1,0
8968,62731,2007-01-24,0,1,0,0,1,1,0,1,0,0,0,0,1,0
8977,62734,2007-01-24,0,1,0,1,1,0,1,1,0,1,0,1,0,0
9197,62736,2007-01-24,1,1,1,0,1,0,1,1,1,0,0,0,1,0
9004,62740,2007-01-24,1,1,0,1,0,1,0,0,0,0,0,0,1,0
10442,62742,2007-01-26,0,0,0,0,1,0,1,1,0,0,0,0,1,0
8974,62744,2007-01-24,1,1,0,0,1,0,1,1,1,0,1,1,1,0
9995,62745,2007-01-25,1,1,0,0,1,1,1,0,1,0,1,0,0,0
9001,62747,2007-01-24,0,1,0,0,1,1,1,1,0,0,0,0,1,0
9272,62750,2007-01-24,1,0,1,1,1,0,0,1,0,0,1,0,1,0
8978,62757,2007-01-24,1,0,1,0,1,1,0,1,1,0,0,1,1,1
8979,62772,2007-01-24,1,1,0,0,1,1,0,1,1,1,0,0,1,1
8989,62776,2007-01-24,0,0,0,0,1,1,0,1,0,0,1,0,0,1
10095,62777,2007-01-25,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9003,62778,2007-01-24,0,0,0,1,1,0,0,1,1,0,0,1,1,0
8982,62784,2007-01-24,1,0,0,0,1,1,1,1,0,1,1,0,1,0
8985,62786,2007-01-24,1,0,1,1,1,0,1,1,0,1,0,1,1,0
8990,62787,2007-01-24,0,1,0,1,1,0,0,0,0,0,1,1,1,0
12126,62789,2007-02-08,0,1,0,0,0,0,0,0,0,0,0,1,1,0
8986,62791,2007-01-24,1,1,0,0,1,0,0,1,1,0,1,0,1,0
8992,62792,2007-01-24,0,1,0,1,0,1,0,0,0,1,1,1,1,0
8988,62798,2007-01-24,0,0,0,0,1,1,1,0,0,0,1,1,0,0
8984,62799,2007-01-24,0,1,1,0,0,1,1,1,1,0,1,0,0,0
8981,62801,2007-01-24,1,0,0,0,1,0,1,0,1,0,1,1,1,0
8991,62808,2007-01-24,1,1,0,0,1,1,1,1,1,0,0,1,1,0
8983,62809,2007-01-24,1,1,0,0,1,0,1,1,1,0,1,1,0,0
8995,62825,2007-01-24,1,1,1,0,0,1,0,0,1,0,1,,0,1
8980,62826,2007-01-24,0,1,1,1,1,1,1,1,0,0,0,0,1,0
8998,62833,2007-01-24,0,1,0,0,1,0,0,0,1,0,1,0,1,0
8993,62853,2007-01-24,1,0,0,0,1,1,1,1,0,0,1,1,1,0
8996,62855,2007-01-24,1,1,0,1,0,1,0,1,0,0,0,1,0,1
9252,62858,2007-01-24,0,1,1,1,0,1,0,1,1,1,1,1,0,0
9030,62861,2007-01-24,0,1,0,1,0,1,1,0,1,0,1,0,1,0
9000,62862,2007-01-24,1,0,1,0,1,1,0,1,1,0,1,1,1,1
8994,62865,2007-01-24,0,0,0,0,0,1,0,0,0,0,0,1,1,0
8997,62873,2007-01-24,1,0,1,1,1,1,1,1,1,0,1,1,1,1
8999,62882,2007-01-24,0,1,0,1,1,1,1,1,0,0,0,1,1,1
9012,62883,2007-01-24,0,1,0,0,0,1,0,1,1,0,0,0,1,0
9007,62888,2007-01-24,1,0,1,1,1,1,1,1,1,0,0,1,1,0
9017,62891,2007-01-24,0,1,0,1,1,1,1,1,1,1,1,0,1,0
9009,62892,2007-01-24,0,1,0,1,1,0,1,1,1,0,1,0,1,1
9010,62897,2007-01-24,0,1,1,0,1,0,1,1,0,0,0,0,1,1
9011,62898,2007-01-24,1,1,0,0,1,1,1,1,0,1,1,0,1,0
9008,62903,2007-01-24,1,1,0,1,1,1,0,0,1,1,0,0,1,0
9023,62905,2007-01-24,1,1,0,1,1,1,1,1,1,1,1,1,1,1
9022,62906,2007-01-24,1,0,1,1,1,0,1,1,1,0,1,1,1,0
9019,62907,2007-01-24,1,0,1,0,1,0,1,0,1,0,1,1,1,1
9026,62908,2007-01-24,1,1,1,1,1,0,1,0,1,0,0,1,0,1
9013,62909,2007-01-24,1,1,1,1,0,0,1,1,0,1,0,0,1,0
9020,62911,2007-01-24,1,1,1,0,1,1,1,1,0,1,0,0,1,0
9060,62912,2007-01-24,1,0,0,0,1,0,1,1,0,0,0,0,1,0
9596,62913,2007-01-24,0,0,0,0,0,0,0,0,0,1,0,1,1,0
9015,62915,2007-01-24,0,1,0,0,1,1,0,1,0,0,0,1,0,0
9029,62916,2007-01-24,1,0,0,0,1,1,0,1,0,0,1,1,1,0
9016,62917,2007-01-24,0,0,0,0,1,1,1,1,0,0,0,0,0,0
9027,62918,2007-01-24,0,1,0,1,1,0,1,0,0,1,0,0,0,1
9014,62920,2007-01-24,1,0,0,0,1,0,1,1,1,0,0,0,0,1
9018,62922,2007-01-24,1,1,1,1,1,1,0,1,1,0,1,0,0,0
9043,62927,2007-01-24,0,1,1,1,1,0,1,1,1,1,0,1,1,0
9028,62931,2007-01-24,1,1,1,0,1,1,1,1,0,0,1,0,1,0
9024,62934,2007-01-24,1,1,0,1,1,1,0,1,1,1,1,1,1,0
9021,62935,2007-01-24,1,1,0,0,1,1,1,1,1,1,0,0,1,0
9047,62941,2007-01-24,1,1,0,0,1,0,0,1,1,0,1,0,1,1
9039,62948,2007-01-24,1,1,0,1,1,1,0,1,1,1,0,0,1,0
9031,62949,2007-01-24,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9062,62954,2007-01-24,1,1,0,0,1,1,0,1,1,0,0,0,0,0
9033,62955,2007-01-24,0,0,0,0,0,0,1,0,1,0,0,0,1,0
9037,62962,2007-01-24,1,0,0,0,1,1,1,1,0,1,1,0,1,1
9061,62963,2007-01-24,1,0,1,0,1,1,1,1,0,0,1,0,1,0
9032,62965,2007-01-24,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9050,62966,2007-01-24,0,0,0,0,1,0,0,1,1,0,1,1,1,0
9034,62968,2007-01-24,1,0,1,0,1,1,1,1,0,0,1,1,1,0
9035,62970,2007-01-24,0,1,0,0,1,1,0,1,1,0,1,0,1,0
9036,62971,2007-01-24,1,0,1,1,1,1,1,0,1,1,1,1,1,1
9040,62975,2007-01-24,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9049,62976,2007-01-24,0,1,0,0,1,1,1,1,1,1,0,1,1,1
9900,62977,2007-01-25,1,1,0,1,1,0,1,0,0,1,0,0,1,0
9073,62978,2007-01-24,0,0,0,0,0,1,1,1,1,0,0,1,0,0
9042,62979,2007-01-24,0,1,0,0,1,1,0,0,1,0,0,0,0,0
9046,62980,2007-01-24,0,1,0,1,1,0,0,1,1,1,0,0,1,0
9041,62982,2007-01-24,0,1,1,1,1,0,1,1,1,0,1,1,1,1
