user_id,sex,age,id,q2663,q2664,q2665,q2666,q2667,q2668,q2669,q2670,q2671,q2672,q2673,q2674,q2675,q2676,q2677,q2678,q2679,q2680,q2681,q2682,q2683,q2684,starttime,endtime
188024,female,16.0,1213,1,1,1,4,4,1,2,3,4,2,4,2,4,1,4,1,2,3,3,2,3,1,2008-12-27 14:24:15,2008-12-27 14:27:03
188036,male,24.0,1214,1,3,4,3,2,1,3,2,1,2,3,1,1,1,1,2,3,2,1,1,1,3,2008-12-27 16:04:55,2008-12-27 16:07:50
188026,male,23.3,1215,3,4,1,1,4,4,2,2,4,1,1,4,1,3,4,2,4,4,4,4,2,4,2008-12-28 01:35:34,2008-12-28 01:37:39
188127,female,22.5,1216,1,1,4,4,4,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,2008-12-28 10:17:15,2008-12-28 10:20:42
188108,male,15.5,1217,3,4,2,4,2,1,1,3,2,1,4,3,4,1,1,2,4,2,2,4,3,2,2008-12-28 19:02:18,2008-12-28 19:21:45
187715,female,24.1,1218,2,2,3,4,2,1,3,2,2,2,3,2,2,1,2,2,3,2,2,2,2,2,2008-12-28 20:21:42,2008-12-28 20:23:39
188248,male,39.1,1219,1,1,2,1,4,1,4,1,1,1,2,2,1,1,1,1,4,1,2,1,1,1,2008-12-29 06:24:13,2008-12-29 06:26:18
188276,female,22.6,1220,1,1,4,1,3,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2008-12-29 09:56:42,2008-12-29 09:58:37
188272,male,27.0,1221,1,2,3,4,3,1,4,1,1,1,3,2,2,2,2,2,4,1,2,1,2,1,2008-12-29 10:11:50,2008-12-29 10:15:11
188290,male,18.0,1223,3,3,3,3,2,1,2,3,2,1,1,1,3,2,2,3,2,3,3,1,1,4,2008-12-29 11:25:11,2008-12-29 11:28:17
188300,female,44.9,1224,2,1,2,1,2,1,2,2,,1,2,2,1,1,1,1,3,1,1,1,2,1,2008-12-29 13:05:10,2008-12-29 13:07:17
188311,male,62.5,1225,1,1,4,4,2,2,3,2,2,2,3,2,3,4,2,2,4,1,1,1,2,2,2008-12-29 14:56:57,2008-12-29 15:00:41
188319,male,28.2,1226,2,3,3,4,2,2,3,3,2,2,2,2,3,2,3,1,2,3,3,1,2,4,2008-12-29 15:49:58,2008-12-29 15:51:43
188321,female,53.2,1227,2,2,4,4,4,2,4,1,1,1,3,1,1,1,1,1,2,1,2,2,3,2,2008-12-29 15:52:39,2008-12-29 15:55:57
188366,female,15.8,1228,2,1,4,3,1,3,3,4,1,1,3,1,1,3,1,2,2,3,2,3,2,1,2008-12-29 20:16:01,2008-12-29 20:22:44
188391,female,18.6,1229,1,2,3,4,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,3,2008-12-29 22:33:07,2008-12-29 22:34:50
188398,female,22.6,1230,1,3,2,4,1,2,3,2,2,1,3,3,2,2,2,1,4,2,2,3,3,3,2008-12-29 23:01:33,2008-12-29 23:02:58
188413,female,20.7,1232,1,2,2,4,3,1,2,1,1,2,3,2,1,2,1,1,4,1,2,1,2,1,2008-12-30 01:38:16,2008-12-30 01:51:39
188230,female,60.3,1233,1,2,2,4,4,1,4,1,1,1,4,2,1,1,1,1,4,1,1,1,2,1,2008-12-30 03:18:38,2008-12-30 03:21:34
188449,female,19.8,1234,1,2,3,4,3,1,2,3,2,1,2,1,1,1,1,1,3,2,2,1,2,4,2008-12-30 04:40:30,2008-12-30 04:42:27
188458,female,20.2,1235,3,4,2,3,2,3,2,2,3,4,2,3,4,3,4,3,3,3,3,3,3,3,2008-12-30 05:56:15,2008-12-30 05:57:42
188478,female,24.3,1236,1,1,3,4,4,2,3,2,1,1,3,3,2,2,1,1,4,1,2,1,2,2,2008-12-30 09:12:15,2008-12-30 09:13:42
188513,female,17.8,1237,1,1,3,1,3,1,2,1,1,1,1,3,1,1,2,1,4,1,1,2,2,2,2008-12-30 17:22:16,2008-12-30 17:25:42
188527,female,23.6,1238,1,2,1,3,3,1,3,1,1,1,3,2,3,1,2,1,3,2,2,1,2,1,2008-12-30 18:24:52,2008-12-30 18:26:36
188539,male,13.0,1239,2,2,2,2,1,3,2,4,2,2,3,2,2,2,3,2,3,2,1,1,3,2,2008-12-30 19:32:52,2008-12-30 19:37:33
188554,male,23.7,1240,2,3,1,2,2,3,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,3,2008-12-30 22:08:21,2008-12-30 22:25:10
188578,female,25.3,1241,1,2,2,4,2,2,3,1,1,1,3,3,2,3,3,2,3,2,4,2,2,2,2008-12-31 00:27:49,2008-12-31 00:29:37
188520,female,57.6,1242,1,1,3,4,3,1,3,2,1,1,3,1,1,1,1,2,4,1,1,1,1,2,2008-12-31 02:30:42,2008-12-31 02:33:43
188598,female,30.7,1243,1,1,3,3,4,2,4,1,2,2,4,2,2,1,1,1,3,2,2,2,2,1,2008-12-31 03:35:45,2008-12-31 03:38:35
188644,male,20.0,1244,1,2,2,3,3,2,3,2,2,2,3,3,3,2,3,2,3,3,3,2,2,3,2008-12-31 07:13:02,2008-12-31 07:15:11
188678,female,37.5,1245,2,2,4,4,3,2,3,1,2,2,3,1,1,2,1,2,3,2,2,3,2,2,2008-12-31 15:57:41,2008-12-31 16:00:03
188704,female,55.0,1246,1,1,2,4,2,1,4,1,1,1,1,3,2,1,1,1,4,1,1,,1,1,2008-12-31 18:28:03,2008-12-31 18:31:16
188738,male,40.7,1247,1,2,1,1,3,3,1,2,2,1,4,1,4,4,2,1,4,3,2,2,2,3,2009-01-01 01:07:57,2009-01-01 01:12:05
188737,female,20.8,1249,4,2,1,1,3,4,3,1,2,3,1,4,1,3,1,3,4,3,3,4,3,1,2009-01-01 02:22:58,2009-01-01 02:24:42
188750,female,27.2,1250,2,2,1,2,4,2,4,1,2,1,4,4,1,2,1,2,3,2,2,2,3,1,2009-01-01 03:19:16,2009-01-01 03:21:38
188754,female,40.1,1251,1,2,4,4,4,1,2,1,2,1,3,1,2,1,1,1,4,1,2,1,1,1,2009-01-01 04:16:23,2009-01-01 04:18:25
188762,female,15.8,1252,1,1,3,4,2,2,3,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,2009-01-01 05:50:33,2009-01-01 05:54:55
188783,female,18.3,1253,2,1,2,4,3,1,4,1,2,1,3,2,2,2,2,1,4,2,2,2,2,1,2009-01-01 11:03:20,2009-01-01 11:05:24
188813,female,31.5,1254,3,2,2,3,4,1,2,1,2,1,3,2,1,2,1,1,4,1,1,1,2,1,2009-01-01 19:25:45,2009-01-01 19:28:44
188803,male,15.5,1255,1,2,3,4,1,4,3,1,2,2,3,2,1,3,3,2,1,2,2,3,2,3,2009-01-01 21:37:31,2009-01-01 21:41:48
188911,female,18.9,1256,2,2,1,4,2,4,3,3,3,2,3,4,2,3,2,2,3,4,3,4,3,2,2009-01-02 06:28:07,2009-01-02 06:30:42
188927,female,18.2,1257,2,1,3,2,2,3,2,2,3,1,2,3,2,2,3,2,1,3,2,2,4,3,2009-01-02 08:25:29,2009-01-02 08:27:30
188954,female,18.0,1258,3,2,2,3,3,3,2,4,3,1,3,3,2,1,1,2,2,4,3,3,3,1,2009-01-02 14:49:20,2009-01-02 14:54:50
189019,female,19.2,1259,1,2,3,1,1,1,4,2,1,1,2,2,2,2,4,2,1,1,2,1,1,1,2009-01-02 21:39:17,2009-01-02 21:40:57
189031,female,18.8,1260,1,1,4,4,4,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,2009-01-02 22:11:37,2009-01-02 22:13:13
189075,female,16.2,1261,1,1,3,3,4,2,3,1,2,2,3,2,1,2,1,2,4,2,3,1,2,1,2009-01-03 04:09:48,2009-01-03 04:11:50
189099,female,16.2,1262,1,2,1,2,4,1,1,1,1,1,3,4,1,1,1,1,4,1,1,1,1,1,2009-01-03 09:05:15,2009-01-03 09:07:10
189179,female,18.4,1263,1,1,3,4,4,1,3,2,2,1,3,1,1,2,2,1,4,1,1,1,3,2,2009-01-03 23:26:11,2009-01-03 23:28:36
189190,female,23.8,1264,1,2,2,4,3,2,3,2,2,1,3,3,1,2,1,2,4,2,2,2,3,3,2009-01-04 00:22:35,2009-01-04 00:23:54
189226,female,19.1,1265,1,1,4,4,3,2,3,1,1,1,2,1,1,1,1,1,4,2,1,2,2,1,2009-01-04 08:49:48,2009-01-04 08:51:57
189268,male,20.4,1266,3,3,2,4,4,2,4,3,3,1,3,3,3,1,3,2,3,2,2,3,3,2,2009-01-04 17:18:26,2009-01-04 17:21:14
189287,female,19.6,1267,4,2,3,3,4,2,3,1,4,2,3,3,3,3,1,1,4,1,4,4,4,4,2009-01-04 22:49:58,2009-01-04 22:55:54
189370,male,23.3,1268,3,1,2,3,3,2,4,1,2,1,3,2,2,2,1,1,4,2,2,2,1,2,2009-01-05 16:26:23,2009-01-05 16:29:06
187354,female,23.5,1269,1,1,4,3,3,1,4,1,2,2,4,1,2,1,1,1,4,1,2,1,2,1,2009-01-05 19:33:45,2009-01-05 19:36:15
189407,male,22.9,1270,2,2,2,3,2,3,2,3,4,3,1,3,2,3,3,4,4,3,4,4,4,2,2009-01-05 20:57:57,2009-01-05 21:00:59
189426,female,38.5,1271,1,3,1,3,2,3,3,1,1,3,3,2,2,2,1,3,3,2,3,3,3,3,2009-01-06 00:05:00,2009-01-06 00:07:09
161654,male,55.0,1272,2,3,1,2,2,2,1,3,3,2,2,3,3,2,3,2,3,2,3,3,3,4,2009-01-06 01:15:34,2009-01-06 01:18:16
189471,female,27.7,1273,2,2,4,3,3,1,3,1,2,2,2,1,2,2,1,2,3,2,2,3,3,2,2009-01-06 09:26:08,2009-01-06 09:31:54
189535,female,23.3,1274,1,3,3,4,4,1,3,2,2,1,3,2,1,1,1,1,3,2,2,2,2,2,2009-01-06 21:47:11,2009-01-06 21:48:34
189551,female,19.7,1275,1,2,2,1,2,1,3,2,2,1,2,2,1,1,2,2,3,2,2,1,2,1,2009-01-07 01:01:45,2009-01-07 01:06:25
189560,male,18.1,1276,2,2,2,1,1,3,1,3,2,4,2,3,4,3,3,2,2,3,3,2,3,1,2009-01-07 02:14:36,2009-01-07 02:18:08
189565,female,19.6,1277,2,3,3,4,3,1,1,2,2,2,2,1,2,2,2,2,3,2,2,1,2,2,2009-01-07 02:48:07,2009-01-07 02:51:44
189568,female,36.6,1278,1,3,2,4,2,1,3,1,1,1,4,3,3,1,2,1,4,1,2,1,2,4,2009-01-07 02:58:17,2009-01-07 03:00:56
189589,female,54.5,1279,1,1,4,4,2,2,4,1,2,2,2,2,1,1,1,2,4,1,2,3,3,3,2009-01-07 06:12:04,2009-01-07 06:13:53
189670,female,18.7,1280,1,3,2,3,2,2,3,3,3,1,3,2,2,1,2,1,4,2,3,2,4,3,2009-01-07 19:50:41,2009-01-07 19:54:08
189658,male,22.5,1281,2,4,1,2,3,2,2,3,3,3,2,4,4,3,3,2,2,3,3,3,2,3,2009-01-07 21:15:28,2009-01-07 21:18:04
189720,female,16.5,1282,2,3,1,1,1,2,1,4,3,3,1,3,3,2,2,3,3,3,3,2,3,4,2009-01-08 02:15:54,2009-01-08 02:17:29
189760,male,17.2,1283,4,2,1,4,1,3,4,2,2,1,1,4,4,1,4,1,3,2,4,1,4,1,2009-01-08 13:27:53,2009-01-08 13:30:30
189760,male,17.2,1284,4,2,1,4,1,3,4,2,2,1,1,4,4,1,4,1,3,2,4,1,4,1,2009-01-08 13:27:53,2009-01-08 13:30:35
189836,female,29.8,1285,1,1,2,4,4,1,4,1,1,1,3,3,1,1,1,1,4,1,1,1,1,1,2009-01-09 02:01:25,2009-01-09 02:03:29
176056,female,20.8,1286,1,1,3,4,4,1,4,1,2,1,3,2,1,1,1,1,4,1,1,1,2,1,2009-01-09 11:13:55,2009-01-09 11:17:42
189939,female,14.7,1287,1,3,3,3,1,1,3,1,1,1,3,2,1,2,2,2,3,1,1,1,1,4,2009-01-09 21:01:19,2009-01-09 21:03:03
189876,male,16.4,1288,1,2,1,3,3,1,3,2,3,1,3,4,1,2,1,1,4,2,1,3,2,1,2009-01-09 21:55:00,2009-01-09 22:00:44
189876,male,16.4,1289,1,2,1,3,3,1,3,2,3,1,3,4,1,2,1,1,4,2,1,3,2,1,2009-01-09 21:55:00,2009-01-09 22:00:48
189969,female,56.3,1290,1,2,4,1,4,1,2,2,2,1,2,1,2,1,3,3,2,2,1,3,3,4,2009-01-10 01:41:54,2009-01-10 01:43:58
189991,male,18.1,1291,1,2,3,4,1,1,1,1,2,2,2,1,1,1,1,1,4,1,2,2,1,3,2009-01-10 05:47:31,2009-01-10 05:50:14
190004,female,19.3,1292,2,1,1,1,2,2,2,2,3,2,2,4,2,2,2,2,4,2,2,2,4,1,2009-01-10 08:43:02,2009-01-10 08:44:58
87874,male,22.1,1293,2,2,3,4,3,2,4,2,2,1,3,2,2,2,2,2,3,2,2,2,2,2,2009-01-11 05:12:13,2009-01-11 05:24:06
190028,male,25.9,1294,2,2,3,3,2,2,3,3,2,2,2,3,4,3,2,3,2,3,3,3,3,3,2009-01-11 18:34:41,2009-01-11 18:37:48
190189,female,22.5,1295,2,1,3,4,4,2,4,2,3,1,3,2,2,1,2,1,2,2,2,2,3,2,2009-01-11 20:40:19,2009-01-11 20:42:55
190214,female,17.3,1296,1,2,3,4,3,1,4,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,2009-01-11 22:53:54,2009-01-11 22:55:33
190228,female,19.8,1297,1,1,3,4,3,2,3,2,2,1,3,2,2,1,2,2,3,2,2,2,2,2,2009-01-12 00:32:59,2009-01-12 00:35:20
190253,female,21.7,1298,3,2,2,3,2,3,3,2,1,1,3,2,2,2,2,2,3,3,4,2,3,2,2009-01-12 05:07:26,2009-01-12 05:10:55
190260,female,20.6,1299,2,2,2,3,3,2,3,1,2,2,2,2,2,2,1,2,3,2,4,2,3,2,2009-01-12 07:16:09,2009-01-12 07:17:59
190288,male,19.9,1300,2,1,2,3,3,2,2,2,3,1,2,3,1,3,1,2,4,3,3,3,3,4,2009-01-12 15:27:10,2009-01-12 15:30:03
190335,female,16.5,1301,2,1,3,4,3,1,4,2,2,1,4,1,1,1,1,2,4,2,2,2,2,1,2009-01-12 21:36:33,2009-01-12 21:39:15
190341,female,21.7,1302,1,1,3,4,3,3,1,1,1,1,3,2,2,1,1,1,4,2,2,1,3,4,2009-01-13 01:30:26,2009-01-13 01:32:27
190371,female,19.5,1303,1,2,4,4,2,1,4,2,1,1,4,4,1,1,1,1,4,1,2,1,1,2,2009-01-13 02:46:03,2009-01-13 02:47:56
190462,female,20.0,1304,1,3,2,4,4,2,4,1,2,2,4,4,1,1,1,2,4,1,1,2,3,2,2009-01-13 19:26:14,2009-01-13 19:28:06
190506,female,66.9,1305,2,3,2,4,3,2,1,2,2,3,1,3,1,2,1,1,3,2,3,3,2,2,2009-01-14 01:30:34,2009-01-14 01:32:25
190435,female,19.8,1306,1,1,4,2,3,1,2,2,2,1,2,2,1,1,1,1,3,1,1,1,1,2,2009-01-14 13:39:44,2009-01-14 13:41:27
190585,female,19.2,1307,1,1,3,3,4,1,4,2,2,1,3,2,2,1,1,2,3,2,1,1,2,1,2009-01-14 14:54:49,2009-01-14 14:57:07
190590,male,30.4,1308,2,2,2,3,3,2,2,3,2,2,3,3,3,2,2,2,3,2,2,2,3,3,2009-01-14 16:20:05,2009-01-14 16:22:26
190611,female,23.4,1309,1,1,4,1,4,1,3,1,1,1,4,1,1,1,1,1,4,2,1,2,2,2,2009-01-14 18:09:47,2009-01-14 18:11:15
190637,female,23.9,1310,1,2,1,3,3,3,3,2,2,2,3,1,1,2,2,1,4,2,2,2,2,1,2009-01-14 21:18:21,2009-01-14 21:19:41
190690,male,35.9,1311,2,2,1,4,4,1,3,2,2,1,4,3,1,2,1,2,3,2,2,2,2,1,2009-01-15 03:40:23,2009-01-15 03:43:13
190720,female,23.4,1312,1,2,3,3,3,2,1,1,2,2,4,3,1,1,1,1,4,1,1,2,2,2,2009-01-15 08:43:39,2009-01-15 08:46:29
53866,female,18.6,1313,4,3,1,1,1,4,1,3,3,4,1,4,4,4,4,4,1,4,4,3,4,4,2009-01-16 01:37:24,2009-01-16 01:39:09
190869,female,22.1,1314,2,2,1,3,3,2,3,1,3,2,2,3,3,2,2,2,2,3,3,2,3,2,2009-01-16 04:45:10,2009-01-16 04:47:31
190881,male,19.0,1315,2,1,1,3,4,3,1,4,4,4,2,4,4,3,1,3,3,4,4,4,4,3,2009-01-16 05:38:50,2009-01-16 05:40:49
190887,female,27.5,1316,2,1,2,3,3,2,3,2,1,1,4,3,2,2,1,2,3,2,1,1,1,2,2009-01-16 06:40:11,2009-01-16 06:42:00
190894,female,26.0,1317,2,1,4,3,2,2,3,2,2,1,2,1,1,1,1,1,4,2,2,2,2,1,2009-01-16 07:50:39,2009-01-16 07:52:29
33329,female,40.5,1318,2,2,3,3,3,2,3,1,2,2,3,2,2,2,2,2,4,2,3,3,3,2,2009-01-16 08:10:55,2009-01-16 08:12:28
190908,male,31.5,1319,1,3,4,4,4,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,2,2009-01-16 12:17:32,2009-01-16 12:19:21
190937,male,31.7,1320,1,1,1,2,3,1,1,2,1,1,1,3,1,2,1,3,2,1,4,1,2,1,2009-01-16 16:29:31,2009-01-16 16:33:05
191013,male,16.8,1321,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2009-01-16 22:43:41,2009-01-16 22:44:20
191031,female,22.7,1322,1,1,3,3,4,4,1,1,1,1,3,2,2,1,1,1,3,2,1,1,2,1,2009-01-17 00:33:59,2009-01-17 00:38:08
191054,female,23.2,1323,2,1,4,4,4,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,2009-01-17 05:24:23,2009-01-17 05:28:26
191082,male,15.2,1324,2,2,2,2,3,3,1,2,2,2,1,2,1,1,1,1,4,2,2,3,2,1,2009-01-17 13:59:54,2009-01-17 14:03:18
184547,female,18.8,1325,1,1,2,3,4,1,4,1,2,1,3,3,2,1,1,1,4,1,1,1,2,1,2009-01-17 15:06:36,2009-01-17 15:09:00
191111,female,35.0,1326,2,1,2,3,3,2,4,1,2,1,3,3,2,3,2,2,3,2,2,2,2,3,2009-01-17 18:15:49,2009-01-17 18:21:58
191112,female,24.3,1327,1,1,4,3,2,1,2,2,1,1,3,1,1,1,1,1,4,2,1,2,2,4,2009-01-17 18:35:45,2009-01-17 18:38:02
156503,female,32.8,1328,1,4,4,4,1,1,3,2,1,1,3,1,2,1,2,1,2,2,1,1,1,4,2009-01-18 01:23:26,2009-01-18 01:29:36
191204,female,16.0,1329,1,1,3,4,3,2,4,1,2,1,4,2,2,1,2,1,4,3,2,2,2,1,2009-01-18 05:47:25,2009-01-18 05:59:32
191214,female,19.4,1330,1,3,2,3,3,1,1,1,1,1,1,2,2,1,2,1,3,1,1,1,1,2,2009-01-18 07:31:01,2009-01-18 07:32:44
191233,female,16.6,1331,1,1,3,3,2,2,3,3,1,2,3,2,1,1,2,1,3,2,2,1,1,2,2009-01-18 11:35:25,2009-01-18 11:39:43
191246,male,17.5,1332,2,2,2,3,3,1,3,2,2,2,3,2,3,2,2,2,4,2,2,2,2,1,2009-01-18 13:59:22,2009-01-18 14:03:55
191242,male,49.3,1333,1,1,4,4,2,2,4,1,2,2,4,3,1,2,2,1,2,1,2,3,1,1,2009-01-18 14:37:22,2009-01-18 14:41:00
191276,female,21.8,1334,1,1,4,4,3,1,3,1,1,1,3,1,1,1,1,3,3,1,1,1,1,2,2009-01-18 17:18:50,2009-01-18 17:20:01
191297,male,41.0,1335,1,2,3,3,3,1,3,2,2,1,3,1,2,1,2,1,3,2,2,1,2,4,2009-01-18 19:33:15,2009-01-18 19:35:17
191329,female,57.0,1336,1,2,4,4,3,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,2,3,2009-01-18 23:17:26,2009-01-18 23:23:06
191339,male,21.0,1337,2,2,1,3,2,2,3,2,2,3,3,4,1,2,2,1,2,2,3,2,2,1,2009-01-18 23:33:54,2009-01-18 23:36:25
191396,female,20.0,1338,3,3,1,2,2,3,2,2,2,2,1,4,3,2,3,2,2,2,3,3,3,2,2009-01-19 08:34:56,2009-01-19 08:35:59
191403,female,20.1,1339,2,3,3,3,3,3,3,3,3,2,3,4,2,2,2,3,3,2,3,3,2,2,2009-01-19 09:59:12,2009-01-19 10:02:14
191410,male,33.9,1340,2,1,4,3,4,2,4,2,2,2,4,1,2,2,2,2,4,2,2,3,2,3,2009-01-19 12:42:14,2009-01-19 12:43:47
191432,female,57.7,1341,1,1,4,3,3,2,3,2,1,1,3,2,1,1,1,1,4,1,2,1,1,2,2009-01-19 17:31:33,2009-01-19 17:34:34
191434,male,24.9,1342,2,3,1,4,3,1,3,1,2,2,1,2,3,2,4,3,2,1,3,2,1,3,2009-01-19 17:36:22,2009-01-19 17:38:54
191443,female,15.0,1343,2,1,2,3,3,1,3,2,2,1,3,3,1,1,1,1,4,2,1,1,2,3,2009-01-19 18:45:24,2009-01-19 18:48:04
191496,female,21.2,1344,1,1,3,3,3,2,2,2,1,1,2,2,1,2,1,3,4,2,2,2,1,1,2009-01-20 00:08:28,2009-01-20 00:09:52
191524,male,20.1,1345,2,1,2,4,3,2,1,1,3,2,2,2,2,1,1,2,4,3,2,2,2,1,2009-01-20 04:30:22,2009-01-20 04:32:05
191556,female,18.1,1346,2,1,2,3,4,1,4,1,2,1,3,1,1,2,1,1,4,1,2,2,2,2,2009-01-20 13:00:32,2009-01-20 13:04:55
191557,female,22.3,1347,1,3,3,4,2,1,2,2,2,1,2,2,2,2,3,2,1,1,2,2,2,3,2009-01-20 13:12:30,2009-01-20 13:16:12
191579,female,42.7,1348,1,1,3,3,4,2,3,1,2,1,4,2,1,1,1,1,4,1,2,2,2,1,2009-01-20 15:54:41,2009-01-20 16:06:02
191691,female,20.8,1349,3,3,1,4,2,2,3,1,1,2,3,3,1,2,1,2,3,2,3,1,3,3,2009-01-21 04:33:30,2009-01-21 04:34:59
191713,female,40.7,1350,1,1,3,4,4,1,3,2,2,1,3,3,1,1,1,1,3,1,2,1,2,3,2009-01-21 08:49:22,2009-01-21 08:51:55
191708,female,24.4,1351,1,1,2,2,1,2,1,2,3,1,1,3,3,1,2,2,1,2,2,1,1,2,2009-01-21 15:54:40,2009-01-21 15:56:17
113508,male,24.2,1352,2,1,2,4,4,2,4,2,1,1,3,3,1,3,1,1,4,1,2,2,1,3,2009-01-21 18:22:02,2009-01-21 18:27:51
191781,female,24.2,1353,1,1,4,4,3,1,3,1,1,1,4,1,1,1,2,1,4,1,1,1,1,1,2009-01-21 21:38:37,2009-01-21 21:39:54
180551,female,17.3,1354,2,3,2,2,4,4,1,3,3,3,2,3,2,1,3,1,3,1,3,3,2,4,2009-01-22 01:17:20,2009-01-22 01:20:22
191830,female,24.5,1355,2,1,1,2,2,3,3,2,2,2,3,4,3,3,1,2,4,3,2,2,2,2,2009-01-22 04:47:21,2009-01-22 04:49:12
191853,female,19.6,1356,2,1,3,3,2,2,4,1,1,2,4,1,1,1,1,2,4,2,2,2,3,2,2009-01-22 08:43:00,2009-01-22 08:44:44
186487,male,16.1,1357,1,1,2,2,2,1,3,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2009-01-22 19:36:41,2009-01-22 19:41:04
172275,male,24.8,1358,3,4,2,4,3,1,2,3,3,2,2,2,2,2,2,1,2,3,2,3,2,2,2009-01-22 20:18:28,2009-01-22 20:21:41
176484,female,20.8,1359,1,1,3,4,3,1,1,2,2,1,3,1,1,2,1,1,2,1,2,1,1,1,2009-01-22 22:28:41,2009-01-22 22:30:54
192091,female,14.7,1360,1,2,3,4,3,1,3,1,1,2,3,2,2,1,1,2,4,2,1,1,2,2,2009-01-23 18:00:17,2009-01-23 18:02:24
192148,male,18.0,1361,1,2,3,1,1,1,2,4,2,1,1,1,3,1,2,1,3,1,2,1,2,1,2009-01-23 20:27:50,2009-01-23 20:29:32
192220,male,28.5,1362,4,2,1,2,1,3,1,1,2,1,1,3,2,4,1,4,3,4,4,1,1,2,2009-01-24 02:34:25,2009-01-24 02:37:07
192309,male,64.1,1363,2,3,3,4,2,2,3,2,2,2,,2,1,1,2,2,3,2,2,2,1,2,2009-01-24 18:47:07,2009-01-24 18:49:15
192340,female,33.2,1364,2,2,3,2,3,1,3,1,2,1,2,2,2,1,1,2,3,2,1,2,2,1,2009-01-24 21:35:35,2009-01-24 21:36:52
192365,female,20.3,1365,2,3,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,3,2,3,2,2009-01-25 00:29:08,2009-01-25 00:30:49
192363,male,18.8,1366,1,2,2,3,2,3,3,2,3,1,2,3,1,1,1,2,4,2,3,2,4,2,2009-01-25 00:36:32,2009-01-25 00:39:46
192374,female,22.6,1367,1,2,3,4,3,1,4,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,2009-01-25 02:03:29,2009-01-25 02:05:16
192384,female,30.5,1368,1,1,3,4,3,2,1,1,1,1,2,2,1,2,1,2,4,2,2,2,2,2,2009-01-25 03:59:15,2009-01-25 04:01:06
192433,female,50.6,1369,1,2,4,4,2,2,3,1,1,1,4,1,1,1,1,2,4,1,1,1,1,3,2009-01-25 13:06:57,2009-01-25 13:09:56
192549,male,17.5,1370,2,4,2,3,2,2,2,3,2,2,2,4,3,1,2,2,4,3,3,3,2,4,2009-01-26 03:20:13,2009-01-26 03:22:32
192573,female,42.3,1371,3,3,1,2,2,4,3,3,3,2,2,3,3,2,2,2,2,3,3,3,2,3,2009-01-26 05:52:05,2009-01-26 05:54:02
192589,male,23.1,1372,1,1,2,2,3,2,3,1,1,1,2,3,2,2,1,1,4,1,1,2,2,3,2009-01-26 08:55:09,2009-01-26 08:57:08
192595,female,19.1,1373,1,2,2,3,3,1,3,2,3,1,2,3,2,2,1,1,2,3,3,3,3,2,2009-01-26 10:40:10,2009-01-26 10:44:28
192581,male,28.6,1374,1,1,4,4,3,2,4,1,1,1,4,1,1,1,2,1,4,2,2,1,1,2,2009-01-26 11:13:31,2009-01-26 11:15:30
192581,male,28.6,1375,1,1,4,4,3,2,4,1,1,1,4,1,1,1,2,1,4,2,2,1,1,2,2009-01-26 11:13:31,2009-01-26 11:15:31
192639,male,55.2,1376,2,2,2,3,2,2,3,2,3,1,2,3,1,2,3,3,4,3,2,2,3,1,2009-01-26 19:30:13,2009-01-26 19:32:12
192757,female,25.0,1377,2,3,2,2,2,2,1,3,3,3,1,3,3,3,2,3,3,2,4,2,2,2,2009-01-27 05:15:18,2009-01-27 05:16:40
192769,female,28.9,1378,1,1,4,4,3,1,3,1,2,1,3,1,1,2,2,1,3,2,2,1,1,2,2009-01-27 07:33:29,2009-01-27 07:35:03
192783,female,23.0,1379,1,2,4,4,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2009-01-27 10:39:13,2009-01-27 10:41:33
192809,female,24.4,1380,1,1,2,2,4,3,3,1,1,1,4,3,1,1,1,1,4,1,1,1,2,1,2009-01-27 16:19:25,2009-01-27 16:20:43
192825,male,29.6,1381,1,4,1,4,3,1,1,3,1,1,2,1,1,1,1,1,4,1,1,1,1,3,2009-01-27 17:23:06,2009-01-27 17:25:21
192937,female,21.9,1382,2,2,2,4,2,3,2,3,2,2,2,3,2,4,2,3,4,2,2,2,2,3,2009-01-28 07:26:15,2009-01-28 07:28:53
193029,male,41.7,1383,2,1,3,3,3,3,3,2,2,2,3,2,2,2,1,3,3,3,3,3,3,3,2009-01-28 21:27:33,2009-01-28 21:29:49
193062,female,43.5,1384,1,3,4,2,3,2,2,2,2,1,3,2,1,1,1,1,4,2,3,2,2,4,2009-01-29 01:10:53,2009-01-29 01:13:54
