user_id,sex,age,momage,dadage,oldbro,oldsis,youngbro,youngsis,twinbro,twinsis
41752,female,49.0,22,26,0,0,2,0,0,0
41778,male,19.5,35,30,0,0,0,0,1,0
41779,female,31.5,22,23,0,0,2,1,0,0
41795,female,47.0,35,55,4,1,0,1,0,0
41807,female,38.2,30,32,2,1,1,1,0,0
41809,female,19.0,37,36,1,1,0,0,0,0
41820,male,17.4,21,29,0,0,2,5,0,0
41824,female,16.7,33,34,0,0,0,0,0,0
41841,female,15.6,30,29,0,0,1,0,0,0
41875,male,,22,26,0,0,0,0,0,0
41885,male,26.7,,,,,,,,
41886,female,28.2,23,30,0,0,1,0,0,0
41896,female,28.4,41,32,0,1,1,1,0,0
41913,female,22.2,20,20,0,0,1,3,,
41952,female,22.3,24,29,0,0,0,0,0,0
41967,male,25.7,19,21,0,0,2,0,0,
42006,male,19.2,32,25,0,0,1,0,0,0
42024,male,24.4,26,28,0,0,2,0,0,0
42025,male,27.4,26,30,0,1,0,0,0,0
42051,female,28.0,26,33,1,0,0,1,0,0
42069,female,16.8,32,29,0,0,0,0,0,0
42076,male,18.7,33,35,0,0,1,0,0,0
42089,female,23.6,19,19,0,0,2,0,0,0
42103,female,20.5,28,35,0,1,0,0,0,0
42112,female,15.8,32,43,0,1,0,0,0,0
42150,female,18.8,30,,0,0,1,0,0,0
42156,male,23.4,24,26,0,0,1,0,0,0
42160,female,14.0,,,1,1,0,0,0,0
42166,female,14.2,23,24,0,0,1,1,0,0
42187,female,19.4,31,34,0,1,1,0,0,0
42200,female,17.9,30,32,0,0,1,0,0,0
42201,male,29.6,24,25,1,0,0,1,0,0
42202,female,14.6,21,21,0,0,0,0,0,0
42209,male,19.1,23,25,0,0,0,1,0,0
42211,male,38.5,19,25,0,0,2,0,0,0
42261,female,21.3,23,25,1,0,0,0,0,0
42308,female,18.7,24,31,1,0,0,0,0,0
42323,female,17.0,25,26,0,0,2,0,0,0
42342,female,23.1,23,22,0,0,0,1,0,0
42345,female,15.7,39,43,1,0,0,0,0,0
42365,female,16.1,27,30,0,0,0,0,0,0
42367,female,23.3,25,30,0,1,0,0,0,0
42369,male,26.9,31,32,2,0,0,0,0,0
42381,female,22.4,23,24,0,0,0,0,0,0
42385,female,32.1,26,25,0,1,0,1,0,0
42391,female,29.6,19,41,0,0,1,2,0,0
42395,male,28.7,33,46,4,1,0,0,0,0
42416,female,18.6,28,27,0,0,1,0,0,0
42417,female,19.1,28,38,2,0,1,0,0,0
42419,female,21.8,21,22,0,0,0,1,0,0
42461,male,19.6,32,33,0,0,0,0,0,0
42477,male,19.0,32,39,0,0,1,0,0,0
42481,female,18.5,30,31,0,1,0,0,0,0
42511,female,21.6,35,35,1,1,0,0,0,0
42514,male,25.1,24,26,0,0,1,0,0,0
42560,male,30.3,22,23,0,1,0,0,0,0
42581,female,18.3,21,24,0,0,1,0,0,0
42583,male,24.1,19,21,1,0,2,4,0,0
42587,female,17.9,20,40,0,0,0,1,0,0
42591,female,25.2,28,33,0,1,0,0,0,0
42593,female,33.4,23,30,2,0,0,0,0,0
42619,male,18.7,42,45,0,0,0,1,0,0
42633,female,18.5,36,40,0,1,0,0,0,0
42638,male,35.0,25,27,0,0,2,0,0,0
42639,male,40.8,16,17,0,0,2,0,0,0
42640,female,17.0,24,27,0,0,1,0,0,0
42641,female,26.8,25,26,0,1,3,1,0,0
42658,female,35.1,28,29,0,1,0,0,0,0
42680,female,22.8,20,30,0,0,3,0,0,0
42683,male,19.7,19,23,0,0,0,0,0,0
42684,female,16.7,26,36,0,0,1,0,0,0
42706,male,33.5,22,28,0,0,0,2,0,0
42711,male,23.8,23,23,0,0,1,0,0,0
42713,female,26.1,25,26,0,0,0,1,0,0
42726,female,16.0,33,31,2,0,0,0,0,0
42728,female,17.6,35,45,1,1,1,0,0,0
42754,male,16.4,31,31,0,0,0,0,0,0
42759,female,25.2,28,28,0,0,0,2,0,0
42769,male,16.1,29,30,0,0,0,0,0,0
42794,female,17.4,20,20,0,0,0,2,0,0
42823,female,13.2,23,26,0,1,0,0,0,0
42824,male,23.7,30,31,0,1,0,1,0,0
42830,female,21.4,31,31,1,0,0,0,0,0
42838,male,33.9,21,27,0,0,1,1,0,0
42841,male,37.4,36,31,0,2,0,0,0,0
42857,female,23.3,28,30,0,0,1,1,0,0
42866,female,42.8,21,26,1,0,1,0,0,0
42871,female,16.2,25,28,0,2,0,1,0,1
42892,male,14.2,36,38,1,0,0,0,0,0
42912,male,32.2,25,26,0,1,1,0,0,0
42919,female,26.1,25,30,0,0,0,1,0,0
42927,female,17.7,35,35,0,0,0,0,0,0
42956,female,28.8,35,30,1,0,0,0,0,0
42962,female,18.5,21,27,0,0,1,1,0,0
43021,female,23.1,17,29,0,0,1,2,0,0
43031,male,17.9,24,32,0,0,0,0,0,0
43086,female,18.4,40,38,2,0,0,0,0,0
43092,female,25.6,19,25,0,0,1,1,0,0
43113,female,15.9,22,25,0,0,1,0,0,0
43117,male,20.8,24,27,0,0,0,0,0,0
43127,female,19.0,32,38,0,0,1,0,0,0
43137,female,30.5,22,23,0,1,0,0,0,0
43145,female,18.3,23,24,1,0,0,0,0,1
43153,female,20.0,24,23,4,0,3,0,0,0
43156,female,38.6,21,24,0,0,0,1,0,0
43158,female,17.7,36,34,0,3,0,0,0,0
43175,male,21.9,34,34,0,0,1,0,0,0
43180,male,17.9,36,36,1,1,0,0,0,0
43191,female,22.4,27,27,1,0,0,0,0,0
43195,female,22.0,19,23,0,0,0,2,0,0
43208,male,22.5,35,,0,0,0,0,0,0
43217,female,19.4,31,33,1,1,0,0,0,0
43219,male,18.3,22,23,0,0,0,0,0,0
43250,female,22.8,25,26,0,0,1,0,0,0
43291,female,19.1,34,37,1,2,0,0,0,0
43299,female,19.1,32,37,0,1,0,0,0,0
43338,female,28.3,27,29,0,0,0,1,0,0
43344,male,20.8,28,21,0,0,0,0,0,0
43345,female,16.0,21,22,0,0,2,1,0,0
43347,female,17.3,35,47,1,1,0,0,0,0
43350,female,20.1,23,29,3,0,0,0,0,0
43352,male,16.4,34,38,1,0,0,1,0,0
43355,male,22.2,34,34,0,1,0,1,0,0
43388,female,17.0,33,36,1,0,0,0,0,0
43392,male,21.5,34,33,0,0,0,1,0,0
43411,male,19.3,33,34,0,0,1,1,0,0
43437,female,19.8,,,,,,,,
43441,female,19.0,30,27,0,0,1,0,0,0
43442,female,31.0,25,24,0,0,1,0,0,0
43443,male,30.1,28,35,0,0,1,1,0,0
43445,male,19.1,37,37,0,0,1,0,0,0
43446,male,15.4,24,34,0,1,0,0,0,0
43454,male,16.8,29,32,2,0,0,0,0,0
43458,female,22.4,28,30,0,0,0,0,0,0
43475,male,44.1,30,24,0,0,1,0,0,0
43477,male,29.2,22,22,0,0,1,1,0,0
43505,male,21.6,30,45,0,2,0,0,0,0
43506,male,20.4,25,30,1,0,1,0,0,0
43507,female,23.3,24,22,0,0,0,1,0,0
43539,,,37,40,2,1,0,0,0,0
43540,male,35.9,19,20,0,0,1,3,0,0
43574,male,20.2,30,32,1,0,1,0,0,0
43581,male,35.0,30,35,0,1,0,0,0,0
43586,female,53.5,28,28,0,0,1,2,0,0
43599,male,36.4,40,40,1,3,0,0,0,0
43603,male,29.8,19,27,0,0,1,1,0,0
43635,male,21.2,31,28,0,1,0,0,0,0
43640,female,22.9,18,18,0,0,1,0,0,0
43642,male,30.4,23,26,0,1,1,0,0,0
43655,female,17.9,18,20,0,0,2,0,0,0
43677,male,26.7,32,36,1,1,0,1,0,0
43689,male,21.8,33,29,1,0,0,0,0,0
43692,male,28.9,19,24,0,0,2,1,0,0
43699,female,42.0,25,38,0,0,2,1,0,0
43733,male,29.9,27,34,0,0,1,0,0,0
43737,male,27.4,26,34,0,0,2,0,0,0
43740,male,27.1,21,22,0,0,1,2,0,0
43746,male,35.8,22,21,0,0,0,1,0,0
43748,male,20.5,30,33,0,0,1,1,0,0
43760,male,25.3,25,25,1,0,1,0,0,0
43779,male,37.1,25,27,0,0,1,0,0,0
43785,male,26.6,40,37,0,0,0,0,0,0
43791,male,22.8,26,24,0,0,1,3,0,0
43794,male,35.4,35,37,1,0,0,0,0,0
43805,female,26.5,32,39,1,0,0,0,0,0
43813,male,25.7,29,29,1,0,1,1,0,0
43831,male,26.4,34,37,0,0,1,0,0,0
43834,male,26.8,33,29,0,0,1,0,0,0
43850,female,22.6,29,32,1,0,0,0,0,0
43872,male,32.8,27,26,0,0,1,0,0,0
43884,female,26.5,20,21,0,0,2,0,0,0
43895,male,26.0,26,30,0,1,1,1,0,0
43904,male,24.2,26,26,1,3,1,3,0,0
43909,male,25.2,28,30,0,0,0,2,0,0
43930,male,20.5,36,34,0,0,0,0,1,0
43933,female,35.6,29,31,1,1,0,0,0,0
43956,female,20.8,19,23,0,0,1,0,0,0
43986,male,22.1,30,33,1,0,1,0,0,0
43995,male,32.2,24,17,0,0,1,3,0,0
43997,female,27.5,29,31,0,0,1,0,0,0
44021,male,22.1,32,28,0,0,1,0,0,0
44037,female,20.2,36,47,1,2,0,0,0,0
44081,female,22.6,24,26,3,0,0,0,0,0
44094,female,24.7,30,30,0,1,1,0,0,0
44107,male,46.8,23,25,0,0,1,0,0,0
44121,male,25.9,27,27,0,0,0,1,0,0
44130,male,24.0,29,29,0,0,1,1,0,0
44145,male,33.0,16,16,0,0,2,6,0,0
44157,male,23.3,29,29,0,0,1,0,1,0
44162,male,21.2,22,27,0,0,1,0,0,0
44164,male,22.2,28,32,0,1,0,0,0,0
44165,female,42.7,26,34,1,0,1,2,0,0
44168,male,20.8,31,34,1,0,0,0,0,0
44185,male,28.6,24,25,1,0,1,1,0,0
44187,female,24.2,32,30,0,0,0,1,0,0
44214,male,19.3,27,29,0,2,1,2,0,0
44223,male,25.5,23,32,1,0,0,1,0,0
44312,male,17.9,36,40,1,0,0,0,0,0
44341,male,36.5,26,29,0,0,0,2,0,0
44358,male,23.1,27,28,1,0,0,0,0,0
44365,female,42.4,,,,,,,,
44366,male,19.5,25,22,0,0,0,0,0,0
44372,male,21.6,30,32,0,0,1,0,0,0
44423,male,23.1,28,28,0,0,1,0,0,0
44430,male,22.3,36,36,0,0,1,0,0,0
44437,female,13.6,23,25,0,1,0,1,0,0
44450,male,23.0,23,24,0,0,0,1,0,0
44451,male,25.4,33,,0,1,1,2,0,0
44469,male,43.2,33,,21,0,0,1,0,0
44472,male,43.1,26,31,1,0,1,2,0,0
44483,male,18.1,25,29,0,0,1,1,0,0
44491,male,23.7,30,38,0,0,0,0,0,0
44502,female,26.7,32,40,1,0,0,1,0,0
44509,female,22.7,26,23,1,0,2,5,0,0
44517,male,25.3,24,24,0,0,1,1,0,0
44531,male,33.8,32,30,1,1,1,0,0,0
44532,male,17.4,30,39,0,0,0,0,0,0
44589,male,36.5,43,38,1,0,2,1,0,0
44615,male,39.8,24,28,1,0,0,0,0,0
44628,male,19.9,35,40,2,0,0,1,0,0
44637,male,25.1,28,29,0,0,1,0,0,0
44649,male,21.2,32,33,1,1,0,0,0,0
44650,male,42.4,27,30,1,2,0,0,0,0
44715,male,44.8,24,26,1,0,1,0,0,0
44720,male,30.3,25,26,0,0,1,1,0,0
44751,male,20.3,17,20,0,0,0,2,0,0
44756,male,28.8,28,28,1,0,0,1,0,0
44772,female,19.9,20,22,0,0,2,3,0,0
44812,female,24.3,27,28,0,0,0,0,0,0
44822,male,32.6,22,22,0,0,0,1,0,0
44857,male,26.9,24,29,0,0,0,1,0,0
44860,female,18.2,30,36,1,0,0,0,0,0
44870,male,41.8,30,34,0,0,0,2,0,0
44881,male,42.2,23,27,0,0,1,1,0,0
44887,male,39.2,20,20,0,0,1,2,0,0
44898,male,20.0,30,31,0,0,0,0,0,0
44900,male,23.6,26,30,0,0,1,1,0,0
44904,female,34.4,34,33,2,2,0,0,0,0
44905,female,37.1,25,26,0,0,0,0,0,0
44916,male,22.6,34,36,0,0,0,1,0,0
44917,male,33.2,30,30,0,1,0,0,0,0
44921,female,19.5,26,27,0,2,0,0,0,0
44932,male,25.5,39,37,2,0,0,0,0,0
44933,male,20.2,30,35,0,0,1,0,0,0
44946,male,21.9,26,28,0,0,0,1,0,0
44953,male,24.3,30,30,0,0,0,1,0,0
44954,male,28.3,21,38,0,0,0,0,0,0
44967,female,22.9,27,33,1,0,0,0,0,0
44968,male,18.8,30,29,0,1,0,1,0,0
44984,male,17.3,,,0,0,0,1,0,0
45001,male,19.7,19,19,0,0,1,0,0,0
45030,male,20.2,31,32,0,0,1,1,0,0
45069,male,25.3,29,35,0,0,0,1,0,0
45084,male,18.2,34,38,0,0,0,0,0,0
45085,female,19.8,34,38,2,3,1,0,0,0
45092,female,40.5,21,23,0,0,1,4,0,0
45093,male,33.8,25,32,0,0,0,2,0,2
45102,male,21.4,25,24,0,0,4,1,0,0
45112,male,29.3,26,31,0,0,2,0,0,0
45124,male,23.7,20,22,0,1,4,1,0,0
45169,male,29.5,35,36,0,0,0,0,0,0
45173,male,30.5,20,25,0,2,0,1,0,1
45174,male,27.4,28,27,1,1,0,0,0,0
45193,female,20.7,26,24,1,0,0,1,0,0
45202,female,17.7,25,28,0,0,0,1,0,0
45217,female,21.9,26,29,0,0,1,0,0,0
45224,male,39.6,27,31,0,0,1,0,0,0
45229,male,21.2,35,38,0,2,0,0,0,0
45247,female,21.2,20,20,0,0,2,2,0,0
45248,female,50.6,28,29,0,0,0,0,0,0
45272,male,23.3,29,31,0,1,0,0,0,0
45274,female,54.8,22,23,0,1,3,1,0,0
45276,female,38.3,33,34,0,0,0,0,0,0
45282,male,19.2,27,28,1,1,1,1,0,0
45299,male,23.9,25,26,0,0,0,1,0,0
45305,male,19.9,28,29,0,0,1,2,0,0
45309,female,30.8,29,31,0,0,0,0,0,0
45310,male,18.0,41,47,4,0,0,0,0,0
45344,male,32.6,25,27,0,0,1,0,0,0
45359,male,22.2,28,31,0,2,0,0,0,0
45370,female,21.8,33,35,2,0,1,1,0,0
45415,male,39.7,28,36,1,1,2,0,0,0
45437,male,30.1,24,21,0,0,0,1,0,0
45488,female,16.1,33,30,2,0,0,0,0,0
45491,female,27.1,33,33,1,0,0,0,0,0
45496,male,28.2,27,35,0,0,1,0,0,0
45501,male,18.7,24,26,0,0,0,2,0,0
45511,male,25.1,30,29,0,0,1,0,0,0
45525,female,31.9,34,39,1,1,0,0,0,0
45531,male,46.6,20,22,0,0,1,1,0,0
45533,female,16.4,34,32,1,1,0,0,0,0
45536,male,29.0,24,25,1,0,1,0,0,0
45540,male,22.6,28,30,0,2,0,1,0,0
45549,male,23.6,23,25,0,0,1,0,0,0
45555,female,29.2,26,27,0,0,2,0,0,0
45564,female,23.6,20,32,0,0,2,1,0,0
45589,female,18.5,23,32,1,0,0,1,0,0
45593,male,17.0,32,33,0,1,0,0,0,0
45595,male,15.0,33,28,0,0,0,1,0,0
45596,male,22.4,27,27,0,0,1,3,0,0
45604,male,21.8,34,33,0,1,0,0,0,0
45613,male,28.4,36,31,1,2,1,1,0,0
45619,male,34.8,27,30,0,0,0,0,0,0
45644,female,35.7,21,19,1,1,0,0,0,0
45659,male,20.9,40,38,1,0,0,0,0,0
45668,male,29.0,27,32,0,0,0,0,0,0
45671,male,33.1,23,25,0,0,1,1,0,0
45679,male,27.6,41,34,2,2,0,0,0,0
45693,female,15.3,26,29,0,0,0,0,0,0
45697,male,21.9,33,32,0,0,1,0,0,0
45701,female,17.9,28,34,0,0,2,1,0,0
45717,female,53.9,30,33,1,1,5,0,0,0
45718,male,27.0,26,35,0,0,1,1,0,0
45728,male,48.6,33,28,0,3,1,0,0,0
45739,female,35.0,31,35,0,2,1,1,0,0
45742,male,17.0,28,27,0,0,0,2,0,0
45756,female,21.6,31,28,1,0,0,0,0,0
45769,female,23.7,29,25,0,0,1,1,0,0
45770,female,17.7,27,29,3,1,0,0,0,0
45777,male,38.8,22,25,0,0,1,0,0,0
45788,male,26.0,23,27,4,0,4,0,0,0
45809,male,42.4,17,18,0,0,2,0,0,0
45816,male,28.1,24,24,0,0,0,2,,0
45821,female,37.2,25,27,2,1,0,0,0,0
45826,female,26.7,24,29,0,0,2,1,0,0
45832,male,19.0,35,31,0,0,0,0,0,0
45839,female,18.6,28,29,0,0,1,1,0,0
45840,male,21.1,27,26,0,0,1,1,0,0
45853,male,18.0,42,47,1,3,0,0,0,0
45857,male,22.7,24,26,0,0,0,0,0,0
45862,female,19.7,24,33,0,0,2,0,2,0
45863,female,18.2,31,38,1,1,2,1,,
45864,female,18.0,25,35,0,0,2,0,0,0
45865,female,18.5,24,40,0,0,0,0,0,0
45867,female,23.0,30,27,0,0,1,0,0,0
45870,female,29.5,36,31,0,1,0,0,0,0
45873,female,18.0,34,34,2,0,0,0,0,0
45874,female,17.8,34,34,1,0,0,0,0,0
45877,female,18.4,30,44,1,1,1,0,0,0
45886,male,7.9,30,31,0,0,0,1,0,0
45889,male,30.2,21,21,1,0,0,0,0,0
45892,male,39.9,38,49,0,2,0,0,0,0
45909,female,18.2,22,29,0,0,1,0,0,1
45910,female,19.7,25,29,1,0,0,1,0,0
45913,female,19.6,30,33,1,1,0,0,0,0
45914,female,17.8,34,30,1,0,0,0,0,0
45928,male,32.8,27,27,0,1,0,0,0,0
45935,male,31.4,35,47,1,0,0,0,0,0
45972,male,20.0,33,33,0,0,2,0,0,0
45973,male,25.1,41,36,0,0,0,0,0,0
45978,male,25.9,21,27,1,0,0,0,0,0
45980,male,21.7,40,42,0,0,0,0,0,0
45984,male,21.5,39,43,0,2,0,0,0,0
45988,male,16.5,30,31,0,1,0,1,0,0
45996,female,17.7,30,31,0,1,0,1,0,0
46000,female,32.2,22,22,0,0,0,0,0,0
46017,female,43.2,32,44,0,0,0,0,0,0
46024,male,40.4,23,24,0,0,1,1,0,0
46032,female,54.0,33,34,0,0,0,0,0,0
46042,male,25.9,25,24,0,0,1,0,0,0
46043,male,24.9,41,42,2,1,0,0,0,0
46047,female,25.9,30,30,0,0,0,1,0,0
46052,female,30.2,22,24,0,0,0,0,0,0
46061,male,18.8,34,34,1,0,0,0,0,0
46068,male,24.1,38,34,0,1,0,0,0,0
46117,female,19.0,28,31,0,0,0,0,0,0
46118,female,18.0,26,27,0,0,0,1,0,0
46132,male,18.6,29,31,1,0,1,0,0,0
46139,female,17.5,26,27,1,0,0,0,0,0
46178,female,26.5,36,36,2,0,0,0,0,0
46188,female,17.6,27,26,2,0,0,1,0,0
46189,female,26.1,22,23,0,0,1,1,0,0
46201,female,17.7,38,33,1,0,0,0,0,0
46228,male,21.0,31,35,1,0,0,0,0,0
46231,male,23.5,22,21,2,1,2,0,0,0
46239,female,26.4,24,33,0,0,0,2,0,0
46271,male,21.7,25,25,0,0,1,1,0,0
46281,female,22.2,26,26,1,1,1,1,0,0
46295,female,25.4,21,21,0,1,0,0,0,0
46306,female,44.9,27,36,0,0,0,2,0,0
46349,male,24.9,18,20,0,0,2,2,0,0
46355,female,37.1,21,25,0,0,0,1,0,0
46366,male,32.8,35,47,0,2,0,0,0,0
46378,male,21.4,41,43,0,3,0,1,0,0
46380,female,18.0,36,42,0,0,0,0,0,0
46385,female,19.0,24,31,0,0,0,1,0,0
46400,female,14.6,30,36,0,0,0,1,0,0
46401,male,16.8,36,38,0,0,0,2,0,2
46404,male,17.9,24,27,0,1,1,1,0,0
46425,male,21.0,25,26,0,0,1,2,0,0
46426,female,21.0,20,28,1,1,1,6,0,0
46434,male,25.6,35,30,0,0,0,0,0,0
46437,male,17.8,26,27,0,1,0,1,0,0
46450,female,36.9,19,20,0,0,2,0,0,0
46473,male,25.8,19,21,0,0,2,0,0,0
46516,female,22.6,26,24,0,0,1,0,0,0
46532,male,21.6,28,35,1,0,0,0,0,0
46541,male,23.4,35,37,0,0,0,1,0,0
46555,male,26.2,30,30,0,0,0,1,0,0
46556,,,27,28,0,0,0,0,0,0
46573,female,50.5,35,43,2,2,0,0,0,0
46577,male,19.6,25,23,0,0,0,0,0,0
46580,female,25.1,26,28,0,1,0,0,0,0
46583,male,54.7,27,26,1,0,0,0,0,0
46588,female,17.5,30,31,0,1,0,0,0,0
46589,female,19.3,23,26,0,1,1,2,0,0
46590,female,18.3,30,34,0,1,0,0,0,0
46591,female,18.3,26,38,0,1,0,0,0,0
46597,female,17.7,25,26,1,0,1,0,0,0
46598,female,18.0,29,29,0,2,0,0,0,0
46599,male,19.0,25,25,0,0,1,0,0,0
46604,female,22.0,28,30,0,1,0,0,0,0
46605,female,18.5,28,28,0,0,2,0,0,0
46610,female,19.8,34,34,0,0,0,1,0,0
46621,female,19.4,21,29,0,0,0,1,0,0
46622,female,18.4,30,30,0,1,0,0,0,0
46623,female,19.3,38,29,1,0,0,0,0,0
46645,male,45.2,23,30,0,1,0,1,0,0
46647,male,46.8,31,30,0,1,0,0,0,0
46659,female,34.7,32,30,0,0,1,0,0,0
46666,female,22.8,16,17,0,0,0,0,0,0
46682,female,19.9,29,33,2,1,1,0,0,0
46700,female,20.6,31,30,0,1,0,0,0,0
46704,male,23.0,29,25,0,0,0,1,0,0
46707,female,30.7,30,40,0,0,0,0,0,0
46711,female,17.9,29,29,0,1,1,0,0,0
46720,male,22.1,34,40,1,0,0,0,0,0
46727,female,21.0,34,33,1,1,0,0,0,0
46731,female,16.2,29,29,1,1,1,1,0,0
46736,male,18.6,27,28,0,0,0,0,0,0
46740,female,19.3,31,31,2,0,0,0,0,0
46741,female,17.8,24,27,0,0,1,0,0,0
46752,male,16.3,26,30,0,0,0,0,0,0
46805,female,20.0,22,42,2,1,2,0,0,0
46811,female,53.4,22,27,0,0,2,1,0,0
46815,male,19.6,27,33,0,0,0,0,0,0
46826,male,20.2,28,30,1,0,1,0,0,0
46828,male,18.0,23,28,0,0,0,1,0,0
46829,female,18.8,30,32,0,0,1,0,0,0
46843,male,9.6,26,27,0,0,1,0,0,0
46844,male,18.2,32,31,1,0,0,0,0,0
46845,male,18.7,30,33,0,1,0,0,0,0
46846,female,24.6,30,26,0,0,1,0,0,0
46848,male,29.8,29,32,0,1,0,1,0,0
46849,female,17.7,30,37,0,1,0,0,0,0
46854,female,18.4,26,25,0,0,1,0,0,0
46855,female,18.4,22,22,0,0,1,1,0,0
46856,male,17.8,24,27,0,0,0,1,0,0
46857,male,34.7,34,33,0,2,0,0,0,0
46864,male,19.3,35,36,2,0,0,0,0,0
46865,male,18.7,20,30,0,0,1,0,0,0
46880,female,19.2,22,25,0,0,1,1,0,0
46885,male,45.1,38,35,3,1,0,0,0,0
46897,female,19.9,21,23,0,0,0,0,0,0
46913,male,23.4,53,60,0,0,4,1,0,0
46914,female,24.5,23,30,0,0,0,0,0,0
46915,female,21.7,39,47,0,0,0,0,0,0
46923,female,18.5,39,31,0,3,0,0,0,0
46933,male,49.4,21,23,0,0,1,3,0,0
46935,male,26.0,22,23,0,0,0,1,0,0
46940,female,26.5,39,39,2,1,0,0,0,0
46941,female,20.1,29,31,1,0,0,0,0,0
46948,female,23.7,32,33,0,2,0,0,0,0
46951,female,20.6,35,37,3,0,1,0,0,0
46964,female,20.0,22,21,0,0,0,2,0,0
46966,male,18.9,32,42,0,0,0,1,0,0
46967,male,18.5,31,28,0,1,0,0,0,0
46968,female,21.7,35,40,0,1,0,0,0,0
46969,female,29.5,23,35,0,0,1,3,0,0
46979,female,18.5,23,24,0,0,1,1,0,0
46980,female,18.5,24,24,1,0,0,0,0,0
46981,male,20.7,22,20,0,0,0,1,0,0
46982,female,18.1,25,25,1,2,0,0,0,0
46993,male,17.9,24,33,1,1,0,0,0,0
46994,female,19.2,33,32,1,0,0,0,0,0
46995,male,18.8,25,28,0,0,1,0,0,0
46996,female,18.6,30,30,1,0,0,0,0,1
47004,male,26.3,30,32,1,1,0,0,0,0
47007,male,18.3,28,32,0,0,0,2,0,0
47011,female,21.1,34,32,3,1,1,2,0,0
47012,female,19.2,21,26,0,0,1,1,0,0
47013,female,18.4,32,35,0,1,1,0,0,0
47021,female,18.3,20,22,0,0,1,1,0,0
47028,female,17.5,27,38,2,0,1,0,0,0
47048,female,21.5,28,28,0,0,1,0,0,0
47054,female,18.9,21,27,0,0,1,0,0,0
47058,female,16.8,26,27,0,1,0,3,0,0
47086,male,15.7,25,28,0,0,1,0,0,0
47149,female,19.4,21,18,0,0,1,0,0,0
47162,female,18.6,19,20,0,0,2,1,0,0
47182,female,34.8,30,32,2,0,0,0,0,0
47192,female,21.3,33,36,1,0,0,1,0,0
47200,female,19.9,23,23,0,0,1,0,0,0
47212,female,31.6,27,32,1,2,0,0,0,0
47247,female,36.4,26,25,0,0,0,0,0,0
47269,female,17.1,23,28,0,0,1,1,0,0
47271,female,19.5,36,30,1,0,0,0,1,0
47288,female,25.1,25,27,0,1,0,0,0,0
47296,male,25.9,27,27,0,0,0,0,0,0
47308,female,21.3,25,31,0,0,1,1,0,0
47326,female,15.7,19,21,0,0,1,0,0,0
47334,female,26.8,22,26,0,0,3,0,0,0
47349,female,28.9,27,31,0,0,0,1,0,0
47366,female,18.7,28,24,0,0,0,0,0,1
47369,female,18.8,32,26,0,1,0,1,0,0
47397,female,19.0,19,25,0,0,1,0,0,0
47405,female,18.9,36,42,4,0,0,1,0,0
47408,female,22.9,38,46,0,0,0,0,0,0
47411,male,43.5,25,29,1,2,2,0,0,0
47417,male,37.4,31,39,0,1,0,0,0,0
47446,female,24.7,27,34,0,0,0,0,0,0
47450,female,20.5,38,42,1,2,0,0,0,0
47471,female,22.3,22,23,0,0,0,1,0,0
47475,male,16.6,25,25,0,0,0,1,0,0
47554,female,16.5,27,30,0,0,1,0,0,0
47577,male,33.4,31,31,1,0,0,0,0,0
47583,female,21.1,27,33,0,0,0,1,0,0
47597,female,25.6,24,25,0,0,0,0,0,0
47599,female,24.4,29,27,0,0,1,0,0,0
47600,male,26.2,20,22,0,0,0,1,0,0
47606,female,18.4,29,21,1,0,1,1,0,0
47612,female,15.9,29,30,0,0,0,0,0,0
47619,male,16.1,27,35,0,0,0,1,0,0
47630,male,22.2,19,21,0,0,0,0,0,0
47652,female,18.3,25,25,0,0,1,1,0,0
47663,male,21.5,25,30,0,0,2,1,0,0
47667,female,22.3,31,33,0,0,0,2,0,0
47677,male,20.3,17,26,,1,,2,,
47678,male,29.7,23,29,0,0,0,0,0,0
47686,female,17.7,25,28,0,0,0,1,0,0
47689,female,27.0,18,23,0,0,0,0,0,0
47710,female,35.7,24,24,1,0,0,1,0,0
47712,female,25.2,35,42,0,2,0,0,0,0
47715,female,18.8,37,38,0,2,0,0,0,0
47723,female,15.7,26,28,0,1,0,0,0,0
47724,female,16.3,24,24,1,0,1,1,0,0
47727,female,20.2,33,33,0,0,1,0,0,0
47748,female,20.9,22,34,0,1,0,0,0,0
47759,male,20.4,33,31,1,0,1,0,0,0
47760,female,32.3,18,19,0,0,0,0,0,0
47761,female,42.4,42,42,1,1,0,0,0,0
47762,female,22.3,25,28,0,1,0,0,0,0
47763,female,20.6,28,31,1,0,0,0,0,0
47771,male,19.6,30,32,1,1,1,0,1,0
47812,female,18.7,28,26,0,1,0,0,0,0
47827,female,28.6,27,27,0,1,0,0,0,0
47835,female,17.8,23,26,1,0,1,1,0,0
47843,male,16.3,25,27,0,0,0,2,0,0
47847,female,20.2,17,17,0,0,0,0,0,0
47860,female,37.2,21,24,0,1,0,0,0,0
47861,female,35.5,28,29,0,0,0,0,0,0
47867,female,22.2,20,24,0,0,1,1,0,0
47879,female,26.6,30,30,0,0,2,0,0,0
47887,female,36.0,31,32,1,1,0,0,0,0
47896,female,46.7,19,21,0,0,3,0,0,0
47912,female,39.0,35,44,2,1,0,0,0,0
47918,female,18.2,23,25,1,0,1,1,0,0
47938,female,18.7,35,36,0,1,0,0,0,0
47943,female,18.4,31,31,1,1,0,1,0,0
47948,female,22.9,31,33,0,0,1,0,0,0
