user_id,sex,age,id,starttime,endtime,Q01,Q02,Q03R,Q04R,Q05R,Q06,Q07R,Q08,Q09,Q10,Q11R,Q12,Q13,Q14,Q15,Q16,Q17R,Q18,Q19,Q20,Q21,Q22
188704,female,55,1246,2008-12-31T18:28:03Z,2008-12-31T18:31:16Z,strongly agree,strongly agree,slightly agree,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,NA,strongly agree,strongly agree
188738,male,40.7,1247,2009-01-01T01:07:57Z,2009-01-01T01:12:05Z,strongly agree,slightly agree,strongly agree,strongly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree
188737,female,20.8,1249,2009-01-01T02:22:58Z,2009-01-01T02:24:42Z,strongly disagree,slightly agree,strongly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly disagree,strongly agree,slightly disagree,strongly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly agree
188750,female,27.2,1250,2009-01-01T03:19:16Z,2009-01-01T03:21:38Z,slightly agree,slightly agree,strongly agree,slightly agree,strongly disagree,slightly agree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree
188754,female,40.1,1251,2009-01-01T04:16:23Z,2009-01-01T04:18:25Z,strongly agree,slightly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree
188762,female,15.8,1252,2009-01-01T05:50:33Z,2009-01-01T05:54:55Z,strongly agree,strongly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree
188783,female,18.3,1253,2009-01-01T11:03:20Z,2009-01-01T11:05:24Z,slightly agree,strongly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree
188813,female,31.5,1254,2009-01-01T19:25:45Z,2009-01-01T19:28:44Z,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree
188803,male,15.5,1255,2009-01-01T21:37:31Z,2009-01-01T21:41:48Z,strongly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,strongly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly disagree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree
188911,female,18.9,1256,2009-01-02T06:28:07Z,2009-01-02T06:30:42Z,slightly agree,slightly agree,strongly agree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree
188927,female,18.2,1257,2009-01-02T08:25:29Z,2009-01-02T08:27:30Z,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree
188954,female,18,1258,2009-01-02T14:49:20Z,2009-01-02T14:54:50Z,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,strongly agree
189019,female,19.2,1259,2009-01-02T21:39:17Z,2009-01-02T21:40:57Z,strongly agree,slightly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,slightly agree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly disagree,slightly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree
189031,female,18.8,1260,2009-01-02T22:11:37Z,2009-01-02T22:13:13Z,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree
189075,female,16.2,1261,2009-01-03T04:09:48Z,2009-01-03T04:11:50Z,strongly agree,strongly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,strongly agree
189099,female,16.2,1262,2009-01-03T09:05:15Z,2009-01-03T09:07:10Z,strongly agree,slightly agree,strongly agree,slightly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree
189179,female,18.4,1263,2009-01-03T23:26:11Z,2009-01-03T23:28:36Z,strongly agree,strongly agree,slightly disagree,strongly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree
189190,female,23.8,1264,2009-01-04T00:22:35Z,2009-01-04T00:23:54Z,strongly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,strongly agree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree
189226,female,19.1,1265,2009-01-04T08:49:48Z,2009-01-04T08:51:57Z,strongly agree,strongly agree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,slightly agree,strongly agree,slightly agree,slightly agree,strongly agree
189268,male,20.4,1266,2009-01-04T17:18:26Z,2009-01-04T17:21:14Z,slightly disagree,slightly disagree,slightly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree
189287,female,19.6,1267,2009-01-04T22:49:58Z,2009-01-04T22:55:54Z,strongly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
189370,male,23.3,1268,2009-01-05T16:26:23Z,2009-01-05T16:29:06Z,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly disagree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree
187354,female,23.5,1269,2009-01-05T19:33:45Z,2009-01-05T19:36:15Z,strongly agree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,slightly agree,slightly agree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree
189407,male,22.9,1270,2009-01-05T20:57:57Z,2009-01-05T21:00:59Z,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree
189426,female,38.5,1271,2009-01-06T00:05:00Z,2009-01-06T00:07:09Z,strongly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree
161654,male,55,1272,2009-01-06T01:15:34Z,2009-01-06T01:18:16Z,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree
189471,female,27.7,1273,2009-01-06T09:26:08Z,2009-01-06T09:31:54Z,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree
189535,female,23.3,1274,2009-01-06T21:47:11Z,2009-01-06T21:48:34Z,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree
189551,female,19.7,1275,2009-01-07T01:01:45Z,2009-01-07T01:06:25Z,strongly agree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree
189560,male,18.1,1276,2009-01-07T02:14:36Z,2009-01-07T02:18:08Z,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree
189565,female,19.6,1277,2009-01-07T02:48:07Z,2009-01-07T02:51:44Z,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree
189568,female,36.6,1278,2009-01-07T02:58:17Z,2009-01-07T03:00:56Z,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly agree,slightly agree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly agree,strongly disagree
189589,female,54.5,1279,2009-01-07T06:12:04Z,2009-01-07T06:13:53Z,strongly agree,strongly agree,strongly disagree,strongly disagree,slightly agree,slightly agree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree
189670,female,18.7,1280,2009-01-07T19:50:41Z,2009-01-07T19:54:08Z,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,strongly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree
189658,male,22.5,1281,2009-01-07T21:15:28Z,2009-01-07T21:18:04Z,slightly agree,strongly disagree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree
189720,female,16.5,1282,2009-01-08T02:15:54Z,2009-01-08T02:17:29Z,slightly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree
189760,male,17.2,1283,2009-01-08T13:27:53Z,2009-01-08T13:30:30Z,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly disagree,strongly agree,strongly disagree,strongly agree
189760,male,17.2,1284,2009-01-08T13:27:53Z,2009-01-08T13:30:35Z,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly disagree,strongly agree,strongly disagree,strongly agree
189836,female,29.8,1285,2009-01-09T02:01:25Z,2009-01-09T02:03:29Z,strongly agree,strongly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree
176056,female,20.8,1286,2009-01-09T11:13:55Z,2009-01-09T11:17:42Z,strongly agree,strongly agree,slightly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly agree,strongly agree
189939,female,14.7,1287,2009-01-09T21:01:19Z,2009-01-09T21:03:03Z,strongly agree,slightly disagree,slightly disagree,slightly disagree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree
189876,male,16.4,1288,2009-01-09T21:55:00Z,2009-01-09T22:00:44Z,strongly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree
189876,male,16.4,1289,2009-01-09T21:55:00Z,2009-01-09T22:00:48Z,strongly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree
189969,female,56.3,1290,2009-01-10T01:41:54Z,2009-01-10T01:43:58Z,strongly agree,slightly agree,strongly disagree,strongly agree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,strongly disagree
189991,male,18.1,1291,2009-01-10T05:47:31Z,2009-01-10T05:50:14Z,strongly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly agree,slightly agree,strongly agree,slightly disagree
190004,female,19.3,1292,2009-01-10T08:43:02Z,2009-01-10T08:44:58Z,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly agree,strongly disagree,strongly agree
87874,male,22.1,1293,2009-01-11T05:12:13Z,2009-01-11T05:24:06Z,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree
190028,male,25.9,1294,2009-01-11T18:34:41Z,2009-01-11T18:37:48Z,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree
190189,female,22.5,1295,2009-01-11T20:40:19Z,2009-01-11T20:42:55Z,slightly agree,strongly agree,slightly disagree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree
190214,female,17.3,1296,2009-01-11T22:53:54Z,2009-01-11T22:55:33Z,strongly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree
190228,female,19.8,1297,2009-01-12T00:32:59Z,2009-01-12T00:35:20Z,strongly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree
190253,female,21.7,1298,2009-01-12T05:07:26Z,2009-01-12T05:10:55Z,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree
190260,female,20.6,1299,2009-01-12T07:16:09Z,2009-01-12T07:17:59Z,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly agree
190288,male,19.9,1300,2009-01-12T15:27:10Z,2009-01-12T15:30:03Z,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly disagree,strongly agree,slightly disagree,strongly agree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree
190335,female,16.5,1301,2009-01-12T21:36:33Z,2009-01-12T21:39:15Z,slightly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,strongly agree,strongly disagree,slightly agree,slightly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree
190341,female,21.7,1302,2009-01-13T01:30:26Z,2009-01-13T01:32:27Z,strongly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,strongly disagree
190371,female,19.5,1303,2009-01-13T02:46:03Z,2009-01-13T02:47:56Z,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly agree,strongly agree,strongly disagree,slightly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly agree,slightly agree
190462,female,20,1304,2009-01-13T19:26:14Z,2009-01-13T19:28:06Z,strongly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly agree,slightly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly agree,strongly disagree,strongly agree,strongly agree,slightly agree,slightly disagree,slightly agree
190506,female,66.9,1305,2009-01-14T01:30:34Z,2009-01-14T01:32:25Z,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly disagree,strongly agree,slightly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree
190435,female,19.8,1306,2009-01-14T13:39:44Z,2009-01-14T13:41:27Z,strongly agree,strongly agree,strongly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree
190585,female,19.2,1307,2009-01-14T14:54:49Z,2009-01-14T14:57:07Z,strongly agree,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly agree,strongly agree
190590,male,30.4,1308,2009-01-14T16:20:05Z,2009-01-14T16:22:26Z,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree
190611,female,23.4,1309,2009-01-14T18:09:47Z,2009-01-14T18:11:15Z,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly agree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree
190637,female,23.9,1310,2009-01-14T21:18:21Z,2009-01-14T21:19:41Z,strongly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree,slightly agree,strongly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree
190690,male,35.9,1311,2009-01-15T03:40:23Z,2009-01-15T03:43:13Z,slightly agree,slightly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,strongly disagree,slightly disagree,strongly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree
190720,female,23.4,1312,2009-01-15T08:43:39Z,2009-01-15T08:46:29Z,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree
53866,female,18.6,1313,2009-01-16T01:37:24Z,2009-01-16T01:39:09Z,strongly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree
190869,female,22.1,1314,2009-01-16T04:45:10Z,2009-01-16T04:47:31Z,slightly agree,slightly agree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree
190881,male,19,1315,2009-01-16T05:38:50Z,2009-01-16T05:40:49Z,slightly agree,strongly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly disagree
190887,female,27.5,1316,2009-01-16T06:40:11Z,2009-01-16T06:42:00Z,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree
190894,female,26,1317,2009-01-16T07:50:39Z,2009-01-16T07:52:29Z,slightly agree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree
33329,female,40.5,1318,2009-01-16T08:10:55Z,2009-01-16T08:12:28Z,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree
190908,male,31.5,1319,2009-01-16T12:17:32Z,2009-01-16T12:19:21Z,strongly agree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree
190937,male,31.7,1320,2009-01-16T16:29:31Z,2009-01-16T16:33:05Z,strongly agree,strongly agree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree
191013,male,16.8,1321,2009-01-16T22:43:41Z,2009-01-16T22:44:20Z,strongly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree
191031,female,22.7,1322,2009-01-17T00:33:59Z,2009-01-17T00:38:08Z,strongly agree,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,slightly agree,strongly agree
