user_id,sex,age,id,starttime,endtime,Q01,Q02,Q03R,Q04R,Q05,Q06,Q07R,Q08,Q09R,Q10R,Q11R,Q12R,Q13,Q14,Q15R,Q16,Q17R,Q18,Q19R,Q20R,Q21,Q22,Q23R,Q24,Q25R
108983,male,18.2,108,2008-02-22T11:09:50Z,2008-02-22T11:12:12Z,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,strongly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly disagree,strongly agree,slightly agree,slightly disagree
132429,female,18.6,109,2008-02-22T11:15:20Z,2008-02-22T11:17:42Z,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,strongly agree,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,strongly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree
109010,male,19,110,2008-02-22T11:15:15Z,2008-02-22T11:18:58Z,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly agree,slightly disagree
130579,female,18.9,111,2008-02-22T11:18:10Z,2008-02-22T11:20:28Z,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,slightly agree,slightly agree
106397,female,35.9,112,2008-02-22T11:24:21Z,2008-02-22T11:26:32Z,slightly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly agree,slightly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree
108949,male,19.5,113,2008-02-22T11:33:09Z,2008-02-22T11:35:10Z,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly agree
132434,female,19.2,114,2008-02-22T11:33:22Z,2008-02-22T11:36:33Z,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree
108961,male,27.2,115,2008-02-22T11:40:03Z,2008-02-22T11:40:11Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132432,male,19.1,116,2008-02-22T11:42:50Z,2008-02-22T11:46:11Z,strongly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,slightly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,strongly disagree,slightly agree,strongly disagree
132431,male,18.6,117,2008-02-22T11:45:37Z,2008-02-22T11:48:25Z,strongly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
132436,male,24.1,118,2008-02-22T11:46:31Z,2008-02-22T11:50:54Z,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly disagree,strongly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree
132440,female,20.2,119,2008-02-22T11:47:55Z,2008-02-22T11:51:28Z,strongly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,strongly agree,slightly agree,strongly disagree,slightly agree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly disagree
132442,male,19.9,120,2008-02-22T11:52:37Z,2008-02-22T11:55:57Z,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,slightly disagree
115036,male,19.6,121,2008-02-22T11:56:26Z,2008-02-22T11:58:36Z,strongly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly disagree,strongly agree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree
132437,female,20.9,122,2008-02-22T11:55:38Z,2008-02-22T12:00:11Z,strongly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,strongly agree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree
132472,male,18.2,123,2008-02-22T14:09:42Z,2008-02-22T14:11:25Z,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree
132475,female,20.4,124,2008-02-22T14:11:36Z,2008-02-22T14:14:43Z,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly disagree,strongly agree,strongly agree,slightly agree
132477,female,19.3,125,2008-02-22T14:15:15Z,2008-02-22T14:17:08Z,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree
132470,male,18.8,126,2008-02-22T14:18:17Z,2008-02-22T14:20:17Z,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree
132479,male,18.6,127,2008-02-22T14:19:31Z,2008-02-22T14:22:02Z,strongly agree,slightly disagree,slightly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,slightly agree
107613,female,20.1,128,2008-02-22T14:23:04Z,2008-02-22T14:25:19Z,strongly disagree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly agree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly agree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly agree,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree
132480,female,18.8,129,2008-02-22T14:23:56Z,2008-02-22T14:25:55Z,strongly agree,strongly disagree,strongly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,slightly disagree,strongly agree
132483,female,19.1,130,2008-02-22T14:26:42Z,2008-02-22T14:29:03Z,slightly agree,slightly disagree,strongly agree,strongly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly agree,slightly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly agree
132481,female,18.4,131,2008-02-22T14:26:30Z,2008-02-22T14:30:06Z,slightly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree
132476,male,19.2,132,2008-02-22T14:32:33Z,2008-02-22T14:34:20Z,strongly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree
106660,male,21.7,133,2008-02-22T14:34:47Z,2008-02-22T14:35:27Z,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree
132474,female,19.7,134,2008-02-22T14:42:35Z,2008-02-22T14:44:45Z,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree
132491,female,18.6,135,2008-02-22T14:45:38Z,2008-02-22T14:47:30Z,slightly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly agree
132482,female,18.8,136,2008-02-22T14:49:45Z,2008-02-22T14:52:34Z,slightly agree,strongly disagree,slightly agree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly agree
132473,male,21.6,137,2008-02-22T14:51:22Z,2008-02-22T14:54:19Z,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly agree,strongly disagree,strongly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree
136091,female,18.2,138,2008-03-11T11:12:55Z,2008-03-11T11:15:01Z,strongly agree,strongly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,strongly agree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree
108977,female,18.7,139,2008-03-11T11:11:58Z,2008-03-11T11:16:00Z,slightly agree,strongly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,slightly agree
136099,female,19.7,140,2008-03-11T11:14:12Z,2008-03-11T11:16:19Z,slightly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly agree
136106,female,23.2,141,2008-03-11T11:12:53Z,2008-03-11T11:17:27Z,slightly agree,strongly disagree,strongly agree,strongly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly agree
107273,female,19.4,142,2008-03-11T11:16:00Z,2008-03-11T11:18:41Z,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly disagree,slightly agree,slightly disagree,strongly agree
107272,female,18.3,143,2008-03-11T11:15:41Z,2008-03-11T11:18:44Z,slightly disagree,slightly agree,strongly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree
136096,female,19.3,144,2008-03-11T11:16:01Z,2008-03-11T11:19:03Z,slightly agree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree
107248,female,19.9,145,2008-03-11T11:16:18Z,2008-03-11T11:19:08Z,slightly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,strongly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
136104,female,18.2,146,2008-03-11T11:17:37Z,2008-03-11T11:19:36Z,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,slightly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly agree
106385,female,18.2,147,2008-03-11T11:17:27Z,2008-03-11T11:20:01Z,slightly agree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly disagree,strongly agree
136100,female,19,148,2008-03-11T11:17:23Z,2008-03-11T11:20:37Z,strongly disagree,strongly disagree,strongly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,strongly agree,slightly disagree,strongly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,NA,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree
136090,female,19.5,149,2008-03-11T11:18:40Z,2008-03-11T11:20:38Z,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly agree
108974,female,18.3,150,2008-03-11T11:22:06Z,2008-03-11T11:24:17Z,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree
136097,male,18.1,151,2008-03-11T11:22:33Z,2008-03-11T11:25:13Z,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly disagree
136101,male,21.7,152,2008-03-11T11:25:22Z,2008-03-11T11:28:53Z,strongly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,slightly disagree,strongly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,strongly disagree
71253,male,19.1,153,2008-03-11T11:26:22Z,2008-03-11T11:29:26Z,strongly agree,strongly disagree,slightly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,strongly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly agree,strongly agree,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly agree,strongly agree,strongly agree,slightly agree,slightly disagree
136093,female,18.2,154,2008-03-11T11:27:06Z,2008-03-11T11:29:50Z,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly agree,strongly agree,strongly disagree,slightly disagree,NA,slightly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree
136105,female,22.5,155,2008-03-11T11:27:47Z,2008-03-11T11:30:27Z,slightly agree,strongly disagree,strongly agree,slightly agree,strongly disagree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly disagree,strongly agree
107262,female,18.8,156,2008-03-11T11:29:59Z,2008-03-11T11:31:55Z,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree
136103,female,19.1,157,2008-03-11T11:31:27Z,2008-03-11T11:33:22Z,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly agree,strongly disagree,slightly agree
136087,female,18.6,158,2008-03-11T11:32:02Z,2008-03-11T11:34:46Z,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,strongly disagree,strongly disagree,slightly agree,slightly agree,strongly disagree,slightly agree
106549,female,20,159,2008-03-11T11:32:02Z,2008-03-11T11:35:06Z,slightly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly agree,strongly agree
136095,female,20.7,160,2008-03-11T11:33:45Z,2008-03-11T11:35:30Z,strongly agree,slightly agree,strongly agree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree
136088,female,19.3,161,2008-03-11T11:33:18Z,2008-03-11T11:35:46Z,slightly agree,strongly disagree,strongly agree,slightly disagree,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,slightly disagree,strongly agree
136094,female,19.2,162,2008-03-11T11:34:55Z,2008-03-11T11:36:57Z,strongly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly agree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly agree
107249,female,18.1,163,2008-03-11T11:37:00Z,2008-03-11T11:39:32Z,slightly disagree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,slightly agree,strongly agree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree
136092,female,23.2,164,2008-03-11T11:39:11Z,2008-03-11T11:41:57Z,strongly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly disagree
136089,female,19,165,2008-03-11T11:42:41Z,2008-03-11T11:44:44Z,strongly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree
136102,female,18.5,166,2008-03-11T11:44:58Z,2008-03-11T11:47:37Z,slightly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,strongly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,strongly agree
136266,male,19,167,2008-03-12T10:09:37Z,2008-03-12T10:12:31Z,strongly agree,slightly agree,strongly disagree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree
136258,female,18.7,168,2008-03-12T10:10:57Z,2008-03-12T10:13:11Z,slightly disagree,strongly disagree,strongly agree,slightly disagree,strongly disagree,slightly disagree,strongly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly disagree,slightly agree,slightly disagree,strongly agree
106387,male,20,169,2008-03-12T10:10:04Z,2008-03-12T10:13:22Z,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree
106145,female,20.1,170,2008-03-12T10:12:27Z,2008-03-12T10:15:13Z,slightly agree,strongly agree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree
106380,female,32,171,2008-03-12T10:19:14Z,2008-03-12T10:21:55Z,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136261,female,18.9,172,2008-03-12T10:19:26Z,2008-03-12T10:22:22Z,slightly agree,slightly disagree,strongly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,strongly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly agree,slightly disagree
136256,female,20.7,173,2008-03-12T10:23:31Z,2008-03-12T10:25:46Z,strongly agree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly disagree,strongly agree
136267,female,18.8,174,2008-03-12T10:24:34Z,2008-03-12T10:26:23Z,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree
136259,female,18.3,175,2008-03-12T10:26:10Z,2008-03-12T10:27:43Z,slightly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,NA,strongly agree,strongly disagree,strongly disagree,strongly agree,slightly disagree,strongly agree
