user_id,sex,age,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50
514526,female,,Tristes,Muy grandes,Verdes,Feos,Comunes,Claros,Comunes,Muy grandes lindos,Grandes claros,Celeste,Marron,Chicos,Grandes,Marrones,Lindos,Bonitos,Grandes,Oscuros pequeños,Indios,Redondos ,Oscuros tristes,Chicos,Alargados,Pequeño ,Redomdos,Grandes,Oscuros,Verdes,Comun,Redondos ,Claros,Celestes,Celeste,Feos,Grandes ,Claros,Chicos,Raros,Claros,Celeste,Redondos ,Lindos,Feos,Redondos ,Feos,Muy lindos,Grandes,Redondos y grandes,Celeste,Bonitos
514562,female,2015.6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
514913,female,21.0,asymmetrical,big,droppy eyelids,dark,long,expressive,hooded,asymetrical,"big, elongated","piercing, blue, expressive",big,droopy,angry ,dark,long lashes,spaced,rounded eyelids,narrow,narrow,big,tired,dark,"ethnic, slanted,narrow","small,sad",very rounded,big and hooded,spaced,tired,round,spaced,small,round,sleepy,tired,rounded,"round,bright",narow,asymetrical,small,"spaced, big",small,nordic,narrow,expressive and round,spaced,expressive,big,hooded,expressive,asymetrical
514768,male,15.0,Aloof,Neutral,Eager,Serious,Confident,Enthusiastic,Serious,Hyperarched Eyebrows,Neutral,Serious,Neutral,Bored,Thousand Yard Stare,Judging,Neutral,Judging,Serious,Judging,Neutral,Tired,Judging,Eager,Judging,Bored,Neutral,Serious,Neutral,Judging,Neutral,Tired,Neutral,Neutral,Bad Eyebrows,Judging,Serious,Bored,Judging,Serious,Neutral,Neutral,Neutral,Neutral,Serious,Eager,Neutral,Judging,Serious,Judging,Bored,Neutral
515087,male,41.0,Indifferent brown aloof,Wide round brown,Kind brown droopy,Dark black wonky,Dark wide almond,Blue wide bright,Hazel rounded heavy,Blue mascara shiney,Tired dark crossed,Blue average alert,Small dark almond,Childlike hooded blue,Wide dark alert,Small brown clear,Small rounded brown,Brown Asian wide,Hazel makeup lidded,Dark brown asian,Indian brown intense,Saddened wide blue,Heavy black b,Small dark hispanic,Squinty Indian brown,Small brown close,Small round brown,Starey hard rounded,Dark Asian brown,Hard blue squinty,Round brown starey,Widened brown open,Starey blue wide,Widened blue starey,Blue clear mascara,Pale blue round,Watery blue uneven,Rounded blue mascara,Squinty brown hard,Older brown uneven,Small blue close,Wide blue watery,Small blue mascara,Widened blue  almond,Small brown spiteful,Indian brown rounded,Dark widened brown,Hazel almond mascara,Dark kohl sad,Blue alert clear,Squinty blue small,Hazel almond makeup
515124,female,2015.6,c,x,dñs,x,big ,c,s,x,yellow,s,a,s,horrors,x,eyes,china,x,x,x,c,x,v,x,blondie,s,k,asian,x,v,x,x,teen,v,x,x,x,x,a,a,nose,x,x,black,x,s,k,x,grand,x,v
515253,female,15.9,fed up,hello,happy,tired,neutral,sympathetic,neutral,wtf eyes,angry,happy,angry,sad,unhappy,normal,neutral,angry,make-up,neutral,angry,neutral,angry,kind,angry,biiiiitch,deer,angry,pleasant,tired,upset,angry,normal,neutral,small,neutral,short tempered,reproach,angry,fed up,worried,bug,tired,seductive,superior,kind,fed up,angry,angry,angry,seductive,normal
515415,male,18.6,tired,bold thin wide,Asymmetrical thick eyeliner,tired,worn,makeup,awkward,wide ,messy,bold harsh,odd,tired asymmetrical brown,old wide,surprised,wide,angled,makeup narcissistic,oily disfigured,wise,alien,annoyed,fat,tired pouty,small,lopsided,bold,dark,squinting,young chubby,tired,bored,tired,perfect,pale,old asymmetrical,loose,tired confident,unsure,sad,meth,close,russian,confident stubborn,wonky,sunken tired,asymmetrical,bold smudged,old,tired,bulging
515420,female,17.4,spooky,buggy,spooky,spooky,attractive,pretty,uncomfortable ,uncomfortable,okay,cute,normal,cute,buggy,spooky,pretty,far apart,lame,normal,normal,cute,cary,pretty,pretty,close together,bambi,scary,pretty,interesting,normal,okay,cute,normal,odd,odd,odd,normal,hot,okay,pretty,spooky,odd,beautiful,pretty,odd,spooky,okay,scary,scary,small,normal
515548,female,19.5,boring obnoxious dull,"unintelligent, fish-eyed, boring","annoyed, attentive","bored, rude, overbearing",beautiful thoughtful warm,expressive bright sharp,dull,"small,",simple kind confused,"bright, questioning",angry,"dull, turned downwards",fishy,dull,waiting,warm bored waiting,"high maintenance, upset",attentive,bored flat dull,plaintive,bored,bored,mean,rude selfish uninterested,"round, wide eyed",dull and unhappy,uninterested snippy,unkind biting angry,annoyed unhappy ,bored but kind,dull,crazy,"angry, mean, rude",agitating,angry,offended,"small, angry","mysterious, like a gypsy",simple kind,bulbous,kind compassionate questioning,"mysterious, intriguing, gorgeous ","rich, almond shaped, uninterested",kind funny warm,plaintive,bitchy,warm,bored waiting uninviting,funny warm inviting,"uneven, quite large"
515659,female,22.4,tired,big,lashes,lazy eye,almond,asymmetric,confused,open,lashes,blue,timid,little,tired,normal,lashes,sad,big eyelids,intense,dissapointed,tired,embarrassed,almond,little,little,beady,big,strange,scary,normal,droopy,open,blank,orange,smart,pretty,open,squinty,lazy,worried,spacey,questioning,pretty,little,confused,droopy,brown,eyeliner,grey,sexy,boring
515705,female,15.2,Brown ,Green,Olive green,Dark brown. ,Dark brown,Blue grey,Hazel,Green,Hazel,Light blue,Brown,Hazel,Brown ,Dark brown,Blue grey,Brown,Hazel,Dark brown,Dark brown,Green grey,Dark brown,Dark brown,Brown,Grey,Hazel,Hazel,Dark brown ,Hazel,Hazel,Brown,Grey,Grey,Blue grey,Blue grey,Olive green,Blue grey,Light brown,Brown ,Dark grey,Grey,Light blue,Grey,Dark brown,Dark brown,Dark brown,Light brown,Dark brown,Grey,Light blue,Olive green
515761,female,2015.6,Wide-set,Wide-set,Lash,Dark,Sleepy,Pretty,Odd,Blue,Druggie,Pretty,Almond,Sad,Large,Piercing,Pretty,Pretty,Deep-set,Dark,Close-set,Almond,Sleepy,Almond,Squinting,Small,Big,Big,Odd,Sleepy,Lazy,Droopy,Odd,Light,Pretty,Blue,Lop-sided,Blue,Squinty,Lashes,Confused,Bug,Almond,Pretty,Pretty,Big,Sleepy,Glittery,Racoon,Awkward,Blue,Lop-sided
515813,female,17.9,large but strange,too big,old pretty,thin weird,thin long,large dull,large scared,strange,wide,big,too big,normal,big,normal,large wide,petite pretty,large not nice,cat like pretty,long normal,looks through me,bored normal,small pretty,squinting sharp,tiny off,large open,large sad,open happy,small angry,big pretty,small empty,normal,normal,Large,normal,big old,open suprised,thin small,average,large ,off centre,small,small cat,thin pretty,bright pretty,small droopy,pretty,very large,wide protruding ,thin perceptive ,large pretty
515913,female,24.0,medium almond,large almond,small,round,almond,round,small ,round,almond,round,almond,almond,round,angry,round,"almond, medium",almond,slanted,small,round,droopy,small round,almond,small,round,almond medium,slit,almond,almond,almond,almond,almond,almond clear,droopy,oval,round,almond,almond,rond,oval,almond,almond,almond,round,tired round,almond,dark almond,round,almond,almond
516046,female,16.9,wide,big,average,not great :(,strong,confident ,average,average,average,strong,droopy,average,average,pretty,pretty,pretty,average ,small,average,average,done with everything,average,pretty,average,cute,droopy,small,average,pretty,sort of droopy,big,innocent,alright,average,average,average,small but good,average,big,wide,small and round,pretty,pretty,small,wide,average,average,meh,small?,average
516120,female,18.0,"hooded, big, angled","wide, big, down-turned","small, symmetrical, almond shaped","almond, hooded, down-turned","angled, hooded","round, bright, wide","almond, big","round, wide","wide, symmetrical, almond","big, bright, wide","angled, narrow, down-turned","big, down-turned, wide","round, big ","angled, bright, wide","wide, symmetrical","almond, wide, bright","round, big, hooded","narrow, hooded","narrow, hooded","wide, down-turned, shadowed","hooded, upturned, angled","almond, hooded","hooded, angled, narrow","narrow, small, hooded","round, wide, close","almond, big, wide","round, hooded, separated ",narrow,"round, wide, big","round, hooded, bright","wide, hooded, round","small, down-turned","narrow, angled","round, wide, bright","wide, bright, round","almond, hooded","narrow, hooded, angled","small, close","big, round","round, big","close, round, wide","angled, alluring","angled, narrow","round, wide","hooded, round, wide","angled, narrow, big","wide, big, symmetrical ","round, small","angled, small, narrow","wide, round, angled"
516177,male,41.8,Animal,owl,old,Wonky,slut,tranny,unbalanced,Off Balance,drugs,uneven,Brown,Masculine,Big,Nervous,average white girl,smart,Happy,asian,masculine,Happy,tired,Normal,slim,together,innocent,mean,weird,skinny,prison,Strange,mad,Stare,Insecure,manly,indifferent,Blue,bad mood,crossed,sad,ugly,androgenous,sexy,Low self-esteem,sloping,tough life,nice,indian,pissed,flirty,Sloping
516234,female,45.8,hooded,wide,kind,kind,dull,average,scared,wide,tired,pretty,pensive,sad,glazed,brown,"wide, sloped down",bored,big,angry,doubting,"open, wide",bored,judging,pretty,small,wide,doe-eyed,dull,angry,distracted,sad,glazed,wide,pretty and bored,pretty,doubting,sarcastic,slitted,angry,judging,wide,cynical,pretty,doubtful,odd,tired,uneven,doe-eyed,droopy and angry,pretty,doubting
516385,female,22.2,normal,"attent, awake",happy,normal,normal,normal,american,awake,sharp,"bright, beautiful",average,boring,average,cute,average,"sleep, small",big,asian,"normal, small",rare,sleep,normal,average,sad,"normal, big, round","sharp, unique","pretty, asian",resting,sleep,average,boring,cute,"pretty, small","rare, bright",european,normal,"small, sharp, pretty",bizco,"big, lovely",rare,sad,beautiful,asian,awake,normal,beautiful,"big, droopy",average,flirty,"sharp, unbalanced"
516598,female,16.4,browm,hazel,hazel,brown,brown,grey,hazel,grey,brown,blue,brown,hazel,brown,brown,hazel,brown ,brown,brown,brown,grey,brown,brown,brown,hazel,brown,hazel,brown,hazel,brown,brwon,blue,blue,blue,blue,greu,blue,brown,brown,blue,blue,blue,grey,browm,brown,brown,hazel,brown,blue,blue,brown
516692,male,5.3,weird,large,weird,weird,horizontal,pretty,okay,nice,far apart,good,okay,no,okay,black,decent,nice,blue,asia,fat,hot,stoned,dark,seductive,small,okay,okay,awkward,like a cat,pretty,far apart,okay,plain,nice,fine,ugly,pretty,okay,crosseyed,fine,far apart,nice,nice,black,weird,ugly,pretty,large,owl like,hot,lopsided
516753,female,2015.7,"tired, neutral","big, protrude","small, black",narrow,"black, narrow","grey, neutral","hazel, surprised","green, average",narrow,"grey, average","average, black","narrow, green","hazel, average","black, narrow",green,"small, narrow, black","narrow, big",narrow,narrow,grey,"black, narrow","black, small","skewed, narrow","small, green","big, brown, childish","protrude, black","black, set far apart","narrow, green","black, narrow","small, black",small,"small, grey","blue, narrow",blue,grey,"blue, surprised","narrow, hazel","narrow, black","blue, sad",protuberant,"blue, protrude","narrow, grey",skewed,interested,"black, big","small, narrow","big, black","blue, protuberant","narrow, blue","sad, brown, skewed"
516853,male,56.3,seen it all,large,loving,honest,humerous,accepting,apprehensive,judging,accepting,sharp,challenging,dreamy,disgusted,distant,concerned,suspicious,appraising,dark,streight,naive,tired,accepting,concentrating,sad,surprised,shy,concentrating,angry,cold,lacklustre,hard,hard,artificial deceitful,alert,neutral,surprised,calculating,searching,honest,questioning,clear,cool,appraising,perplexed,dull,ruthless,naive,afraid,amused,waiting
516928,female,23.4,"Big, tired",Wide,Dark,Bright,Wide,"Clear, bright","Light, wide",Clear,Tired,"Small, round",Serious,Uneven,Wide,Dark,Even,Pretty,"Big, open","pretty, dark","Small, even","Big, round",Sleepy,Round,Squinted,Small,"Round, small","Round, wide, doe",Unusual,Small,Pretty,Uneven,Clear,Spooky,Small,"Clear, light",Light,Bright,Squinty,"Uneven, pretty",Even,Far spaced,Light,Light,"Slanted, serious","Small, round, unsual ",Droopy,"Pretty, spaced","Large, doe",Round,Small,"Uneven, droopy"
517000,female,27.9,Tired droopy,Droopy,Squinted,Cross eyes,Dark,Big,Big,Big,Dark,Big beautiful,Dark,Normal,Big droopy,Pointy,Normal,Small,Dark,Asian,Dark,Big,Tired,Small,Sharp,Sad,Round,Droopy,Small asian,Normal,Small droopy,Droopy,Pointy,Pointy,Tired normal,Bright,Big,Normal,Sharp,Tired,Normal,Pointy ,Small,Normal,Small,Round asian,Tired,Dark,Droopy,Droopy,Sharp bright,Big
517014,male,50.6,smoked up (high),enthralled,confident,hmm,alert,inviting,regarded,taken aback,supportive,loyal,calm,peaceful,guilty,docile,pensive,cautious,attentive,confused,content,impressed,sleepy,generous,clairvoyant,illegal,shocked,serene,obedient,uptight,frigid,upbeat,surprised,shocked,embarrassed,questionable,convicted,bold,disgusted,helpless,even tempered,serious,really?,attractive,fun loving,silly,open friendly,attuned,overburden,aggitated,sneaky,inquisitive
517096,female,20.7,big ,round and pretty,gentle ,dark,focused,focused,little and bored,wide eyes,great eyelashes,lovely,serious,bored,big ,dark,focused big,pretty almond,bright ,close together,small ,big,dark and small,brown,small squinty,small cute,bright and big,big and scared,cute and small,small,wide bright ,focused,big and serious ,surprised,pretty ,clear eyes ,round and pretty,big and bright,little squinty,a little crooked,round,big ,big ,cat eyes,serious,cute round big,bored,almond shaped,dark and wide,big ,flirty,big bright
517204,female,15.4,Apart,Big and bright,Saggy,Uneven ,Long,Pretty,Downturned,Big,Dark,Perfect,Down,Sad,Big,Weird,Round,Small,Bright,Slits,Dark,Down tire,Small,Small,Thin,Small and deep,Big and round,Big,Small and round,Thin,Small,Low and dark,Small,Round,Bright,Doen,Round,Blue,Thin,Upset and dark,Round,Apart,down and light,Pretty,Small and dark,"Small, round, and up",Tired,Pretty,Big and dark,Doe,Pretty,Big and down
517350,female,17.7,tired,childlike,hooded,"tired,uneven",wide,almond-shaped,weary,average,almond-shaped,gently,average,boyish,droopy,small,childlike,average,feminine,narrow,"narrow,almond-shaped",average,"tired,narrow",small,seductive,tired,small,childlike,buttonlike,friendly,average,average,average,average,clear,clear,feminine,alert,narrow,childlike,average,tired,alert,gorgeous,narrow,button,tired,friendly,huge,droopy,"seductive,feminine",droopy
517602,female,2015.7,sarcastic,big,slouched,off center,dark,uneven,narrow,wide,long eyelashes,pretty,almond,bored,brown,left off center,normal,almond,eyeshadow,slanted,brown,Tired,relaxed,dark,unique shape,small,unique,angry,nonchalant,slightly squinted,normal,looking up,wide,wide,pretty,Blue,old,naked,squinted,looking up,normal,big,pretty,pretty,displeased,asian,different,pretty,big,older,familiar,normal
517637,male,19.8,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,2,2
517720,female,5.0,brown,dark green,dark green,black,very dark brown,blue,green-brown,grey-green,dark brown,blue,brown,dark grey,brown,black,grey-blue,brown,dark green-brown,black,black,blue-green,black,black,black,blue,brown,dark green-brown,black,green,brown,very dark brown,grey-blue,grey-blue,blue,blue,grey-blue,blue,brown,dark brown,dark blue,blue,blue,blue,black,black,black,hazel-green,black,blue,blue,dark green-brown
517890,female,20.1,"almond, dark","large, hazel","almond, hazel","wide set, dark","almond, dark","wide, light","wide, dark","round, wide,","wide, hazel",light,"brown, downturned, shiny",hooded,"round, dark","almond, large",round,"almond shaped, brown","almond, dark","dark, shiny, almond-shaped",small,"large, wide, teal","thin, dark","dark, almond","upturned, dark, cheerful","close set, small","round, brown, glassy","wide, round","round, dark","thin, light","round, brown","wide set, round","light, almond",wide,"blue, almond, normal","round, close set","wide, big",big,"thin, dark","upturned, dark","round, light",huge,"round, blue","angular, light","dark,","round, dark","wide, large, dark","dark, wide","dark, downturned, wide","wide, droopy, light","light, almond",large
518009,female,20.4,sleepy,large,different sizes,idk,almond,medium,sadish,large,narrow,awake,dopey,sa,idk,confused,prim,brown,wide,ok,tiny,cute,sad,far apart,asian,tiny,very wide,sad,large but asian,tin,perfect,far apart,perfect,very roundish,light blue,perfect,perfect,big,squinty,sad,pretty,too big,round middle,calm,tiny,very open,high,pretty,weird,idk,blue,sad but big
518179,female,17.9,narrow,wide,monolid,brown,brown,green,sparkly,almond shaped,almond shaped,blue,brown,masculine,big,brown,round,brown,brown,brown,brown,green,droopy,brown,cat eyed,green,round,tired,round,green,brown,far,green,round,green,round,round,blue,narrow,green,round,green,round,green,brown,round,brown,pretty,big,blue,green,dolly
518294,female,2015.8,angled narrow dark,wide large almond,downturned,brown inset,large marquise,slight upward tilt,downturned crescent,bulgy,downturned,plain round,teardrop big,plain,large round,even level pointed,narrowly spaced,marquise,crescent happy,teardrop without tilt,narrow,downturned ,droopy small,small wide-set,crescent exotic,small narrow spaced,round small,big blue ,wide-set teardrop,football shape,almong,wide droopy soft,round,small straight,symetrical,scary droopy large,round,blue downturned,sunny happy crescent,wonky,pear large wide,large wide spaced,small narrow spaced,upward angle pointy,exotic slanted up,small round tilted,almond,teardrop,huge dark,round,happy upward tilt,almond 
518407,male,18.7,high,deer in headlight,happy,unfocused,average,average,average,uggh,squinty,average,average,masculine,ughh,unfocused,attractive,average,tall,asian or nativeamerican,average,average,tired af,average,"squinty, judgemental",small,average,large,average,harsh,average,rolling,average,attractive,average,odd,old,blue,piercing,downturned sides,average,crack,blue,asymmetrical,judgemental,happy,tired af,average,big for face,old,squinty blue,downturned
518516,female,18.4,brown sleepy,big startled green,hazel happy ,dark brown wonky,dark brown  ,blue happy ,brown judging,shocked hazel,brown judging,blue smallish,brown pointy,grey unequal small,brown big ,darkbrown crooked,green-blue  mascara,brown unequal pretty,intimidating condescending brown,darkbrown small,dark brown small,blue droopy,brown angry tired ,dark brown tilted-down,squinty darkbrown elegant,blie small ,doe-eyed brown baby,brown angry,brown flat bottom,hazel small dopey,brown angelic small ,droopy darkbrown,startled bluegrey,wide grey,small light blue,blue ,blue ,intimidating blue,squinty lightbrown small,brown almond shape,blue soft ,blue ,blue round,sharp bluegrey pointy,dark brown elegant ,dark brown round,darkbrown droopy ,far apart lightbrown,brown droopy ,blue angry,blue squinty,hazel unequal
518780,male,2015.8,tired and hazy ,bright creepy open,long eyelashes pointy and sharp,disgusting ,round brown and nice,beautiful good size and neat,dull squint ,too big ,long eyelashes squint,round colored and interesting,normal,ew,wtf,"brown, sad and sicknees",round bold and good,"lighthearted, round, perfect",creepy normal exhausted,asian,sorry,big and annoying,dark gloomy and sad,average,"asian, squint, and round",too small,round brown and fairly big,creepy bagged stiff,normal squint and asian,tired weird,good size eyes and nice color,ew,creepy and strange,bright open and normal size,open nice and sleek,sick and fainted,"old, big and sad",size okay ?!,closed sad and brown,lost sad confused,weird shaped,big creepy round,neutral innocent simple,perfect size ,squinted brown and gloomy,too round strang,too tired for life exhausting and obnoxious,perfect lovely hazel color and nice eyelashes,"too round, big white space",old,closed tired and sick,round wide
518790,female,16.4,eye lid-cheek compliment,"large, marilyn eyes",kind but judging,"mistrust, glowing",alluring revenge,staged kindness,high-school ,surprised uncomfort,color complementary,"ready, sandra bullock",inviting eyes,familiar dancer,uncomforable,depth-like,glowing readiness,mousy beauty,calculated apprehension,confusing shape,mistrusting alertness,glassy plee,glowing depth,judging apple cheeks,alluring complement,round contemplation,apprehensive mouse-like,angry confusion,impatient allure,alluring cheekbones,neighborily brown,"ready, complemnet",same as last time,fitting mistrust,complementing eyes-lips,freckled quirk,familiar julie andrews,uncomfortable blue,"quirky, light-hearted","dramatic, film noir",neutral uncomfort,complementing colors,gymnist face shape,alluring unusal beauty,glowing mistrust,mousy eye shape,depthful compliment,dentist office,out of place,once at ease,"peach, inviting, blue",slanted eyes
518882,female,14.1,dark brown,hazel,hazel,brown,dark brown,blue,hazel,blue,brown,light blue,hazel,hazel,hazel brow,dark brown,gray blue,dark brown,brown,dark brown,dark brown,blue,dark bronw,dark brown,dark brown,small light gray blue,brown,hazel,small dark brown,gray,dark brown,brown,light gray blue,gray blue,light lue,light blue,light gray blue,blue,bronw,dark brown,blue,light blue,blue,light blue,dark bronw,dark brown,dark brown,light brown,large dark brown,light blue,light blue,light brown
519017,female,26.6,Attitude,Large,Friendly ,Lazy eye,Almond,Disbelief,Oval,Long lashes,Wide set,Bright eyes,Oval,Heavy lid,Round,Almond,Bright,High,Heavy eyelids,Oval,Squinty,Unknown,Attitude problem,Dark,Pinched almond,Close set,Deer in headlight,Serious,Wide set,Sleepy,Pretty brown,Wide set,Round,Sociopath,Ideal eyes,Close set,Bright,Beight,Squinty,Dark,Alert,Strange wide set,Close set,Stalker eyes,Irritated,Round childlike,Wide set,Different shapes,Almond,Bright,Pretty blue,Confused disbelied
519134,female,2015.8,druggy,fish,slanted,eww,pretty,pretty,normal,frog,ugly,weird,no,lopsided,ugly,fish,pretty,pretty,asymmetrical,ugly,thin,weird,like really,normal,squinted,tilted,too close,big,lopsided,irritated,pretty,fishy,uneven,pretty,determined,ugly,doe,judgemental,angry,unfocused,sad,frog,too small,pretty,slanted,big,far apart,brown,too big,scary,small,ugly
519247,female,5.1,brown,hazel,hazel,dark brown,dark brown,blue,brown,hazel,brown,blue,light brown,hazel,brown,dark brown,Light Brown,brown,brown,dark brown,dark brown,blue gray,very dark brown,Dark Brown,dark brown,blue,light brown,blue,dark brown,hazel,brown,brown,blue,blue,light blue,light blue,Hazel,gray,Chocolate ,brown,blue,light blue,blue,blue gray,dark brown,dark brown,brown, lightbrown,dark brown,light blue,light blue,light brown
519344,female,2015.8,tired,shocked,kind,"normal, tired",smug,happy,scared,uncomfortable,normal,normal,uncomfortable,nromal,unsettling,irritated,posed,"normal, relaxed",posed,normal,normal,"sad, empty","irritated, tired",normal,"fierce, intimidating",unsatisfied,feels threatened,angry,uncomfortable,intimidating,"empty, indifferent",nervous,uncomfortable,"scared, uncomfortable",confident,normal,normal,uncomfortable,posed,angry,worried,large,posed,"posed, flirtacious",confident,happy,tired,"smolderin, ",threatening,"scared, disgusted",happy,"normal, cute"
519511,female,23.9,over it,surprised,comical,very tired,direct,pretty,stressed out,suspicious,sad,thinking of someone,intense,thinking,kind of tired,assertive,clear,kind,bold,dark ,sad,open,tired,quiet,longing,questioning,doe-eyed,not pleased,hopeful,serious,calm observation,thoughtful;,shy,quiet,empty,light,motherly,judging,cynical ,seen things,worried,intrusive,questioning ,almond,dark and almond,innocent,nothing,soft,average,somewhere else,thoughtful,worried
519678,male,15.2,worn out,huge,somewhat scary,okay,focused ,beautiful ,fearful ,scary,babyish and adorable ,nice colour ,okay,cute,okay,disappointed ,nice,not nice,nice,evil,sad,cool,okay,focused,"determined, somewhat scary",sorrowful ,innocent,evil,confusing ,sad and nice,cute,okay,nice,nice,nice,amazing color,okay,cool,small,flattering ,sad,scary but nice,bright,brilliant,okay,surprised ,annoying,enchanting ,okay,okay,adorable ,sad 
519712,female,23.4,Tired,Trapped,Stranger,Sleepy,Sneaky,Gentle,Hopelessness,Knowledge ,Bored,Sly,Listening ,Bored,Distrust ,Lost,Expecting,Confused,Careless,Peaceful,Soulful,Lying ,Exhausted,Laughing,Smiling,Quiet,Sharp,Disapproval,Sad,Lonely,Heartbroken,Caring,Shock,Reliable,Uninterested,Tired and lost,Disappointment,Startled,Scared,Shy,Disbelief,Oblivious ,Soft,Calculating,Grief ,Interest,Sweet,Vacant,Afraid,Authoritive ,Smitking,Understanding 
519896,female,18.4,far apart,Big and buldging,wide and hooded,cockeyed,big,normal,ugly,big,long eyelashes,pretty blue,big and doey,ugly,ugly,almond shaped,normal eyes,hooded and oriental,deep set,too hooded and small,boring,droopy blu,ugly,too small,cute eyes,small,like a deer,too big,small and ugly,too small,ugly,far apart,pretty,pretty,pretty eyes,ugly,older,droopy,squinty,too much makeup,ugly,too big,generic blue eyes,cat-like pretty,pretty almond shaped,Curved and short,buldging and brown,almond shaped,too big,age and hooded,pretty blue eyes,droopy
520054,female,2015.8,in the moon,angry,mother,strong,bad,model,nothing,manequi,bored,blue,tired,beauty,rumours,barbie,sad,kid,angry,yaaaa,chef,shine ,dark,happy,pretty,mother,mmmmh,good person,deer,witch,zzzz,beauty,kid,men,eyebrown,kid,angry,empty,sleep,fancy,separated,strange,robot,model,bad,dont like,frog,bad person,beaty,drug,mauvaise,empty
520083,male,2015.8,Feos,Hermosos,Lindos,Apagados,Lindos,Normales,Normales,Feos,Normales,Lindos,Normales,Normales,Grandes,Medio cerrados,Lindos,Feos,Normales,Feos,Normales,Lindos,Feos,Normales,Juzgadores,Normales,Normales,Grandes,Separados,Feos,Feos,Extraterrestres,Pasmados,Normales,Lindos,Feos,Observadores,Normales,Chiquitos,Lindos,Normales,Grandes,Bien abiertos,Normales,Normales,Feos,Muy separados,Lindos,Feos,Normales,Normales,Torcidos
520329,female,20.2,widths,big b,expresive,worry,stressed,happy and big, non expressive,expresive,nonexpresive,expresive ,big nonexpresive,pretty,Stressed,happy,stressed,sad,sad,closer ,worried,pretty,stressed,worried ,waiting for,sad, non expressive,borred,sad,sad,sad,big sleepers,serious, non expressive,sad pretty,expresive,pretty,expresive,pretty,Mysterious,sad, non expressive,Pretty ,beautiful ,sad,"big, expresive",weary ,mysterious,big expressive,stressed,mysterious,pretty
520481,female,2015.9,non chalant,alert,annoying,tough,hidden,mischevious,sad,busy,normal,mischevious,tense,gentle,hard,strong,kind,determined,wide,studying,family,daydreaming,fed up,trying,hurt,sad,focused,emotional,impatient,ignoring,bored,honest,listening,aware,makeup,listening,done,selfish,brown,goals,aware,round pretty,annoyed,pretty,stories,intense,sleepy,mad mean,dark,manipulative,supressed,stressed
520553,male,54.8,stoned,ok,nice,bored,sassy,cute and sasy,startled,goofy,what,sweet,ok,hey,eh,cute,pretty,nice,startled,nice,ok,nice,done,nice,annoyed,bored,pensive,strained,bored,cranky,bored,pretty,opk,cute,cute,blue,stern,meh,annoyed,brown,kind,weird,pretty,hot,pretty,cute,bored,snarky,short,drunk,sassy,nice
520630,female,,wide apart,big ,hazel,crooked,dark,perfect clear,small hazel,blue,almond dark,almond blue,dark brown,sad ,big brown,dark,dark blue ,almond brown,wide small,narrow brown,small ,big clear,wide brown,small brown,brown ,weird,wide brown,dark,dark ,small ,wide brown,circle ,clear ,almond blue,clear blue ice,big blue,wide clear,blue,small brown,crooked dark,big blue ,clear blue ,clear ice ,perfect clear,wide brown,circle brown wide,wide dark,clear brown,big brown dark ,blue clear,small blue ,wide
520762,female,21.5,Tired,Large,Hooded,Bored,Pretty,Smart,Sporty,Open,Grumpy,Serious,Neutral,Tired,Intense,Strong,Neutral,Pretty,Harsh,Pretty,Average,Worried,Sleepy,Average,Sexy,Pained,Large,Intense,Interesting,Distant,Average,Wide set,Strong ,Young,Average,Calm,Annoyed,Average,Stern,Pretty,Innocent,Large,Doubtful,Open,Uninterested ,Cute,Tired,Flirty,Bold,Tired,Flirty,Doubtful
521025,female,44.4,sarcastic,nervous,friendly,resentful,friendly,friendly,intelligent,challenging,hesitantly friendly,intelligent,neutral,intelligent,angry,show off,friendly,neutral,inquisitive,looking for information,neutral,friendly,resentful,neutral,pensive,disappointed,honest,expectant,bored,challenging,neutral,bored,penive,a bit nervous,pleading,peaceful,private,about to crack up,questioning,melancholy,thoughtful,distant,attitude,friendly,neutral,optimistic,considerate,neutral,challenging,angry,sassy,friendly
521147,male,27.9,лошадиные наркоманские,выразительные пугливые,обычные,одинокие уставшие печальные,открытые усталые,прямые,непонятные,обычные,смеющиеся весёлые ,мужественные,женственные,мальчуковые,большие обычные,недоверчивые,загадочные,умные прямые сексуальные,тёплые женственные открытые,обычные,обычные,выразительные,уставшие неудовлетворённые,человечные,смеющиеся,простые приятные,глубокие задумчивые,неуверенные,обычные,милые правильные холодные,правильные глуповатые приятные,мультяшные,обычные,глуповатые,пустышки надменные,отталкивающие,уставшие,собачьи, attractive usual,красивые,открытые одинокие нуждающиеся,холодные колкие,грустные,вызывающие интерес,чарующие,удивлённые,болзненные уставшие,прямолинейные,детские,суровые,дразнящие сексуальные дерзкие,жалостливые
