user_id,sex,age,f_easian,f_wasian,f_white,m_easian,m_wasian,m_white
54755,female,20.3,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,2,1,5","3,4,2,1,5","4,3,2,1,5"
54741,male,33.6,"5,1,4,2,3","5,4,2,1,3","5,4,1,3,2","5,1,2,3,4","5,4,1,2,3","1,5,2,3,4"
54767,male,41.9,"5,3,4,2,1","3,2,1,4,5","2,1,3,4,5","2,3,1,4,5","2,1,4,3,5","2,3,1,4,5"
54766,male,25.6,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","4,5,3,2,1","1,2,3,4,5","3,4,5,2,1"
54781,female,25.1,"2,3,4,5,1","2,3,4,5,1","2,3,1,4,5","3,2,4,5,1","2,3,1,4,5","4,3,2,1,5"
54783,female,16.9,"4,3,5,2,1","5,4,1,3,2","5,2,4,3,1","2,1,5,3,4","1,2,3,5,4","3,2,5,4,1"
54779,female,16.9,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,3,1,4,5","1,2,3,4,5"
54791,female,27.8,"3,1,4,2,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","2,3,1,4,5","3,1,2,5,4"
54792,male,20.7,"3,1,2,4,5","2,1,3,4,5","1,2,3,4,5","4,2,3,1,5","3,2,1,4,5","3,2,1,4,5"
54793,male,28.7,"3,2,4,5,1","2,3,4,5,1","4,3,1,2,5","4,3,5,2,1","4,3,5,2,1","5,4,3,2,1"
54773,female,25.0,"1,2,3,4,5","3,2,4,1,5","3,2,4,1,5","3,2,1,4,5","3,4,2,1,5","4,3,5,2,1"
54796,female,25.8,"3,2,1,4,5","3,4,2,1,5","2,3,4,1,5","3,4,2,1,5","3,2,1,4,5","3,2,4,1,5"
54784,male,16.4,"3,4,2,1,5","2,3,1,4,5","2,1,3,4,5","3,4,5,2,1","3,4,5,2,1","4,3,5,2,1"
54787,male,28.4,"2,1,3,4,5","3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","1,3,2,4,5"
54804,male,18.5,"2,3,4,5,1","1,2,3,4,5","1,2,3,4,5","4,5,3,2,1","3,4,2,5,1","4,3,2,5,1"
54795,male,49.8,"3,4,5,2,1","3,2,4,1,5","2,3,4,1,5","4,3,2,1,5","3,2,4,1,5","4,3,2,1,5"
54807,female,23.0,"1,2,4,3,5","2,1,3,4,5","1,2,3,4,5","1,4,2,3,5","3,2,1,4,5","2,4,3,1,5"
54799,male,27.5,"2,3,1,4,5","3,2,4,1,5","3,2,4,1,5","3,2,4,1,5","3,4,2,5,1","3,4,2,1,5"
54805,female,21.2,"2,3,4,1,5","3,2,1,4,5","2,3,1,5,4","2,3,4,1,5","1,3,4,2,5","3,4,2,1,5"
54810,male,38.2,"4,2,3,1,5","2,1,3,4,5","2,1,3,4,5","3,4,5,2,1","2,1,3,4,5","4,3,5,2,1"
54808,male,34.5,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","4,3,2,5,1","5,4,3,2,1"
54814,male,17.8,"2,3,1,4,5","2,1,3,4,5","1,2,3,5,4","1,2,4,5,3","3,4,2,1,5","4,3,5,2,1"
54813,female,20.7,"5,4,3,1,2","5,4,3,2,1","1,2,3,4,5","4,5,3,2,1","1,2,3,4,5","4,1,2,3,5"
54819,female,14.7,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,1,2,4,5","3,2,1,4,5","1,4,3,5,2"
54811,female,22.9,"3,1,2,4,5","2,1,3,5,4","1,2,3,4,5","1,2,3,5,4","2,3,1,4,5","5,4,3,2,1"
54820,female,17.1,"2,1,3,4,5","3,2,4,1,5","1,2,3,4,5","3,2,4,1,5","3,2,4,1,5","3,4,2,1,5"
54829,male,42.1,"1,2,3,5,4","1,2,3,4,5","2,1,3,4,5","1,3,2,5,4","3,4,1,2,5","1,2,4,3,5"
54828,male,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,3,2,1,5","3,4,2,5,1","4,2,3,5,1"
54830,male,25.8,"3,2,1,4,5","2,3,4,1,5","4,2,3,1,5","2,3,4,5,1","5,1,2,4,3","2,1,4,5,3"
54831,,,"4,2,1,3,5","2,3,1,4,5","2,3,1,4,5","2,1,3,4,5","2,1,3,4,5","2,3,1,4,5"
54841,male,20.8,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
54843,male,26.6,"3,4,2,1,5","2,3,1,4,5","2,3,4,1,5","3,4,5,2,1","3,2,4,5,1","3,2,4,5,1"
54848,male,31.5,"1,3,2,4,5","1,3,2,4,5","1,2,3,4,5","2,3,1,4,5","2,1,3,4,5","5,3,4,1,2"
54847,male,22.3,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","4,3,2,5,1","4,3,2,5,1","4,3,5,2,1"
54836,male,39.4,"3,2,4,1,5","2,3,4,1,5","2,1,3,4,5","3,2,4,1,5","3,2,1,4,5","2,3,1,4,5"
54849,male,26.5,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","2,3,4,1,5","2,4,3,5,1"
54850,male,20.0,"2,3,1,4,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,4,5,1","3,4,2,1,5"
54853,male,47.5,"1,3,2,4,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","1,2,3,4,5","3,4,2,1,5"
54851,male,36.4,"3,4,2,1,5","1,2,3,4,5","1,2,3,4,5","3,5,4,2,1","3,2,4,1,5","4,5,3,2,1"
54856,female,22.2,"4,3,2,5,1","3,2,4,1,5","2,1,3,4,5","3,4,5,2,1","3,2,1,4,5","3,2,4,5,1"
54839,female,29.3,"1,3,2,4,5","2,1,3,4,5","2,1,3,4,5","3,2,1,4,5","3,2,1,4,5","3,2,1,4,5"
54859,female,29.6,"1,2,3,4,5","3,2,4,1,5","3,2,1,4,5","2,1,3,5,4","2,3,1,4,5","2,3,1,4,5"
54860,male,16.3,"3,4,5,2,1","2,3,1,4,5","2,1,3,4,5","4,3,5,1,2","3,4,2,1,5","5,3,4,2,1"
54867,male,18.6,"3,2,4,1,5","2,3,1,4,5","2,1,3,4,5","3,2,4,5,1","2,3,4,1,5","5,4,3,2,1"
54826,male,46.9,"2,3,5,4,1","2,4,1,3,5","2,1,4,3,5","4,3,5,2,1","2,3,4,5,1","3,2,4,5,1"
54865,,,"4,5,2,3,1","2,3,1,4,5","2,1,3,4,5","5,4,2,3,1","1,3,2,5,4","5,4,3,2,1"
54874,male,23.3,"2,3,4,1,5","2,3,1,4,5","2,1,3,4,5","3,2,4,1,5","3,2,4,1,5","2,3,1,4,5"
54871,male,33.3,"3,1,2,4,5","3,2,1,4,5","3,2,1,4,5","2,4,5,3,1","4,3,5,2,1","3,4,5,2,1"
54875,male,34.2,"2,3,1,4,5","2,1,3,4,5","2,3,1,5,4","4,5,3,2,1","5,4,3,2,1","5,4,3,2,1"
54854,female,18.2,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","2,3,1,4,5","2,3,1,4,5","3,2,4,1,5"
54844,male,28.2,"3,2,1,4,5","2,1,3,4,5","2,1,3,4,5","5,4,3,2,1","3,4,2,1,5","4,5,3,2,1"
54879,male,18.7,"2,4,3,1,5","2,4,5,3,1","4,3,2,1,5","1,2,4,3,5","1,4,2,3,5","4,3,5,2,1"
54876,male,42.6,"5,4,2,3,1","1,3,2,4,5","3,2,1,4,5","4,3,2,5,1","2,1,3,4,5","4,3,2,5,1"
54857,male,24.8,"5,1,2,4,3","5,4,1,3,2","5,4,3,2,1","1,2,3,4,5","1,5,2,3,4","2,1,5,4,3"
54862,male,23.4,"2,1,4,3,5","2,3,1,4,5","1,2,3,4,5","3,4,2,5,1","2,3,1,4,5","2,1,3,4,5"
54884,male,18.8,"1,3,2,4,5","2,3,4,1,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","2,3,1,4,5"
54887,male,18.5,"2,4,1,5,3","1,3,2,4,5","1,2,3,4,5","2,4,3,1,5","3,4,2,1,5","4,3,2,5,1"
54886,male,45.2,"4,1,2,3,5","3,2,4,1,5","2,1,3,4,5","2,3,1,4,5","3,4,2,1,5","3,2,4,1,5"
54883,male,30.1,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","3,2,1,4,5","2,1,3,4,5","4,5,3,2,1"
54888,male,33.2,"3,2,1,4,5","3,2,1,4,5","3,2,1,4,5","5,3,4,2,1","4,3,5,2,1","5,4,3,2,1"
54893,female,18.9,"2,1,3,5,4","2,3,1,4,5","1,2,3,4,5","4,2,3,5,1","2,3,1,4,5","2,3,1,4,5"
54890,male,19.2,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,4,2,1,5","3,2,4,1,5","2,3,1,4,5"
54896,female,24.8,"3,1,2,4,5","2,1,3,4,5","2,1,3,4,5","4,3,5,2,1","4,3,5,2,1","4,3,5,2,1"
54897,female,25.5,"1,2,3,4,5","2,3,1,4,5","2,1,3,4,5","2,3,1,4,5","3,2,4,1,5","2,3,1,4,5"
54902,male,34.5,"3,2,1,4,5","2,3,4,1,5","3,2,1,4,5","2,3,1,4,5","3,4,2,1,5","3,2,1,4,5"
54905,male,16.4,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","4,3,5,2,1","4,3,2,1,5"
54906,male,52.0,"4,1,3,2,5","4,1,3,2,5","1,5,3,4,2","4,1,2,5,3","3,4,2,1,5","4,1,3,2,5"
54907,male,23.5,"5,4,2,1,3","5,4,3,1,2","5,4,1,3,2","5,1,2,3,4","5,4,1,2,3","1,5,4,2,3"
54908,female,23.6,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","3,4,2,1,5","3,2,4,1,5","4,2,3,5,1"
54913,male,20.6,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","3,4,2,1,5","3,4,5,2,1"
54909,male,21.5,"2,3,4,1,5","3,2,1,4,5","2,1,3,4,5","2,3,4,1,5","3,2,4,1,5","3,4,2,5,1"
54911,female,25.1,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","4,5,3,2,1","4,2,3,1,5","4,3,2,5,1"
54912,male,26.7,"4,5,2,3,1","2,3,1,4,5","3,2,1,4,5","5,4,3,2,1","3,5,4,2,1","4,3,5,2,1"
54919,male,29.7,"3,2,4,1,5","3,4,2,5,1","3,4,5,2,1","4,3,2,1,5","3,4,2,1,5","4,3,5,2,1"
54918,male,43.7,"4,3,2,1,5","3,2,1,4,5","1,3,2,4,5","1,2,3,4,5","3,2,4,1,5","3,2,4,5,1"
54926,male,19.7,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","5,4,3,2,1","5,4,3,2,1","5,4,3,2,1"
54903,male,40.9,"2,3,1,4,5","1,2,3,4,5","1,2,3,4,5","3,1,2,4,5","1,2,3,4,5","3,2,4,1,5"
4891,female,26.2,"2,3,1,4,5","2,1,3,4,5","1,2,3,4,5","3,4,2,1,5","3,2,4,1,5","2,3,1,4,5"
54929,male,21.0,"4,3,2,1,5","2,1,3,4,5","1,2,3,4,5","3,2,1,4,5","2,3,1,4,5","3,4,2,1,5"
54934,male,26.7,"1,2,3,4,5","1,2,4,3,5","2,1,4,3,5","4,3,5,2,1","3,4,5,2,1","2,3,4,1,5"
54932,male,16.9,"3,1,4,2,5","2,3,4,1,5","2,1,3,4,5","3,1,2,5,4","3,4,2,1,5","5,3,4,2,1"
54939,male,31.9,"3,2,1,4,5","2,1,3,4,5","2,4,1,3,5","2,4,3,1,5","3,2,4,1,5","4,3,2,5,1"
54943,female,35.8,"3,2,1,4,5","2,1,3,4,5","2,1,3,4,5","2,3,4,1,5","2,3,4,1,5","3,2,4,1,5"
54940,female,30.1,"5,4,3,2,1","3,2,1,4,5","4,3,2,1,5","4,3,1,5,2","3,1,2,4,5","4,3,5,2,1"
54946,male,35.1,"2,1,3,4,5","3,2,1,4,5","2,1,3,4,5","4,3,5,2,1","3,4,2,1,5","4,5,3,2,1"
54949,male,21.7,"2,3,4,1,5","1,2,3,4,5","1,2,3,4,5","3,4,1,2,5","5,3,2,4,1","3,5,2,4,1"
54944,female,18.7,"1,2,4,3,5","2,3,1,4,5","1,2,3,4,5","3,4,5,2,1","3,2,4,1,5","3,4,2,5,1"
54952,female,29.2,"1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","4,3,2,5,1","2,4,3,1,5","4,3,2,5,1"
54951,male,25.1,"3,4,2,5,1","2,1,3,4,5","1,2,3,4,5","2,3,4,5,1","3,4,5,2,1","2,3,4,1,5"
54957,male,31.7,"1,2,3,4,5","2,3,1,4,5","1,2,3,4,5","3,2,1,4,5","3,4,2,1,5","4,3,5,2,1"
54959,male,25.2,"3,2,4,1,5","2,3,4,5,1","4,3,1,2,5","1,2,4,3,5","2,5,1,3,4","3,2,4,5,1"
54962,male,33.4,"3,4,1,2,5","1,2,3,4,5","1,3,2,4,5","3,2,1,4,5","2,3,1,4,5","2,1,3,4,5"
54964,male,24.0,"4,5,3,2,1","3,1,2,4,5","1,2,3,4,5","5,4,3,2,1","4,3,2,1,5","4,5,3,2,1"
54968,male,30.3,"1,2,4,3,5","2,1,3,4,5","1,2,3,4,5","2,3,1,5,4","4,3,2,5,1","4,3,5,2,1"
54970,male,25.4,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,1,5","3,5,4,2,1"
54955,male,23.6,"3,1,2,4,5","2,1,3,4,5","1,2,3,4,5","3,4,2,1,5","3,4,2,5,1","3,4,1,2,5"
54969,female,46.7,"2,3,4,5,1","3,2,4,1,5","3,2,4,1,5","3,4,2,1,5","1,2,3,4,5","3,4,2,5,1"
52836,male,26.4,"1,3,2,4,5","2,3,1,5,4","1,2,3,4,5","3,2,1,5,4","3,2,1,4,5","2,3,1,4,5"
54971,male,43.4,"2,3,4,5,1","1,3,4,2,5","1,2,3,4,5","2,3,1,4,5","2,3,1,4,5","3,2,1,4,5"
54979,male,23.9,"1,2,3,4,5","3,4,2,1,5","1,2,3,4,5","3,4,2,5,1","4,1,2,3,5","4,1,2,3,5"
54980,male,30.8,"2,3,1,4,5","3,2,1,4,5","2,1,3,4,5","4,5,3,2,1","2,3,1,4,5","4,5,3,2,1"
54982,male,35.3,"3,4,2,5,1","3,2,1,4,5","2,1,3,4,5","4,5,3,2,1","4,3,2,1,5","3,4,5,2,1"
54989,male,23.3,"2,4,1,3,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","5,2,1,4,3"
54992,male,41.9,"1,3,4,2,5","1,2,3,4,5","1,3,4,2,5","1,3,4,2,5","2,3,1,4,5","3,5,4,2,1"
54973,female,15.2,"1,3,2,4,5","2,3,1,4,5","1,2,3,4,5","3,2,4,1,5","3,2,4,1,5","2,1,4,3,5"
54994,male,28.5,"1,4,3,2,5","2,1,3,4,5","2,1,3,4,5","4,5,3,2,1","3,4,2,1,5","3,4,2,1,5"
54995,male,106.7,"2,3,4,5,1","1,2,3,4,5","1,2,3,4,5","5,4,3,1,2","1,2,3,4,5","5,3,4,2,1"
54997,male,31.4,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,4,2,5,1","2,3,4,1,5","4,3,5,2,1"
55000,male,11.2,"1,4,3,5,2","2,1,3,4,5","4,3,2,5,1","2,3,1,4,5","1,2,3,4,5","4,5,3,2,1"
55005,male,32.5,"2,1,3,4,5","1,2,3,4,5","2,3,1,4,5","4,3,5,2,1","3,4,2,1,5","3,4,5,2,1"
55000,male,11.2,"1,3,2,4,5","2,3,1,4,5","2,3,1,4,5","4,3,2,1,5","3,2,4,1,5","4,3,2,5,1"
55012,male,40.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,3,1,4,5","2,3,4,5,1","4,3,5,2,1"
54991,male,44.8,"3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","1,3,2,4,5","2,1,3,4,5"
55011,male,24.8,"1,3,2,4,5","2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","3,2,1,4,5"
55017,female,40.8,"3,2,1,4,5","1,2,3,4,5","2,1,3,4,5","4,5,3,2,1","3,2,4,1,5","3,4,2,5,1"
55010,male,45.8,"4,3,2,1,5","1,3,2,4,5","2,3,1,4,5","2,1,3,4,5","3,2,4,5,1","3,2,5,4,1"
55020,female,43.9,"5,4,1,2,3","4,1,2,5,3","4,1,5,2,3","4,1,3,5,2","3,1,5,2,4","2,1,4,3,5"
55020,female,43.9,"2,3,1,4,5","2,3,4,1,5","1,2,3,4,5","3,4,5,2,1","4,3,5,2,1","3,2,5,4,1"
55015,female,54.5,"2,3,1,5,4","1,2,3,4,5","1,2,3,5,4","4,5,3,2,1","3,4,1,2,5","4,3,2,1,5"
55008,male,32.3,"3,5,2,1,4","3,2,5,1,4","5,1,4,2,3","2,1,5,4,3","4,1,2,3,5","4,1,2,3,5"
55008,male,32.3,"1,4,3,5,2","1,2,3,5,4","5,2,4,1,3","4,3,1,2,5","1,4,2,3,5","5,1,3,4,2"
55007,male,21.7,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","1,2,3,4,5"
54996,male,22.6,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","1,2,3,4,5"
55029,male,28.0,"3,2,1,4,5","1,2,3,4,5","2,3,1,4,5","2,4,3,1,5","2,3,4,1,5","4,2,3,5,1"
55025,female,15.5,"1,2,3,4,5","3,2,4,1,5","2,1,3,4,5","3,4,2,5,1","3,4,2,5,1","3,2,1,4,5"
55028,male,19.0,"1,4,2,5,3","1,2,3,4,5","1,3,2,4,5","4,2,5,3,1","3,4,5,2,1","4,5,3,2,1"
55038,female,14.5,"1,5,4,3,2","3,4,1,2,5","4,1,3,5,2","2,4,1,3,5","3,5,4,2,1","3,5,4,2,1"
55041,male,18.5,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","2,3,1,4,5","2,4,3,1,5"
55043,female,43.1,"2,1,3,4,5","1,2,3,4,5","1,3,2,5,4","1,2,5,3,4","4,2,3,1,5","3,2,5,4,1"
55039,male,18.9,"1,2,3,5,4","1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","3,2,1,5,4","4,3,5,2,1"
55050,male,28.1,"1,3,2,4,5","1,2,3,4,5","2,1,3,4,5","1,4,5,3,2","3,2,4,1,5","1,2,3,4,5"
55055,male,34.0,"2,1,3,4,5","3,2,4,1,5","2,1,3,4,5","3,2,4,1,5","3,2,1,4,5","3,2,4,5,1"
55057,female,16.1,"3,2,1,4,5","2,3,1,4,5","1,3,2,4,5","4,5,1,3,2","3,2,4,5,1","3,4,5,2,1"
55051,female,30.8,"1,2,3,5,4","3,2,1,4,5","1,2,3,4,5","2,3,4,1,5","3,4,2,5,1","3,4,2,5,1"
55031,female,18.9,"2,3,1,4,5","2,3,1,4,5","2,1,3,4,5","2,4,3,5,1","3,2,1,4,5","3,2,4,1,5"
55060,male,16.5,"3,2,4,1,5","2,1,3,4,5","3,2,1,4,5","2,3,1,4,5","3,2,4,1,5","4,3,2,1,5"
55061,,,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","1,3,2,4,5","3,4,2,1,5","3,4,2,1,5"
47247,female,36.5,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","4,3,2,1,5","2,1,3,4,5","2,3,1,4,5"
55077,female,,"1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","4,3,5,2,1","3,4,2,5,1","3,4,2,5,1"
55076,female,27.5,"2,1,3,4,5","2,3,1,4,5","1,2,3,4,5","3,4,5,2,1","3,1,4,5,2","3,2,4,1,5"
55069,male,31.9,"2,3,1,4,5","1,2,3,4,5","2,3,1,4,5","2,3,1,4,5","1,2,3,4,5","3,4,2,5,1"
55074,male,26.1,"2,3,4,1,5","2,3,4,5,1","3,1,2,4,5","2,5,4,3,1","3,5,1,2,4","3,4,2,5,1"
55082,male,37.0,"4,5,2,3,1","2,5,3,1,4","5,1,4,2,3","1,5,4,3,2","3,2,4,1,5","5,4,2,1,3"
55080,female,28.4,"2,1,3,4,5","2,3,4,1,5","2,1,3,4,5","3,2,1,4,5","3,2,4,1,5","3,4,2,5,1"
55075,male,18.4,"1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","4,3,2,1,5","1,2,3,4,5","3,2,1,4,5"
55082,male,37.0,"5,4,1,3,2","1,2,4,3,5","3,5,1,2,4","2,1,4,5,3","1,4,2,5,3","3,1,4,5,2"
55084,male,18.5,"4,3,1,2,5","2,1,3,4,5","2,3,1,4,5","4,2,3,5,1","3,2,4,1,5","3,4,2,5,1"
55087,male,17.5,"3,1,2,5,4","2,1,3,4,5","1,3,2,4,5","3,2,1,4,5","3,1,2,4,5","2,1,3,4,5"
55085,female,22.9,"3,2,4,1,5","2,3,1,4,5","2,3,1,4,5","4,3,5,2,1","4,3,2,1,5","4,5,3,2,1"
55089,male,21.5,"3,1,2,4,5","2,1,3,4,5","2,3,1,4,5","1,2,3,4,5","3,2,4,1,5","4,2,3,5,1"
51504,female,19.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","2,1,3,4,5","3,2,1,4,5"
55099,male,26.8,"3,2,4,5,1","3,2,1,4,5","2,1,3,4,5","3,4,2,1,5","3,4,2,5,1","4,3,5,2,1"
55083,female,22.3,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","2,4,3,5,1","2,3,1,4,5","2,3,4,5,1"
55100,male,17.2,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,1,4,5","1,3,2,4,5","4,3,2,5,1"
55098,male,36.1,"2,1,3,4,5","2,3,1,4,5","2,1,3,4,5","5,4,3,2,1","4,5,3,2,1","5,4,3,2,1"
55047,male,28.6,"5,4,1,3,2","5,4,1,2,3","5,4,2,1,3","5,4,1,2,3","5,1,2,4,3","1,2,5,3,4"
55107,female,46.9,"4,5,3,2,1","2,1,3,4,5","3,2,1,4,5","3,4,1,5,2","3,4,1,2,5","3,4,2,1,5"
55108,female,39.2,"2,3,4,1,5","2,1,3,4,5","2,3,1,4,5","4,5,3,2,1","4,3,2,1,5","3,4,5,2,1"
55104,male,23.7,"3,2,4,1,5","4,2,1,3,5","2,1,3,4,5","4,3,2,5,1","4,5,3,2,1","5,4,3,2,1"
55110,female,29.0,"2,1,3,4,5","1,3,2,4,5","1,2,3,4,5","3,4,1,2,5","2,3,1,4,5","3,4,2,5,1"
55111,female,26.7,"1,2,3,4,5","2,3,1,4,5","2,1,3,4,5","2,1,3,4,5","3,4,2,5,1","3,2,4,1,5"
55118,male,18.5,"1,2,3,4,5","2,3,4,1,5","2,3,1,4,5","3,2,1,4,5","2,3,4,1,5","3,4,2,1,5"
55121,female,19.8,"2,4,1,5,3","2,1,3,4,5","2,1,3,4,5","4,3,5,2,1","3,4,2,5,1","3,4,2,5,1"
55093,female,33.5,"3,4,2,5,1","2,3,1,4,5","3,4,2,5,1","3,2,4,5,1","2,1,3,4,5","3,4,2,5,1"
55123,male,23.6,"2,3,1,4,5","3,2,1,4,5","1,3,2,4,5","1,2,4,3,5","3,2,1,4,5","3,2,4,1,5"
55109,female,32.9,"4,3,5,2,1","3,4,2,5,1","3,4,2,5,1","3,4,5,2,1","4,3,2,1,5","3,4,5,2,1"
55130,male,22.9,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,4,1,3,5","4,3,5,2,1"
55131,female,19.4,"1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","3,1,2,4,5","4,3,2,1,5","4,3,2,5,1"
55119,female,19.8,"2,1,4,3,5","1,2,3,4,5","1,2,3,4,5","2,1,3,4,5","1,2,3,4,5","2,3,1,4,5"
55135,male,11.8,"2,1,4,3,5","2,1,3,4,5","2,4,1,3,5","3,1,2,5,4","2,1,3,4,5","3,2,1,4,5"
55134,male,22.5,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,5,1","2,3,1,4,5","3,4,2,5,1"
55138,female,,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","1,2,3,4,5"
55142,male,37.2,"2,1,3,4,5","1,2,3,4,5","1,3,2,4,5","4,3,2,1,5","3,2,4,1,5","3,4,5,2,1"
55140,female,33.0,"2,3,4,5,1","2,1,4,3,5","1,2,3,4,5","2,1,5,4,3","4,2,3,1,5","3,1,2,4,5"
55145,male,52.3,"4,3,2,5,1","1,2,3,4,5","2,1,3,4,5","3,2,1,4,5","3,2,1,4,5","1,2,3,4,5"
55150,,,"2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","2,3,4,5,1","3,4,2,1,5","3,4,5,2,1"
55153,male,24.6,"2,3,4,5,1","2,3,1,4,5","1,2,3,4,5","3,2,4,1,5","3,2,4,1,5","4,3,2,5,1"
55160,male,25.1,"2,3,1,4,5","2,3,1,4,5","2,1,3,4,5","2,1,3,4,5","1,2,3,4,5","1,2,3,4,5"
55157,male,20.2,"3,4,1,5,2","5,4,3,2,1","5,4,3,1,2","2,1,4,3,5","1,5,4,2,3","5,1,2,3,4"
55162,female,16.0,"1,3,2,5,4","1,2,3,4,5","1,3,2,4,5","4,3,2,5,1","3,2,4,5,1","3,4,5,2,1"
55163,male,30.9,"3,2,1,4,5","3,2,1,4,5","2,1,3,4,5","2,1,3,4,5","2,3,1,4,5","3,4,2,1,5"
55035,male,27.6,"2,3,1,4,5","1,2,3,4,5","2,3,1,4,5","1,2,5,4,3","2,1,3,4,5","2,3,4,5,1"
55166,male,22.9,"3,2,1,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,5,1","2,3,1,4,5","2,1,3,4,5"
55170,female,33.7,"3,1,2,4,5","2,3,1,4,5","2,3,1,4,5","1,3,2,5,4","3,4,2,1,5","2,4,3,1,5"
55172,female,24.2,"2,1,3,4,5","1,2,3,4,5","2,1,3,4,5","3,2,1,4,5","3,4,2,1,5","3,4,5,2,1"
54741,male,33.6,"4,5,3,2,1","2,3,1,4,5","2,3,1,4,5","5,4,3,2,1","3,2,1,5,4","4,3,5,2,1"
52178,female,18.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","4,5,3,2,1","3,4,5,2,1","4,5,3,2,1"
55171,female,19.0,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","2,4,3,1,5","2,3,1,4,5","3,4,2,1,5"
55176,female,19.3,"2,1,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,1,5","3,4,2,1,5","4,3,5,2,1"
55180,female,20.6,"3,2,4,1,5","2,3,1,4,5","3,4,2,1,5","3,2,4,1,5","2,3,4,1,5","2,3,4,5,1"
55159,male,23.3,"3,2,4,1,5","2,3,1,4,5","2,1,3,4,5","3,4,2,5,1","4,3,5,2,1","5,4,3,2,1"
55176,female,19.3,"1,2,3,4,5","1,2,3,4,5","1,2,3,4,5","3,2,4,1,5","3,4,2,1,5","4,5,3,2,1"
55175,female,28.8,"3,2,4,1,5","2,1,3,4,5","2,3,1,4,5","2,1,3,4,5","1,2,3,4,5","2,1,4,3,5"
54062,female,18.0,"1,2,3,4,5","1,2,3,4,5","1,3,2,4,5","3,5,4,2,1","3,2,4,5,1","4,3,2,5,1"
55185,female,21.1,"2,3,4,5,1","1,2,3,4,5","1,3,2,4,5","3,4,2,5,1","1,2,3,4,5","3,2,1,4,5"
55183,male,24.3,"3,2,1,4,5","2,1,3,4,5","1,2,3,4,5","2,4,1,3,5","3,2,4,1,5","2,3,1,4,5"
