user_id,sex,birthday
66519,male,1987-04-16
66520,male,1986-07-07
66521,male,1958-07-07
66522,female,1991-12-20
66524,male,1984-05-03
66528,female,1989-04-26
66533,male,1985-11-03
66535,male,1970-09-15
66536,female,1982-03-30
66543,male,1986-09-18
66544,female,1965-12-01
66546,male,1969-03-29
66547,male,1982-10-26
66550,female,1977-07-11
66551,male,1986-01-19
66552,male,1990-05-10
66553,female,1977-09-25
66554,female,1984-10-22
66558,female,1980-08-03
66559,male,1975-06-05
66560,female,1983-03-29
66561,female,1968-06-27
66562,male,1987-05-07
66563,female,1979-09-09
66564,female,1989-01-27
66565,male,1981-07-05
66566,female,1989-03-30
66567,male,1987-11-26
66571,male,1972-05-15
66572,male,1986-12-09
66573,male,1985-02-12
66575,male,1983-05-25
66579,female,1981-02-02
66580,female,1985-12-18
66584,male,1971-08-06
66587,female,1981-09-09
66589,female,1986-10-25
66590,female,1976-08-25
66592,male,1948-10-01
66597,female,1978-10-25
66598,female,1988-10-28
66601,female,1992-11-26
66607,male,1987-09-04
66608,female,1989-04-22
66609,female,1986-02-26
66611,female,1990-10-10
66619,female,1986-06-05
66620,male,1951-08-06
66622,male,1986-06-08
66625,female,1988-10-01
66629,female,1980-01-01
66633,male,1992-04-07
66635,male,1971-11-16
66638,male,1988-03-24
66640,male,1984-08-28
66641,male,1988-06-06
66642,female,1982-01-08
66644,female,1989-05-26
66647,female,1988-12-03
66649,female,1988-11-24
66650,male,1970-01-01
66652,male,1988-07-08
66654,male,1975-07-02
66658,male,1989-04-25
66660,female,1969-05-27
66661,female,1991-09-19
66664,male,1985-02-02
66665,female,1979-11-03
66667,female,1988-12-23
66669,female,1989-08-21
66674,female,1958-05-30
66680,NA,NA
66681,female,1975-06-24
66683,female,1974-03-21
66684,male,1989-10-10
66688,male,1933-04-19
66691,male,1989-05-05
66693,female,1947-01-20
66694,female,1988-03-16
66695,female,1982-05-26
66697,male,1977-01-01
66701,male,1981-11-01
66702,female,1988-11-08
66703,male,1982-02-10
66705,female,1986-02-26
66707,female,1979-07-23
66709,female,1988-05-18
66710,male,1988-08-08
66713,female,1984-11-10
66714,male,1975-12-02
66715,male,1988-09-19
66716,male,1959-02-25
66718,male,1984-07-10
66719,female,1973-02-20
66720,female,1988-09-16
66722,male,1976-03-18
66724,male,1987-10-23
66725,female,1989-08-10
66727,male,1974-01-01
66732,male,1989-01-01
66736,female,1988-08-07
66738,male,1969-05-20
66740,male,1976-08-23
66744,female,1961-04-19
66747,male,1985-01-14
66751,male,1980-09-09
66752,male,1984-08-15
66753,male,1978-05-30
66754,male,1983-01-27
66757,female,1982-05-21
66765,female,1968-01-21
66767,female,1984-01-31
66769,male,1985-07-18
66770,female,1986-01-29
66772,female,1985-06-05
66773,female,NA
66776,male,1979-07-26
66781,female,1979-04-06
66782,male,1982-04-05
66786,female,1985-04-22
66787,male,1985-08-12
66790,male,1989-11-19
66792,male,1983-06-22
66794,female,1985-12-25
66801,male,1975-05-07
66802,male,1985-06-08
66811,female,1971-04-24
66818,male,1984-09-11
66824,male,1986-06-12
66827,female,1981-11-05
66828,male,1989-08-18
66829,male,1988-04-25
66833,male,1984-02-04
66835,male,1978-10-29
66838,female,1985-08-17
66841,male,1979-12-27
66843,male,1971-06-09
66845,female,1990-02-09
66846,male,1983-04-30
66849,female,1956-01-15
66850,male,1990-02-14
66853,male,1973-08-27
66854,female,1980-10-31
66855,male,1988-05-17
66857,female,1990-11-01
66858,female,1984-08-17
66861,male,1973-09-09
66864,female,1982-03-21
66866,male,1975-04-06
66867,female,1982-01-28
66868,male,1988-01-21
66869,male,1984-06-01
66870,female,1990-03-07
66872,female,1984-11-19
66874,male,1986-05-15
66877,male,1977-10-01
66878,female,1988-10-25
66879,female,1977-12-17
66881,female,1986-10-15
66882,female,1990-01-01
66885,female,1978-05-29
66886,female,1974-07-04
66888,male,1975-12-22
66890,male,1969-12-12
66893,male,1970-02-27
66894,male,1986-07-07
66900,male,1980-05-10
66906,male,1987-10-24
66912,male,1979-01-01
66913,male,1988-05-30
66915,female,1986-09-11
66916,female,1984-03-31
66917,female,1985-06-06
66920,male,1983-04-09
66921,male,1983-02-08
66922,male,1968-07-26
66923,female,1986-12-29
66926,male,1985-08-03
66928,female,1982-11-29
66929,female,1986-07-07
66930,male,1984-07-03
66931,female,1967-07-26
66932,female,1987-10-26
66934,male,1980-11-14
66935,female,1973-10-19
66937,male,1987-02-16
66939,female,1987-03-04
66942,male,1974-07-07
66946,male,1979-04-26
66951,female,1980-07-01
66952,male,1970-09-17
66956,male,NA
66957,male,1975-10-25
66959,male,1979-04-07
66960,male,1984-07-10
66964,female,1992-01-19
66969,male,1988-11-06
66970,male,1987-08-21
66971,male,1980-04-18
66972,male,1989-06-24
66979,male,1983-06-19
66981,male,1982-07-23
66982,female,1979-10-01
66983,male,1984-01-09
66984,female,1984-06-20
66985,male,1970-12-29
66986,female,1992-05-22
66987,female,1978-01-01
66989,male,1979-06-26
66990,female,1979-11-11
66992,male,1983-03-08
66994,male,1973-07-12
66995,male,1985-09-20
66998,male,1981-01-01
67001,male,1978-08-08
67002,male,1981-02-04
67005,female,1986-02-28
67006,male,1987-02-09
67007,male,1988-08-15
67011,female,1990-08-23
67012,female,1991-02-15
67014,female,1983-08-27
67016,male,1984-07-27
67017,male,1984-10-16
67020,female,NA
67023,female,NA
67025,female,1984-01-01
67026,male,1958-06-18
67028,female,1988-08-15
67030,female,1948-07-14
67031,male,1982-03-25
67032,male,1986-02-02
67035,female,NA
67041,female,1990-11-07
67045,female,1979-06-06
67048,female,1978-11-28
67050,female,1981-07-19
67051,male,1990-04-04
67054,male,1989-03-03
67059,male,1961-07-17
67060,male,1990-03-31
67062,female,1966-08-04
67064,female,1979-04-26
67065,male,1986-01-06
67067,female,1987-08-03
67069,male,1982-12-10
67070,female,1988-03-21
67072,male,1988-10-31
67073,male,1986-07-12
67077,female,1989-01-21
67078,male,1957-10-01
67079,female,1958-10-15
67080,female,1986-10-10
67083,female,1984-01-18
67086,male,1984-07-29
67087,male,1981-12-12
67089,male,1972-02-14
67092,male,1976-03-02
67093,male,1983-08-10
67094,male,1988-02-22
67097,male,1989-07-16
67099,male,1978-04-14
67100,male,1968-09-09
67101,female,1984-02-02
67104,male,1979-09-30
67105,male,1988-04-09
67106,male,1965-02-02
67108,male,1986-10-09
67111,male,1977-03-18
67112,male,1986-02-12
67113,male,1988-08-08
67118,female,1979-10-25
67119,female,1971-01-27
67124,male,1975-04-02
67128,male,1965-04-11
67136,male,1987-10-10
67139,male,1970-10-11
67143,female,1981-01-09
67146,male,1986-06-10
67150,male,1981-06-02
67152,female,1981-07-31
67155,male,1984-05-21
67160,male,1980-12-09
67165,male,1966-02-07
67166,female,1988-03-16
67169,female,1984-05-15
67173,female,1961-04-23
67175,male,1964-12-03
67179,male,1982-12-05
67180,male,1954-10-10
67182,female,NA
67186,female,1992-04-10
67191,female,1977-09-19
67198,female,1981-09-12
67200,NA,NA
67204,male,1988-10-14
67205,female,1989-02-13
67211,female,1988-11-12
67215,female,1990-01-19
67217,female,1990-03-24
67220,female,1984-11-23
67221,female,1990-05-15
67222,female,1988-12-10
67223,male,1981-03-18
67224,female,1987-01-12
67225,male,1952-08-31
67226,female,1991-05-03
67227,female,1980-05-14
67229,female,1989-07-18
67231,male,1963-01-01
67234,female,1986-01-06
67237,female,1989-02-03
67238,female,1990-02-08
67241,female,1988-12-27
67242,male,1981-04-16
67243,male,1979-05-27
67246,female,1989-05-19
67248,male,1988-05-26
67250,female,1990-05-11
67251,female,1982-06-04
67253,female,1987-01-26
67256,female,1988-12-27
67258,female,1991-08-29
67259,female,1987-09-26
67262,male,1952-08-17
67267,female,1985-09-28
67268,female,1984-05-08
67271,female,1984-12-13
67272,female,1985-10-07
67274,female,1984-12-17
67276,female,1987-02-01
67277,male,1979-07-31
67278,male,1988-10-23
67279,male,1990-08-17
67281,male,1980-04-07
67282,female,1984-07-31
67284,female,1983-02-04
67285,female,1985-11-03
67286,male,1970-12-05
67287,male,1980-12-04
67288,female,1985-08-27
67289,male,1986-03-27
67292,female,1989-08-02
67296,male,1979-02-06
67299,female,1986-03-14
67301,male,1957-02-07
67302,female,1979-03-26
67303,male,1990-05-05
67304,male,1990-08-06
67308,female,1982-01-17
67313,female,1967-04-10
67314,male,1990-01-16
67315,male,1986-08-24
67317,male,1975-12-16
67318,female,1988-02-02
67320,female,NA
67326,male,1984-10-10
67327,male,1989-09-09
67328,male,1988-05-02
67329,male,1987-07-21
67330,male,1977-06-01
67337,female,1987-09-06
67338,female,1975-08-23
67339,male,1961-12-28
67340,male,1988-01-10
67341,male,1977-04-01
67342,female,1987-10-10
67343,female,1985-08-05
67344,female,1982-04-16
67347,female,1987-12-13
67349,female,1984-11-04
67350,female,1990-09-27
67353,female,1975-10-10
67354,male,1987-03-28
67357,male,1979-04-21
67360,female,1989-10-29
67362,female,1990-06-25
67365,male,1987-07-27
67370,female,1959-07-11
67372,male,1987-08-08
67376,female,1964-10-28
67379,male,1987-01-14
67380,male,1980-06-30
67383,male,1980-10-23
67385,male,1973-12-31
67390,male,1988-05-16
67394,female,1982-09-07
67395,female,1990-09-14
67396,female,1985-09-14
67397,female,1989-12-05
67398,female,1989-04-29
67399,female,1990-10-07
67401,female,1990-05-23
67402,female,1990-03-30
67403,female,1989-06-13
67404,female,1989-11-23
67405,female,1990-08-22
67406,female,1990-01-01
67407,female,1990-05-01
67410,female,1990-10-20
67411,female,1987-01-11
67413,female,1980-06-24
67414,female,1990-03-18
67415,female,1989-11-18
67416,male,1979-11-14
67418,female,1982-01-01
67422,female,1990-09-26
67424,male,1974-02-04
67429,male,1985-03-30
67434,female,1985-05-07
67437,female,1989-12-16
67442,female,1986-11-09
67456,female,1987-06-30
67457,female,1989-01-04
67459,female,1981-10-14
67463,female,1987-09-18
67468,male,1979-09-22
67473,male,1988-01-01
67479,female,1986-01-31
67483,male,1983-10-30
67486,male,1988-02-02
67489,female,1988-02-20
67490,male,1988-07-27
67492,male,1986-07-08
67496,female,1981-08-31
67506,male,1987-02-21
67509,female,1988-08-08
67513,female,1981-08-15
67515,male,1981-12-29
67525,male,1984-09-19
67529,male,1975-06-22
67530,female,1988-03-08
67534,female,1978-10-12
67539,female,1986-07-28
67542,female,1987-03-07
67544,male,NA
67560,male,1975-11-28
67561,male,1962-04-16
67563,female,1990-10-31
67565,male,1971-03-03
67570,male,1979-03-11
67572,female,1989-09-28
67575,female,1978-01-01
67577,female,1982-01-27
67579,male,1987-03-26
67583,female,1988-08-08
67585,male,1986-02-08
67587,male,1985-01-18
67588,male,1977-05-05
67590,female,1969-04-09
67594,male,1979-12-03
67595,male,1969-03-03
67596,female,1956-03-08
67598,female,1964-09-08
67600,female,1961-12-09
67603,female,1986-03-17
67620,female,1982-09-06
67624,male,1973-10-08
67625,female,1988-03-21
67626,male,1969-08-16
67627,male,1986-03-07
67628,male,1987-09-23
67631,female,1990-01-23
67634,female,1986-06-27
67641,male,1984-05-12
67646,male,1974-10-01
67651,male,1980-04-06
67653,male,1957-02-26
67657,male,1987-06-09
67658,male,1986-09-03
67662,male,1985-03-18
67670,female,1987-08-08
67671,female,1984-08-21
67672,male,1983-06-04
67674,female,1987-01-15
67679,female,1973-05-09
67681,male,1981-01-06
67698,male,1985-11-29
67721,female,NA
67725,male,1980-04-15
67732,male,1961-09-09
67737,female,1985-02-19
67741,male,1975-09-13
67744,female,1985-10-17
67747,male,1985-02-21
67751,male,1982-04-30
67760,female,1987-09-10
67762,male,1969-11-30
67763,female,1984-10-23
67771,male,1978-10-05
67772,female,1980-02-02
67778,male,1966-09-21
67781,female,1981-05-21
67783,female,1989-08-03
67788,male,1990-08-10
67791,male,1981-08-02
67792,male,1985-11-24
67805,female,1985-05-19
67807,male,1979-03-03
67808,male,1986-12-12
67817,female,1988-03-28
67819,female,1987-10-15
67825,male,1979-01-25
67827,male,1981-01-02
67828,female,1989-02-12
67830,female,1981-01-17
67831,female,1987-05-19
67832,male,1983-02-06
67834,female,1984-01-05
67835,female,1980-01-03
67836,male,1990-07-20
67844,male,1981-05-07
67846,female,1963-11-03
67848,male,1988-05-15
67854,female,1979-06-02
67857,male,1986-08-04
67858,male,1988-12-12
67865,female,1979-07-25
67868,male,1984-07-27
67875,male,1982-04-04
67877,female,1985-04-13
67878,female,1985-04-02
67879,female,1988-08-14
67884,female,1982-03-18
67888,male,1984-09-29
67894,male,1986-06-18
67897,male,1983-01-24
67898,male,1987-02-04
67901,female,1988-01-12
67902,male,1982-01-01
67906,female,1980-06-09
67908,male,1964-09-21
67909,female,1988-07-01
67913,male,1982-06-18
67914,male,1988-08-19
67915,male,1980-03-01
67916,female,1974-07-27
67920,male,1986-10-21
67930,male,1981-04-02
67932,female,1979-05-16
67934,female,1985-10-20
67937,male,1971-12-19
67939,male,1984-02-18
67940,male,1973-02-01
67942,female,1984-09-17
67944,male,1993-10-16
67947,male,1982-12-08
67948,female,1985-02-25
67949,female,1983-02-16
67958,female,1986-03-28
67966,male,1974-03-03
67972,female,1981-09-29
67976,female,1990-07-12
67988,male,1976-03-03
67991,female,1991-08-04
67994,female,1948-01-27
67995,female,1985-07-06
67998,male,1989-04-10
67999,male,1984-12-31
68008,male,1984-10-28
68017,female,1982-12-09
68019,female,1979-04-17
68020,male,1980-02-02
68021,male,1975-01-10
68034,female,1988-09-15
68036,female,1986-05-20
68039,female,1978-10-20
68042,female,1985-12-06
68051,female,1977-08-16
68058,male,1970-05-06
68063,male,1980-05-24
68067,female,1980-10-14
68071,male,1984-08-26
68073,female,1983-12-28
68082,female,1986-03-07
68084,male,1982-10-07
68088,male,1983-05-29
68094,female,NA
68100,female,1986-01-04
68101,female,1985-09-05
68116,female,1985-01-20
68117,male,1983-07-12
68121,male,1990-04-04
68127,male,1972-07-23
68128,female,1984-08-31
68129,female,1986-01-04
68130,female,1981-08-24
68132,male,1986-09-03
68144,female,1988-09-28
68153,female,1976-04-04
68154,male,1987-09-08
68155,male,1983-09-11
68157,male,1985-08-20
68158,female,1968-02-13
68162,female,1982-11-11
68165,female,1986-04-19
68167,female,1986-12-11
68171,female,1970-11-16
68174,female,1979-04-17
68176,male,1974-07-10
68178,female,1991-01-02
68186,female,1977-01-15
68188,female,1982-02-16
68190,female,1988-06-23
68192,male,1979-09-29
68195,female,1987-04-27
68204,female,1989-04-17
68208,male,1970-01-03
68220,male,1982-10-31
68221,female,1988-07-02
68222,female,1970-10-15
68223,male,1988-11-15
68224,male,1988-01-11
68229,male,1988-11-21
68232,male,1973-02-14
68242,male,1979-09-28
68243,male,1980-10-30
68249,female,1973-08-08
68251,female,1986-07-25
68252,male,1951-12-30
68255,male,1952-10-26
68258,male,1981-08-18
68260,female,1984-12-01
68269,male,1986-12-06
68274,female,1946-10-12
68278,male,1982-01-23
68280,male,1986-02-16
68285,female,1985-02-27
68286,male,1985-08-08
68287,male,1990-07-28
68294,male,1969-08-17
68301,female,1980-08-27
68308,female,1965-05-28
68315,female,1990-03-17
68320,female,1987-06-12
68322,female,1988-01-27
68335,male,1974-02-18
68336,female,1988-04-25
68339,female,1987-12-12
68355,female,1977-06-17
68364,female,1987-04-24
68367,female,1979-06-27
68369,male,1992-04-10
68370,female,1992-12-07
68372,female,1991-06-17
68374,female,1984-01-01
68381,female,1988-04-16
68383,male,1983-01-19
68385,female,1969-06-14
68390,female,1990-05-17
68392,female,1985-08-26
68394,female,1975-07-22
68396,male,1984-11-12
68397,female,1986-10-12
68401,female,1987-01-19
68403,female,1977-04-20
68413,male,1987-01-02
68418,female,1964-06-06
68421,male,1970-03-24
68424,male,1983-07-22
68426,male,1971-10-22
68427,male,1984-04-07
68437,female,1988-09-22
68439,female,1983-05-28
68449,male,1967-12-19
68450,female,NA
68455,female,1979-06-22
68457,male,1987-10-10
68464,female,1988-11-24
68466,female,1980-01-07
68473,male,1984-02-20
68474,female,1985-04-29
68477,female,1982-07-02
68478,female,1975-06-27
68484,female,1986-11-04
68485,male,1962-10-19
68487,male,1978-09-24
68488,male,1969-07-28
68493,male,1985-10-09
68500,female,1983-12-28
68501,male,1983-01-01
68503,female,1982-11-01
68504,male,1983-10-10
68505,female,1986-03-06
68506,male,1984-06-07
68510,female,1985-02-13
68517,NA,NA
68519,female,1987-11-17
68529,male,1982-12-09
68535,male,1981-11-04
68549,male,1975-12-29
68563,female,1987-05-31
68567,male,1977-03-20
68581,male,1988-10-31
68585,male,1985-03-21
68586,female,1981-10-31
68592,male,1968-08-08
68594,male,1974-11-01
68595,female,1985-12-21
68599,male,1980-06-13
68606,female,1959-03-30
68607,male,1987-01-09
68611,male,1971-03-10
68612,female,1982-10-27
68627,female,1957-04-01
68632,male,1975-12-20
68634,male,1985-07-26
68637,male,1980-04-22
68643,male,1965-09-27
68644,female,1956-11-20
68646,female,1984-08-22
68648,male,1983-10-13
68654,female,1983-03-01
68664,female,1988-07-06
68666,male,1987-01-01
68668,female,1987-07-21
68670,male,1980-10-06
68676,female,1978-03-10
68678,female,1988-06-18
68679,male,1967-06-07
68681,female,1990-07-09
68682,male,1984-02-01
68689,male,1990-02-24
68698,female,1981-05-25
68706,female,1985-07-21
68710,female,NA
68714,male,1984-06-26
68720,female,NA
68721,male,1984-04-07
68726,male,1990-03-02
68728,male,1986-04-28
68732,male,1983-03-23
68733,male,1948-07-07
68738,female,1985-07-24
68739,female,1979-08-13
68744,male,1985-02-02
68745,female,1970-11-29
68746,female,1980-03-31
68748,female,1987-08-23
68752,female,1988-08-01
68753,female,1957-01-04
68754,female,1984-05-23
68757,male,1987-02-10
68758,female,1983-08-04
68759,female,1985-07-05
68771,female,1988-04-01
68772,female,1988-09-08
68784,male,1979-11-08
68786,female,1989-05-05
68787,male,1987-06-15
68791,male,1983-01-02
68792,male,1972-03-26
68793,female,NA
68796,female,1957-07-04
68802,male,1981-10-18
68806,female,1984-06-06
68809,female,1991-05-11
68813,female,1976-04-17
68816,male,1974-02-02
68826,female,1976-03-05
68829,male,1983-10-06
68830,male,1972-08-07
68840,female,1987-03-31
68849,male,1986-07-27
68858,male,1977-01-29
68863,female,1982-08-31
68864,female,1982-05-27
68873,male,1975-12-25
68874,female,1978-05-29
68877,male,1970-09-16
68878,male,1985-06-26
68879,female,1987-09-09
68880,male,1988-07-01
68884,female,1985-06-21
68897,male,1979-04-07
68898,female,1985-02-22
68899,male,1970-08-28
68916,female,1980-01-01
68918,male,1987-10-25
68920,female,1983-03-11
68921,female,1990-12-30
68926,male,1979-12-26
68929,male,1944-05-18
68939,female,1979-06-12
68947,female,1988-08-19
68948,female,1989-06-05
68950,female,1987-12-23
68960,female,1986-01-01
68967,female,1976-03-30
68970,male,1984-05-29
68971,male,NA
68975,female,1981-05-13
68976,male,1974-06-27
68981,female,1988-03-05
68982,male,1971-03-25
68985,female,1989-04-16
68992,male,1979-08-08
68993,male,1952-08-20
68998,female,1988-07-19
68999,NA,NA
69001,female,1991-07-02
69003,male,1983-08-09
69008,male,1983-01-16
69009,female,1943-03-03
69011,female,1984-10-20
69013,female,1985-08-08
69021,female,1957-07-23
69027,female,1971-04-28
69033,female,1969-09-24
69035,male,1988-09-09
69038,male,1979-03-18
69039,male,1964-12-22
69051,female,1984-12-14
69053,male,1982-12-26
69054,female,1961-10-17
69059,male,1982-01-11
69060,female,1988-04-18
69063,male,1979-12-17
69064,female,1985-09-10
69072,female,1966-08-11
69073,female,1978-10-15
69076,male,1973-08-31
69077,female,1975-04-29
69092,male,1973-04-17
69093,female,1982-05-09
69096,female,1988-05-01
69099,male,1974-05-25
69103,male,1980-05-10
69107,female,1958-12-28
69114,male,1986-02-23
69115,female,1989-07-20
69125,female,1960-01-06
69130,male,1980-05-24
69131,female,1987-02-01
69140,female,1988-10-06
69150,female,1985-07-10
69152,male,1976-07-07
69155,female,1977-04-05
69161,female,1983-04-01
69169,female,NA
69173,male,1981-05-09
69175,male,1976-01-01
69176,male,1984-07-24
69177,female,1958-06-12
69179,female,1988-08-28
69181,male,1966-10-01
69188,female,1969-11-11
69189,female,1986-07-18
69193,male,1966-02-02
69196,male,1986-08-05
69197,male,1951-10-18
69198,female,1986-11-09
69206,male,1990-05-21
69207,female,1985-09-12
69214,female,1979-11-18
69221,female,1985-07-01
69222,male,1966-01-20
69223,male,1959-09-09
69228,male,1972-02-10
69230,female,1980-02-03
69231,male,1990-03-03
69232,male,1968-10-03
69233,female,1989-05-01
69236,male,1983-03-06
69238,female,1976-09-05
69242,female,1992-05-27
69244,female,1984-02-02
69246,female,1991-09-12
69247,male,1974-09-08
69249,female,1984-09-10
69261,male,1973-12-17
69262,female,1988-06-28
69268,female,1976-08-28
69272,female,1988-04-13
69274,male,NA
69275,male,1986-06-17
69277,male,1980-01-25
69279,female,1986-02-21
69282,male,1979-08-23
69283,male,1972-06-06
69285,male,1970-12-12
69288,NA,NA
69293,female,1976-08-30
69294,female,1986-08-29
69295,male,1986-02-23
69301,male,1971-04-20
69311,female,1961-06-08
69323,female,1986-07-11
69324,female,1973-10-29
69327,female,1990-03-21
69330,male,1962-05-05
69335,female,1979-01-06
69337,female,1986-07-13
69338,male,1983-09-17
69342,male,1975-09-11
69344,female,1990-04-07
69346,female,1989-02-19
69350,female,1990-04-16
69351,female,1990-02-14
69352,female,1990-01-04
69353,female,1989-12-12
69354,female,1990-02-11
69357,female,1990-04-01
69358,female,1990-11-02
69359,female,1990-07-09
69361,female,1990-04-17
69362,female,1989-08-23
69363,male,1981-12-06
69364,female,1990-01-22
69389,female,NA
69390,male,1984-09-04
69398,female,1978-04-04
69407,male,1983-09-14
69410,male,1981-03-04
69412,female,1983-07-27
69413,male,1985-07-25
69418,female,1986-07-15
69419,male,1987-11-01
69424,male,1981-10-15
69426,male,1980-10-31
69430,male,1988-07-26
69432,male,1984-02-03
69433,male,1954-05-31
69440,male,1984-05-10
69448,female,1956-11-20
69449,male,1984-10-30
69450,male,1979-01-06
69453,female,1990-11-08
69465,male,1986-01-17
69468,male,1985-04-14
69470,male,NA
69471,female,1975-09-25
69473,male,1970-01-01
69480,male,1986-01-07
69489,male,1975-09-17
69490,female,1989-10-24
69495,male,1984-03-22
69497,male,1987-09-07
69501,male,1983-07-06
69503,female,1988-08-09
69506,male,1985-04-21
69507,male,1979-11-19
69539,male,1952-06-20
69554,male,1987-03-04
69555,male,1982-12-09
69571,male,1978-08-04
69572,male,1989-07-08
69582,male,1981-10-16
69584,male,1988-09-07
69589,male,1980-10-10
69590,male,1983-08-01
69592,male,1983-10-24
69593,female,1981-08-13
69594,male,1981-03-27
69597,male,1987-03-23
69598,male,1981-02-08
69600,female,1977-06-20
69605,male,1978-07-26
69609,female,1966-12-31
69613,male,1962-12-05
69614,female,1981-06-14
69619,male,1983-03-20
69627,female,1989-02-03
69629,female,1982-11-11
69631,female,1987-11-18
69632,male,1979-04-03
69633,male,1984-02-20
69636,male,1986-02-03
69646,female,1988-08-21
69647,male,1982-04-11
69651,male,1989-04-24
69653,female,1981-12-03
69658,male,1982-09-02
69659,female,NA
69660,male,1992-08-09
69663,male,1970-01-17
69675,female,1981-12-24
69682,male,1955-08-08
69687,male,1980-01-01
69690,male,1986-11-08
69691,male,1986-02-20
69694,female,1984-08-11
69702,male,1977-10-26
69708,male,1972-05-07
69712,male,1987-12-17
69715,male,1983-08-27
69716,female,1982-11-02
69717,male,1982-04-28
69720,female,1990-05-03
69722,female,1971-09-09
69724,male,1974-12-03
69728,male,1982-11-08
69732,female,1989-12-14
69735,female,1988-07-21
69737,male,1981-12-04
69746,female,1987-04-20
69758,female,1979-02-04
69768,male,1983-07-09
69769,female,1988-03-02
69770,female,1983-02-07
69771,male,1985-10-27
69772,female,1990-04-01
69774,female,1942-05-02
69779,male,1986-02-13
69780,female,1989-09-20
69781,male,1972-05-23
69784,female,1986-02-02
69788,female,1960-06-16
69791,male,1984-07-07
69793,female,1988-11-08
69804,male,1988-04-06
69806,female,1988-01-04
69809,female,1988-07-25
69811,male,1987-03-09
69813,male,1990-01-05
69817,male,1989-12-17
69819,male,1983-05-11
69820,male,1989-01-28
69821,male,1982-07-15
69825,female,1986-09-26
69831,male,1982-03-30
69832,female,1986-05-06
69835,female,1986-01-03
69837,female,1990-12-08
69838,female,1978-10-20
69841,female,1955-05-19
69843,male,1985-02-28
69847,male,1985-06-13
69850,female,1987-07-24
69851,male,1971-08-07
69855,male,1989-11-11
69856,male,1988-07-02
69862,female,1977-07-25
69864,female,1989-12-07
69865,female,1984-02-26
69871,female,1983-01-17
69872,female,1982-05-10
69879,male,1987-08-04
69881,female,1968-03-13
69884,male,1965-09-06
69887,female,1985-10-19
69888,male,1972-04-11
69890,female,1992-09-02
69891,male,1968-09-08
69892,female,NA
69896,male,1984-04-15
69902,female,1949-07-26
69908,male,1960-06-08
69909,female,1986-05-29
69915,male,1937-12-29
69920,male,1985-04-29
69922,male,1989-06-05
69924,male,1975-03-14
69926,female,1991-06-08
69931,female,1986-07-07
69933,female,1984-04-14
69935,female,1983-12-24
69937,male,1981-12-25
69938,female,1981-12-27
69941,male,1988-09-22
69949,female,1981-07-04
69954,female,1988-10-19
69955,female,1960-06-12
69958,male,1947-07-16
69962,female,1979-07-31
69970,female,1989-09-26
69971,male,1983-01-14
69972,female,1986-04-12
69973,male,1979-04-30
69974,female,1987-07-02
69978,female,1988-04-22
69979,female,1989-05-22
69981,male,1988-03-31
69985,female,1966-08-30
69988,male,1964-11-15
69990,female,1992-02-29
69994,male,1988-02-05
69996,female,1987-04-22
69997,male,1981-05-10
69998,male,1965-03-16
70006,female,1985-12-30
70008,female,1990-12-19
70009,male,1990-12-15
70013,male,1988-02-17
70016,male,1987-08-17
70021,female,1965-12-22
70023,male,1987-09-24
70025,female,1989-09-09
70027,female,1983-10-12
70029,female,1987-07-30
70041,male,1988-02-05
70048,female,1980-02-19
70049,male,1967-07-01
70050,female,1990-01-11
70051,male,1980-05-04
70057,male,1965-06-22
70060,female,1985-10-24
70065,female,1983-06-05
70086,male,1969-07-16
70088,male,1982-07-10
70090,female,1986-11-13
70097,female,1978-06-23
70099,male,1977-03-19
70107,female,1988-03-03
70111,male,1988-03-10
70112,female,1988-09-09
70114,male,1983-11-02
70115,male,1970-01-08
70118,female,1989-05-17
70121,male,1984-11-11
70125,female,1990-01-19
70130,male,1974-04-13
70131,male,1986-03-30
70132,male,1985-03-19
70133,female,1987-05-06
70136,male,1987-11-11
70139,female,1982-04-04
70141,female,1983-08-15
70144,male,1986-01-28
70146,female,1981-11-06
70149,male,NA
70151,female,1980-02-10
70155,male,1970-04-14
70162,female,1986-06-06
70163,female,1982-12-23
70164,female,1983-10-12
70167,female,1979-04-21
70168,female,1988-07-17
70172,male,1978-07-18
70177,male,1981-02-28
70180,male,1985-11-11
70181,male,1955-03-27
70183,female,1984-12-17
70190,female,1987-02-25
70193,male,1979-11-13
70204,male,1990-10-20
70207,female,1984-04-22
70209,female,1989-03-17
70217,male,1984-06-29
70218,male,1984-12-09
70219,male,1985-03-03
70234,female,1989-07-28
70235,male,1972-12-12
70240,female,1960-10-10
70241,female,1960-02-02
70252,male,1980-07-18
70254,female,1987-11-02
70255,female,1984-03-17
70256,male,1971-12-29
70263,female,1988-08-15
70272,male,1970-01-25
70273,female,1988-11-13
70275,female,1988-10-01
70278,female,1972-06-15
70284,male,NA
70285,male,1981-03-03
70289,female,1981-08-12
70293,female,1988-04-17
70294,male,1978-08-28
70297,male,1977-01-08
70300,male,1950-06-28
70303,female,1985-12-03
70305,female,1982-07-30
70306,female,1971-04-03
70307,male,1980-12-03
70308,female,1986-02-14
70313,female,1967-05-13
70318,female,1979-01-01
70320,male,1967-11-02
70331,male,1980-09-18
70339,female,1986-05-12
70343,female,1990-09-27
70346,male,1973-10-13
70353,male,1992-05-17
