user_id,date,Op1,Ne1,Ne2,Op2,Ex1,Ex2,Co1,Co2,Ne3,Ag1,Ag2,Ne4,Ex3,Co3,Op3,Ex4,Op4,Ex5,Ag3,Co4,Co5,Ne5,Op5,Ag4,Op6,Co6,Ex6,Ne6,Co7,Ag5,Co8,Ex7,Ne7,Co9,Op7,Ne8,Ag6,Ag7,Co10,Ex8,Ex9
24146,2006-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24155,2006-04-17,6,1,5,5,5,4,3,4,3,3,5,3,2,3,4,4,0,4,3,2,3,2,2,4,4,5,4,2,2,4,3,3,2,3,6,1,6,3,4,3,4
24159,2006-04-17,,,,,,,0,,,,,6,,,,,,0,,6,,,,,,0,,6,,,,,,6,6,0,6,,,,
24172,2006-04-17,2,1,3,4,0,1,4,5,3,4,6,6,0,6,5,0,1,0,1,5,5,1,1,3,6,5,1,2,5,5,6,2,3,6,6,4,6,3,6,1,1
24198,2006-04-17,6,3,1,5,2,2,4,1,5,5,4,5,4,2,5,3,5,,4,4,5,2,5,5,5,4,4,3,2,,3,3,2,,5,5,3,5,3,3,2
24200,2006-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24209,2006-04-17,3,6,0,0,3,3,0,5,0,5,4,5,3,5,0,4,3,2,5,1,5,2,1,6,1,5,1,1,1,1,6,1,5,6,0,5,3,6,3,4,3
24215,2006-04-17,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
24219,2006-04-17,6,3,2,4,4,3,3,4,2,6,5,3,4,4,5,3,0,3,5,3,5,6,3,6,1,3,2,4,2,6,3,3,3,3,6,2,6,4,3,3,3
24231,2006-04-17,4,4,2,0,3,0,2,2,5,5,3,3,6,3,4,3,3,1,3,4,3,1,0,3,6,3,0,1,3,3,2,5,4,5,6,4,4,3,4,2,2
24232,2006-04-18,1,0,6,5,5,5,5,5,0,6,6,1,1,6,1,6,2,4,5,1,5,2,6,6,4,6,3,0,1,0,3,0,,6,1,5,6,6,1,6,1
24244,2006-04-18,4,1,3,6,3,4,4,4,2,5,3,4,4,5,6,2,3,5,5,6,5,1,6,2,6,5,4,3,4,3,3,5,4,4,6,4,4,4,5,4,6
24251,2006-04-18,1,3,0,5,1,3,5,6,5,5,6,4,2,5,4,3,1,3,5,2,1,1,4,6,3,5,2,3,2,6,2,3,3,5,6,2,6,4,5,4,3
24253,2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24266,2006-04-18,3,3,6,3,2,5,2,3,3,5,5,2,3,4,5,2,3,1,3,5,5,5,6,5,4,5,3,2,1,1,3,6,1,6,6,3,5,6,5,4,6
24298,2006-04-18,6,6,0,6,6,5,3,5,5,6,5,5,4,5,6,5,6,5,4,3,1,5,5,6,6,3,5,0,1,4,1,6,6,4,6,6,4,6,6,6,5
24304,2006-04-18,2,3,4,2,3,3,1,4,1,1,4,3,4,2,4,3,4,,4,2,2,3,4,3,3,4,2,3,1,4,3,4,3,4,4,1,1,5,5,5,3
24312,2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24332,2006-04-18,4,5,3,6,6,4,2,6,6,3,4,6,4,4,1,2,6,3,4,0,2,1,6,4,6,6,0,5,1,0,0,1,4,3,6,0,2,3,3,0,0
24333,2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24342,2006-04-18,4,5,3,1,3,3,2,3,3,3,2,1,4,3,3,3,3,4,3,3,3,3,3,3,6,3,3,4,1,3,4,3,3,3,4,4,3,3,4,3,3
24344,2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24347,2006-04-18,4,2,3,5,4,4,5,6,1,6,3,2,3,6,4,5,2,5,6,3,5,0,5,6,6,5,2,0,5,4,5,3,3,4,6,1,4,6,4,6,5
24361,2006-04-18,3,3,1,6,2,4,1,5,4,4,6,,1,2,4,5,3,2,4,2,0,0,2,4,5,5,2,4,3,5,0,3,4,2,6,4,6,4,4,6,4
24371,2006-05-29,6,3,1,4,1,5,5,4,1,6,6,1,1,5,4,5,0,5,4,5,1,3,5,5,5,5,2,1,6,4,5,2,1,5,5,0,5,6,4,4,3
24374,2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24376,2006-04-18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3
24392,2006-04-18,0,,0,6,,6,6,6,6,6,0,0,,,,6,,,,0,0,6,,6,0,6,0,,0,0,6,0,6,0,0,6,0,6,0,6,0
24411,2006-04-18,5,5,5,1,1,2,4,2,1,6,6,3,1,2,3,1,3,1,3,0,2,1,1,5,5,2,2,1,1,4,5,2,2,3,5,3,6,3,2,5,2
24419,2006-04-18,6,4,4,3,0,2,4,4,5,5,5,4,1,4,5,2,6,0,5,3,0,3,3,5,6,5,3,4,1,5,3,1,4,5,6,4,6,5,4,4,3
24426,2006-04-18,3,4,4,4,1,1,3,3,1,4,1,2,3,3,6,1,3,4,2,2,2,1,6,3,5,2,3,1,1,2,4,1,2,4,4,2,2,3,4,2,2
24441,2006-04-18,5,5,5,4,1,4,5,5,5,5,5,4,1,6,4,2,4,4,4,1,3,5,5,5,2,5,1,5,2,4,2,5,4,2,3,5,5,4,3,2,5
24445,2006-04-18,6,5,5,6,5,3,2,2,1,3,3,2,5,4,3,5,4,3,4,3,3,5,5,3,2,5,5,4,4,3,3,5,5,3,6,4,2,4,2,2,5
24446,2006-04-18,6,4,5,6,4,5,2,2,3,5,6,5,4,2,6,4,6,4,3,2,1,3,2,4,4,3,4,4,3,5,1,5,4,4,5,4,6,5,2,4,3
24448,2006-04-18,6,4,2,5,3,2,4,4,4,4,2,6,3,4,4,3,6,3,4,3,1,2,4,3,5,4,2,4,2,1,1,2,6,2,4,6,2,1,4,3,3
24473,2006-04-18,6,0,6,0,5,3,2,2,4,2,1,6,4,4,6,6,5,2,2,6,2,5,6,2,6,4,3,3,3,0,2,6,6,3,6,6,3,4,2,4,6
24485,2006-04-18,2,4,4,6,1,4,4,2,2,5,5,2,2,4,6,1,1,6,5,2,2,3,6,5,6,5,1,2,1,5,2,2,2,5,6,2,5,5,3,2,5
24497,2006-04-18,4,4,1,4,5,3,1,1,1,5,6,5,5,4,1,5,3,5,5,3,3,1,2,5,4,3,5,1,1,5,3,5,0,2,3,1,2,5,5,6,5
24518,2006-04-18,1,3,3,4,1,4,2,1,3,6,5,1,2,2,2,5,0,2,5,3,3,3,3,5,4,1,3,1,2,5,5,5,1,2,5,3,6,5,2,5,5
24526,2006-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24547,2006-04-19,4,1,4,4,3,1,4,2,3,5,2,2,1,1,5,1,4,1,3,1,0,1,5,6,5,3,1,2,2,5,1,1,3,2,5,2,5,2,4,3,3
24554,2006-04-19,2,5,6,5,2,3,4,5,5,2,2,5,1,4,4,4,2,4,2,5,4,6,3,2,6,6,3,3,3,2,4,6,5,5,6,5,2,2,5,3,5
24558,2006-04-19,6,0,1,6,5,6,4,6,1,6,2,2,5,5,6,6,6,5,5,4,2,0,2,3,6,6,6,3,0,2,0,5,4,3,6,2,1,4,5,5,5
24562,2006-04-19,3,2,1,6,1,2,2,2,1,6,5,1,3,4,5,6,4,6,3,1,5,4,5,5,6,6,2,2,2,5,4,2,1,5,6,1,6,5,4,4,4
24581,2006-04-19,6,6,3,5,1,3,4,5,2,3,1,5,1,3,6,1,6,3,5,4,5,2,6,5,4,4,2,1,1,5,4,4,4,4,5,4,4,3,3,4,2
24601,2006-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
24654,2006-04-19,6,4,2,1,0,4,5,4,4,6,6,0,2,4,5,5,6,0,6,1,0,2,5,5,1,4,4,4,1,6,3,6,1,5,4,1,6,4,4,5,5
24665,2006-04-19,3,4,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,2,2,4,2,3,2,4,3,3,2,3,3,2,3,3,3,4,2,4,3,3,2
24677,2006-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24700,2006-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24702,2006-04-19,,,,,,,,,,,5,,,,,,,,,,,,,6,,,,0,,,,,,,,,,,,,
24727,2006-04-19,3,1,2,0,2,5,5,5,1,5,6,1,6,4,3,6,3,4,2,3,5,5,6,3,5,6,5,2,6,1,1,6,,5,1,1,6,6,5,6,6
24728,2006-04-19,6,3,5,3,1,2,4,2,0,3,4,4,3,2,6,2,4,2,4,2,1,0,6,5,3,4,2,0,2,5,1,4,2,2,4,2,5,4,2,2,5
24746,2006-04-19,,0,0,6,4,6,5,5,0,6,6,0,5,5,6,6,,6,3,2,5,0,6,6,6,6,5,0,5,6,5,5,0,5,6,0,6,6,5,6,5
24749,2006-04-19,6,5,3,6,1,5,3,0,2,5,5,5,1,3,5,5,5,5,5,6,3,2,6,5,6,3,1,2,3,5,3,5,2,3,6,4,6,3,4,3,6
24758,2006-04-19,3,6,5,5,0,2,5,5,1,5,2,4,3,4,3,3,3,3,5,2,0,4,5,5,2,6,2,1,1,3,0,4,3,5,6,4,4,2,2,3,5
24770,2006-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
24775,2006-04-19,5,3,2,6,0,2,2,4,4,5,5,3,1,1,5,1,4,2,5,4,4,2,5,5,6,5,1,4,4,3,3,3,3,3,6,4,6,4,3,2,4
24783,2006-04-19,6,0,6,0,0,0,0,0,,0,6,6,6,0,6,0,0,0,0,6,6,0,6,0,6,0,6,6,6,6,0,6,0,6,6,0,6,0,6,0,6
24797,2006-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24807,2006-04-19,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,,,,,,,,,,4,,,
24819,2006-04-19,1,5,0,6,5,6,5,6,4,5,4,3,5,6,6,6,1,5,5,0,5,3,6,5,6,5,5,0,0,2,4,6,1,1,6,3,6,5,5,6,6
24821,2006-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24825,2006-04-19,3,3,3,6,0,3,2,3,6,6,3,0,6,2,3,2,3,3,6,6,5,6,0,6,6,,0,4,3,0,3,0,3,3,6,4,6,1,5,6,4
24833,2006-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24846,2006-04-19,3,3,3,3,3,3,3,3,0,1,3,3,3,3,1,4,3,3,2,4,3,3,3,1,6,5,3,1,5,5,3,2,3,3,4,3,3,3,5,2,4
24848,2006-04-19,3,4,4,2,3,5,1,3,3,6,2,3,5,3,3,3,3,4,2,3,3,4,5,2,1,3,5,3,2,3,2,6,3,3,1,3,3,3,4,3,5
24861,2006-04-19,2,1,5,5,3,1,1,2,3,4,5,4,4,3,3,3,1,4,5,3,1,4,5,4,5,6,3,3,1,2,1,4,2,2,5,4,5,3,3,2,4
24869,2006-04-19,6,3,6,6,4,,5,3,3,6,6,4,2,4,6,4,6,5,3,5,1,5,3,3,6,6,3,1,2,6,3,5,3,4,6,3,6,5,3,5,5
24878,2006-04-19,2,0,1,5,2,6,3,5,0,6,4,1,2,4,5,5,1,4,2,5,4,1,4,4,6,5,3,0,5,5,3,5,0,5,6,1,6,3,5,5,5
24879,2006-04-19,3,5,1,6,5,4,2,2,3,4,3,6,2,4,6,4,5,3,0,4,3,1,5,4,6,2,5,1,2,5,3,4,4,2,6,0,2,5,4,3,3
24883,2006-04-19,3,5,5,6,1,1,3,4,4,5,2,5,1,4,6,0,3,0,2,5,5,3,4,5,6,6,2,4,2,3,2,0,5,3,6,6,3,2,3,1,0
24894,2006-04-19,5,3,4,6,2,2,1,3,4,5,6,2,5,2,0,1,2,2,4,3,5,1,4,0,3,4,4,3,2,6,3,4,3,4,6,2,4,2,4,2,5
24899,2006-04-19,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
24900,2006-04-20,3,5,0,4,5,6,6,5,4,6,2,0,6,5,4,6,3,5,6,6,2,0,5,6,6,4,6,1,1,3,5,6,0,2,6,1,1,6,2,6,6
24909,2006-04-20,4,6,2,1,4,6,3,3,4,5,4,4,5,2,4,6,3,4,4,3,1,6,4,1,0,3,4,2,2,2,0,6,3,3,4,5,6,5,3,6,4
24910,2006-04-20,3,4,1,4,4,4,3,0,1,4,4,2,5,2,0,5,3,3,4,5,6,0,6,3,4,6,5,1,1,6,1,3,0,3,0,1,4,3,3,3,5
24911,2006-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24931,2006-04-20,3,3,4,0,5,6,5,4,2,4,2,2,5,4,1,5,3,5,4,3,1,3,0,4,0,5,5,2,2,2,2,5,1,2,0,1,2,2,2,5,5
24934,2006-04-20,6,1,5,6,1,5,6,5,5,6,5,6,6,5,4,3,6,5,4,3,4,1,6,6,6,5,3,5,5,6,4,1,6,3,6,6,5,6,6,2,0
24938,2006-04-20,5,1,3,6,1,5,3,4,2,5,5,3,3,4,6,4,4,4,4,5,4,3,4,5,0,5,4,2,3,5,4,3,2,5,6,3,5,5,4,5,5
24947,2006-04-20,5,6,1,5,0,1,1,3,1,5,5,5,0,2,3,3,5,3,3,4,3,4,5,5,5,3,1,3,1,4,1,0,3,3,6,4,6,6,4,2,0
24986,2006-04-20,2,,3,6,2,3,4,4,1,5,5,4,3,4,5,3,2,4,5,5,5,2,5,3,6,3,2,2,3,5,4,1,2,4,6,3,6,3,5,3,5
25033,2006-04-20,6,4,1,4,3,5,4,0,2,6,6,5,5,1,5,4,6,3,4,2,0,0,5,5,5,4,5,3,1,6,1,5,4,2,6,5,6,5,5,4,5
25038,2006-04-20,3,1,4,6,6,5,3,2,0,5,5,3,4,5,0,6,3,6,5,5,1,5,6,3,6,5,6,0,4,2,1,5,1,5,6,3,6,5,4,6,6
25048,2006-04-20,3,3,3,2,3,3,3,4,2,3,3,3,4,3,3,5,3,2,4,2,3,3,3,4,5,3,3,4,3,1,3,0,4,2,1,3,3,3,3,4,3
25068,2006-04-20,6,,1,5,5,4,6,2,1,6,6,5,4,6,2,6,0,6,6,0,3,1,5,6,1,6,3,2,6,0,,6,0,4,5,1,5,5,0,1,1
25072,2006-04-20,3,3,2,5,1,5,2,4,0,6,6,4,5,3,3,6,3,3,5,3,1,1,1,6,2,3,5,1,3,2,4,3,1,3,5,0,5,4,2,4,1
25076,2006-04-20,6,4,3,5,4,5,3,2,1,6,1,4,6,2,6,5,5,5,5,5,5,2,5,2,6,5,3,1,3,5,,5,0,5,6,1,4,6,4,6,
25120,2006-04-20,6,4,2,6,2,5,4,5,1,6,3,1,1,5,4,5,6,4,5,6,4,1,5,6,6,6,3,1,4,2,5,3,0,5,6,0,2,4,5,3,5
25144,2006-04-20,3,3,4,3,3,3,3,3,2,4,3,3,2,3,2,5,5,3,4,4,3,3,3,4,3,3,3,4,2,3,3,2,3,2,3,3,3,3,3,3,2
25154,2006-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25160,2006-04-20,5,2,1,3,1,1,4,2,0,4,6,4,3,4,5,1,1,4,5,4,3,1,6,5,6,5,4,1,5,4,2,2,0,4,5,1,2,1,4,3,2
25163,2006-04-20,2,5,4,3,1,1,2,2,5,5,5,4,1,1,5,1,3,1,2,5,2,5,0,5,5,5,0,5,2,3,3,1,5,4,4,4,5,4,4,1,0
25173,2006-04-20,3,5,4,5,4,5,2,5,4,5,6,2,4,4,5,4,3,4,3,5,2,0,1,5,5,6,4,4,1,2,2,5,3,4,6,5,6,4,5,4,4
25177,2006-04-20,6,6,0,3,5,5,4,5,1,4,5,5,4,4,3,4,5,4,4,1,1,4,5,3,0,4,5,3,0,3,2,5,6,5,0,6,5,4,2,5,6
25202,2006-04-21,3,4,1,5,5,6,5,5,3,5,2,3,2,5,4,6,3,5,4,1,4,3,6,5,5,5,2,1,2,2,4,5,4,4,6,4,3,5,3,5,2
25209,2006-04-21,6,6,5,4,5,4,2,5,1,5,5,5,5,5,6,5,6,4,5,2,1,3,6,5,3,5,4,2,4,,,5,1,,4,3,6,2,4,5,5
25211,2006-04-21,6,4,1,6,3,4,1,2,5,5,6,4,1,1,6,3,2,3,4,4,1,5,6,5,6,3,3,4,1,4,1,3,4,3,6,5,5,3,4,5,3
25217,2006-04-21,6,0,6,0,0,0,0,0,0,0,6,6,6,0,6,0,0,0,0,6,6,0,6,0,6,0,6,6,6,6,0,6,0,6,6,0,6,0,6,0,6
25220,2006-04-21,,1,0,5,3,5,3,4,0,5,3,3,4,4,3,6,,4,,1,2,0,,5,0,4,4,1,2,6,2,6,0,,6,0,3,4,5,5,6
25222,2006-04-21,5,4,1,5,4,4,4,2,4,4,5,5,2,3,6,3,4,5,4,3,1,4,5,5,5,4,1,3,1,3,1,0,5,2,5,5,6,1,1,1,2
25233,2006-04-21,2,6,6,4,1,3,3,2,1,6,5,1,4,3,3,3,2,1,6,4,2,6,4,3,2,4,3,4,4,1,3,6,3,4,3,3,3,4,4,5,2
25255,2006-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25267,2006-04-21,1,4,3,5,1,1,2,4,3,5,3,4,1,5,5,3,2,2,3,5,2,1,5,3,5,5,1,3,2,3,3,1,4,1,5,4,2,3,4,1,2
25288,2006-04-21,,,,,,,,,,,,,,,3,,0,,,,6,,,,,,6,,,,,,,,,,,,,,
25311,2006-04-21,3,5,4,3,3,3,3,2,2,4,3,2,3,3,3,4,3,4,4,2,4,3,1,3,2,5,4,2,2,1,1,5,3,3,4,3,6,4,3,4,5
25316,2006-04-21,5,6,4,6,3,2,2,4,4,4,4,5,5,4,5,4,5,5,2,2,2,5,5,4,6,4,2,1,2,4,2,2,3,4,6,5,5,5,2,1,4
25327,2006-04-21,0,5,4,2,4,4,4,4,5,6,2,3,0,5,6,4,0,4,6,3,2,2,6,6,2,4,2,4,4,2,2,5,4,5,2,4,3,6,3,3,3
25330,2006-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25344,2006-04-21,3,2,1,5,4,5,5,5,0,4,2,2,3,5,4,3,3,4,3,2,2,1,5,3,5,5,4,1,3,5,4,3,1,5,5,2,5,4,5,4,3
25348,2006-04-21,2,4,3,4,5,4,3,4,4,4,2,2,2,4,2,4,4,4,4,2,2,4,2,4,2,4,2,2,2,2,,2,4,2,2,4,2,4,2,4,2
25378,2006-04-21,5,2,5,5,2,2,3,2,3,6,5,5,0,3,6,4,5,4,5,2,1,4,1,6,6,3,2,3,3,6,2,3,3,6,6,3,6,6,2,3,4
25384,2006-04-21,6,2,1,6,4,3,6,6,0,6,4,6,0,6,0,6,0,6,3,6,6,6,6,5,6,6,4,0,6,2,3,0,0,6,6,0,6,3,6,3,6
25400,2006-04-21,4,4,3,5,4,3,4,4,1,4,4,1,6,4,4,6,4,4,3,2,4,2,4,6,4,3,1,0,3,3,3,6,5,4,4,2,4,3,3,5,4
25416,2006-04-22,6,4,6,6,0,2,5,6,0,6,2,1,6,6,6,1,0,0,2,6,6,6,2,6,6,5,0,2,6,6,1,1,5,6,6,4,6,4,0,1,2
25418,2006-04-22,6,5,6,6,3,4,3,3,3,5,5,5,5,3,6,5,5,3,5,5,2,4,4,5,6,6,5,3,5,5,0,5,4,1,6,5,5,4,5,5,4
25426,2006-04-22,5,4,5,4,1,2,2,4,6,2,2,5,2,3,5,2,4,3,2,1,0,5,5,2,3,2,1,5,0,4,2,2,5,1,4,5,1,2,3,1,1
25427,2006-04-22,6,3,4,6,0,0,1,1,3,5,3,5,1,3,6,3,3,1,2,3,1,4,4,6,6,3,2,3,1,5,4,1,3,3,6,4,5,3,3,3,1
25439,2006-04-22,4,1,4,2,3,,2,5,1,5,5,1,3,5,3,2,3,3,5,6,5,1,3,5,3,5,1,1,1,3,3,1,3,2,5,1,1,5,1,5,1
25441,2006-04-22,,3,4,2,0,1,3,3,5,3,2,5,3,3,1,2,,1,3,3,1,5,5,3,2,3,3,4,1,3,3,1,3,4,3,3,2,2,4,0,4
25443,2006-04-22,6,4,3,3,3,5,5,3,2,6,5,6,2,2,4,6,0,2,4,6,6,2,1,5,3,6,3,1,4,6,4,6,0,6,6,1,6,6,6,6,4
25450,2006-04-22,4,4,,5,1,2,4,3,4,5,4,5,2,3,5,1,4,4,3,3,1,6,5,5,5,1,1,3,2,3,2,1,4,5,6,5,5,4,2,1,2
25461,2006-04-22,6,2,1,6,0,4,5,5,3,6,6,2,2,5,6,4,0,3,6,2,4,2,6,5,4,6,1,1,4,1,1,1,1,4,5,2,6,3,3,5,1
25470,2006-04-22,3,4,4,4,3,3,3,4,5,5,4,3,4,4,6,2,1,4,5,2,2,1,6,4,5,5,2,5,2,5,3,1,3,3,6,3,5,4,3,3,1
25486,2006-04-22,6,4,3,5,2,2,1,1,2,5,6,5,1,1,3,1,0,1,2,0,0,3,4,3,6,6,1,3,1,3,1,1,3,1,5,5,6,3,3,2,1
25497,2006-04-22,3,1,4,4,2,5,6,4,1,3,5,4,3,4,3,5,2,5,5,4,3,2,2,6,5,6,3,1,2,1,1,3,1,2,4,3,5,4,5,2,5
25499,2006-04-22,4,6,6,6,3,4,1,5,2,5,2,6,5,6,6,3,4,4,4,1,0,4,6,6,3,6,3,1,0,1,0,6,5,0,6,6,2,5,5,6,4
25503,2006-04-24,6,0,4,4,5,4,2,4,1,5,5,0,6,4,6,4,6,4,5,2,2,3,6,5,2,6,3,1,2,4,2,5,1,5,4,0,6,4,6,4,5
25525,2006-04-23,2,2,3,4,2,3,2,4,4,5,5,5,1,4,5,2,2,1,4,0,1,2,4,3,4,4,2,3,1,4,1,2,5,3,5,5,4,2,3,3,3
25536,2006-04-23,6,5,4,6,2,5,3,2,3,5,6,4,6,2,5,4,6,3,,1,2,3,6,4,6,2,5,3,0,3,3,6,3,4,6,5,6,4,4,5,6
25538,2006-04-23,3,3,2,5,3,3,3,1,5,3,2,3,1,1,5,1,3,3,1,1,1,5,5,1,5,4,5,5,1,3,1,3,5,1,5,5,1,1,1,1,5
25549,2006-04-23,3,1,6,4,1,5,4,4,4,5,5,2,1,1,6,4,3,5,4,5,5,2,6,6,4,4,5,1,2,6,0,4,1,,2,1,6,5,2,3,5
25553,2006-04-23,5,,,,3,2,,,3,,,,,,,,4,,,,,,,,,,,,,,3,2,,,1,,,2,3,,
25565,2006-04-23,5,4,4,6,1,1,4,5,3,5,2,3,1,4,6,2,5,4,2,4,1,6,6,5,6,3,1,2,1,2,0,2,3,4,6,3,3,3,5,4,5
25580,2006-04-23,4,3,3,5,4,3,5,6,0,6,5,3,1,6,5,4,5,4,2,5,5,3,3,5,5,5,2,3,5,3,3,1,1,5,6,3,5,3,5,3,2
25589,2006-04-23,2,4,3,5,2,5,2,3,2,5,4,4,4,4,5,4,2,1,4,3,3,3,5,5,5,3,3,3,2,3,,5,4,2,5,2,5,5,3,4,5
25600,2006-04-24,5,4,5,4,1,2,5,2,2,6,2,4,2,4,5,1,5,,5,5,2,5,6,5,2,6,4,1,1,1,1,3,2,5,5,1,2,4,1,4,4
25602,2006-04-24,6,3,3,5,0,3,2,2,1,5,4,2,0,3,5,4,4,4,6,1,1,5,4,4,2,6,2,1,1,2,1,2,3,4,5,3,6,4,4,4,2
25611,2006-04-24,4,0,2,5,0,2,3,3,2,4,5,2,1,2,6,0,4,1,2,0,1,2,6,5,3,2,2,0,4,6,0,2,2,2,4,2,6,2,4,2,2
25612,2006-04-24,3,2,3,3,4,5,5,6,0,6,6,1,5,6,5,4,3,5,4,6,4,5,5,5,0,5,5,0,5,1,6,1,1,6,1,2,3,5,5,5,2
25638,2006-04-24,2,4,4,6,5,5,4,3,0,5,5,3,5,5,4,6,4,5,5,2,4,2,3,5,1,4,5,1,4,5,4,6,3,3,1,3,1,5,2,1,6
25671,2006-04-24,6,2,1,3,1,4,3,4,1,5,5,2,0,4,6,3,0,2,4,3,2,2,5,5,2,5,3,1,2,6,0,3,2,2,6,4,3,3,4,4,2
25672,2006-04-24,,3,1,4,0,3,2,4,6,4,2,5,1,5,5,3,,1,2,5,2,0,5,5,4,2,1,3,1,5,2,1,4,2,5,5,2,1,4,4,4
25684,2006-05-19,6,5,3,6,4,2,3,4,5,5,4,2,4,6,4,4,6,5,2,3,5,5,2,4,5,5,4,4,2,3,2,4,3,1,0,2,3,2,5,3,4
25699,2006-04-24,6,5,5,5,4,5,3,1,3,5,5,5,1,3,6,4,5,6,3,5,0,1,6,6,5,4,1,3,2,5,1,5,4,3,5,4,6,4,1,4,4
25700,2006-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25732,2006-04-24,3,0,0,6,1,6,6,6,0,6,6,1,0,6,5,3,4,6,1,5,4,0,4,6,1,6,0,0,1,5,3,2,0,6,6,0,6,6,6,2,3
25737,2006-04-24,6,3,3,6,3,4,6,6,0,6,5,5,6,5,6,6,5,6,4,3,6,2,6,6,6,6,6,0,4,1,5,6,1,2,6,1,5,6,5,6,6
25741,2006-04-24,6,2,5,6,3,5,4,3,3,5,4,4,5,5,6,4,4,6,4,6,2,6,6,4,6,4,5,1,1,2,0,3,4,1,6,4,2,4,5,6,6
25743,2006-04-24,3,1,4,6,3,5,2,2,1,5,5,2,5,3,6,2,3,5,4,4,6,1,5,3,5,5,6,1,4,5,2,5,0,3,6,1,5,5,5,5,6
25746,2006-04-24,6,5,4,6,2,2,2,4,4,5,5,4,2,5,1,5,5,2,5,2,1,5,1,4,5,5,4,1,2,5,2,5,5,2,6,5,5,4,2,2,3
25761,2006-04-25,4,2,5,2,0,1,4,5,4,3,5,5,3,1,3,4,4,2,1,,3,1,3,4,4,6,2,4,2,3,2,1,4,0,4,4,6,5,4,5,1
25775,2006-04-25,5,2,3,6,4,5,4,6,1,3,4,3,6,4,6,6,4,6,5,6,2,0,6,6,1,6,6,2,3,3,2,5,3,6,6,5,6,6,5,4,6
25779,2006-04-25,6,3,5,5,0,1,4,1,5,5,6,5,0,1,5,0,6,1,1,2,1,4,5,1,5,5,1,4,1,6,1,0,5,5,5,5,6,4,1,3,1
25781,2006-04-25,6,4,6,5,1,4,1,2,5,2,1,5,1,1,3,4,6,1,2,0,0,6,6,4,3,5,3,5,0,2,0,3,4,2,5,4,1,1,1,4,3
25802,2006-04-25,4,2,3,4,2,4,4,3,3,5,4,3,3,4,4,4,4,4,2,3,3,3,3,5,4,4,3,1,3,2,4,4,3,2,3,2,2,5,4,3,3
25840,2006-04-25,6,6,2,6,0,0,2,3,6,6,6,5,0,4,6,3,6,1,6,3,0,5,4,5,6,4,0,5,1,6,1,1,6,0,6,6,6,5,0,1,0
25841,2006-04-25,6,2,2,6,5,5,5,4,3,4,5,4,6,5,2,5,4,5,4,3,4,3,6,5,5,3,4,2,3,4,4,1,2,3,6,1,4,3,3,5,3
25881,2006-04-25,4,3,1,5,4,3,3,4,2,4,5,5,1,4,6,4,4,3,4,2,5,2,6,5,4,4,2,1,2,3,2,3,4,3,5,5,5,5,3,4,2
25882,2006-04-25,5,2,1,5,4,4,3,4,0,4,1,2,2,5,4,5,4,4,4,1,1,4,5,4,5,2,2,1,1,2,2,4,2,2,5,2,4,4,2,4,5
25885,2006-04-25,6,0,6,0,0,0,0,0,0,0,6,6,6,0,6,0,0,0,0,6,6,0,6,0,6,0,6,6,6,6,0,6,0,6,6,0,6,0,6,0,6
