user_id,sex,age,id,q2616,q2617,q2618,q2619,q2620,q2621,q2622,q2623,q2624,q2625,q2626,q2627,q2628,q2629,q2630,q2631,q2632,q2633,q2634,q2635,q2636,q2637,q2638,q2639,q2640,starttime,endtime
208113,female,30.3,1286,3,3,2,4,1,3,2,3,1,3,4,4,3,3,4,3,2,3,3,3,1,3,4,2,4,2009-04-15 01:26:00,2009-04-15 01:28:54
208722,female,14.3,1287,1,4,1,1,1,3,1,3,1,4,1,1,4,1,1,1,1,1,4,4,4,4,1,1,1,2009-04-16 00:42:07,2009-04-16 00:49:28
208732,female,15.6,1288,3,4,2,3,4,3,4,4,2,3,2,3,2,2,3,3,3,4,4,3,3,3,3,2,3,2009-04-16 01:08:00,2009-04-16 01:09:36
209229,female,21.5,1289,3,4,1,3,4,4,3,3,2,2,3,2,4,4,3,4,2,4,3,2,4,4,1,4,1,2009-04-17 21:35:28,2009-04-17 21:37:09
209252,female,18.1,1290,2,4,2,3,3,3,3,2,3,3,3,3,2,2,3,2,4,3,4,3,2,2,2,1,2,2009-04-18 00:45:49,2009-04-18 00:47:27
209329,female,36.1,1291,4,4,4,3,3,1,4,3,4,2,3,4,4,3,3,4,4,4,3,4,3,4,1,2,2,2009-04-18 08:12:19,2009-04-18 08:15:09
209379,female,20.9,1292,1,4,3,3,1,4,2,1,2,3,2,4,3,2,2,3,2,2,4,3,4,4,1,1,3,2009-04-18 17:03:40,2009-04-18 17:06:25
209386,female,31.4,1293,2,3,2,3,3,3,4,3,4,2,4,3,3,3,2,3,3,3,2,2,3,3,1,3,2,2009-04-18 21:18:51,2009-04-18 21:21:45
209556,female,22.0,1294,3,4,1,3,2,2,4,3,4,3,4,2,3,3,2,3,3,2,4,3,3,3,2,2,3,2009-04-19 20:55:09,2009-04-19 20:56:34
209667,female,25.1,1295,1,4,4,3,2,1,3,1,2,2,2,4,1,1,3,3,4,1,4,4,3,3,4,3,4,2009-04-20 14:00:45,2009-04-20 14:02:40
209683,female,28.0,1296,2,3,2,4,2,1,4,2,4,1,4,3,3,3,3,2,3,4,4,2,4,4,3,4,3,2009-04-20 16:44:09,2009-04-20 16:48:14
121055,male,15.8,1297,1,4,4,4,1,2,4,1,4,4,3,2,1,2,3,2,2,1,2,3,3,3,2,1,3,2009-04-20 19:14:04,2009-04-20 19:16:55
209708,female,24.1,1298,3,4,1,1,2,2,2,4,1,1,3,1,4,3,2,4,1,4,3,1,4,4,1,2,4,2009-04-20 21:08:59,2009-04-20 21:11:19
209724,female,24.9,1299,2,4,1,4,3,2,2,1,1,4,1,4,3,2,1,4,3,4,2,2,3,4,3,4,2,2009-04-20 21:31:06,2009-04-20 21:33:28
209643,male,42.9,1300,1,1,4,4,1,2,4,1,4,3,2,4,1,2,4,2,4,3,4,3,3,1,3,2,3,2009-04-21 08:33:57,2009-04-21 08:37:03
209812,female,20.3,1301,3,4,2,1,2,4,3,2,3,3,3,2,1,3,2,1,1,1,2,2,2,3,3,1,3,2009-04-21 12:16:12,2009-04-21 12:20:33
209930,female,45.1,1302,1,2,4,4,1,1,4,1,3,3,1,3,2,4,4,2,2,2,2,3,4,3,3,4,3,2009-04-22 03:08:04,2009-04-22 03:10:42
209475,female,18.3,1303,3,4,4,3,2,2,4,3,4,1,3,4,4,3,4,4,4,2,3,4,1,1,4,2,4,2009-04-22 20:34:12,2009-04-22 20:36:06
210363,female,26.2,1304,2,4,1,3,4,4,2,3,,1,1,4,3,2,,4,1,4,3,1,2,3,3,2,1,2009-04-24 04:16:58,2009-04-24 04:19:37
210362,female,24.8,1305,3,3,2,3,2,2,4,1,3,2,2,3,2,4,3,3,4,2,3,3,3,3,2,1,2,2009-04-24 05:10:13,2009-04-24 05:13:15
210518,female,18.3,1306,3,4,1,1,2,4,2,4,2,3,1,1,2,3,1,4,2,2,3,2,,4,3,3,4,2009-04-25 17:01:40,2009-04-25 17:03:39
210524,male,26.4,1307,1,1,4,4,1,4,4,1,4,1,1,4,1,2,3,4,4,4,1,3,4,3,1,4,3,2009-04-25 18:01:58,2009-04-25 18:05:03
210533,male,51.5,1308,4,1,4,4,2,2,4,1,4,2,3,4,2,4,3,4,2,4,2,2,2,3,1,3,3,2009-04-25 18:52:50,2009-04-25 18:55:24
210590,male,23.2,1309,2,1,4,1,4,4,3,1,4,3,4,3,2,2,2,2,3,3,3,1,2,1,1,1,4,2009-04-26 05:40:49,2009-04-26 05:44:26
210638,female,56.6,1310,1,4,3,2,2,4,4,1,4,4,2,4,2,4,4,2,3,2,3,2,3,2,1,2,3,2009-04-26 16:22:50,2009-04-26 16:27:16
210791,male,37.2,1312,2,2,3,4,1,1,4,1,4,1,4,1,1,2,2,1,4,1,1,3,1,1,4,2,4,2009-04-27 20:45:54,2009-04-27 20:48:07
210826,female,18.3,1313,4,4,2,3,2,3,4,2,3,2,2,4,4,2,3,4,3,4,3,3,2,4,2,3,3,2009-04-28 03:02:26,2009-04-28 03:04:35
140286,male,31.0,1314,2,3,4,4,2,2,4,1,3,2,2,4,2,1,3,2,4,4,4,3,4,4,4,4,3,2009-04-29 12:33:49,2009-04-29 12:36:54
211089,female,24.6,1315,4,4,1,3,2,4,2,4,4,2,4,3,1,1,4,4,2,3,4,3,3,2,1,2,2,2009-04-30 03:18:10,2009-04-30 03:24:24
211240,female,19.2,1316,2,3,3,3,2,2,4,2,3,2,2,4,3,3,2,3,1,3,3,3,3,2,3,2,4,2009-05-01 04:25:38,2009-05-01 04:27:49
211393,male,30.3,1317,1,3,4,4,1,1,4,1,4,3,4,4,1,1,4,1,4,1,3,2,2,1,4,1,4,2009-05-02 08:31:31,2009-05-02 08:34:04
211408,female,14.9,1318,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,1,1,2,3,4,2,3,4,2009-05-02 11:31:30,2009-05-02 11:32:51
211482,male,19.1,1319,1,2,4,2,1,3,,1,4,4,4,3,1,2,3,1,3,2,1,2,1,1,4,1,4,2009-05-03 01:07:33,2009-05-03 01:26:18
146156,male,19.3,1320,2,4,4,4,1,1,3,1,4,3,3,4,2,2,2,1,3,1,4,3,1,1,4,1,4,2009-05-03 02:03:40,2009-05-03 02:06:23
211579,female,40.3,1321,3,4,3,4,3,3,3,2,4,3,1,2,4,3,1,4,1,3,3,1,4,4,1,3,,2009-05-03 22:30:49,2009-05-03 22:33:57
211615,male,18.1,1322,1,3,4,4,1,2,4,1,4,3,3,4,1,1,4,3,4,2,4,3,3,3,3,3,4,2009-05-04 01:00:05,2009-05-04 01:03:37
211624,male,21.7,1323,1,2,4,4,2,2,4,1,4,3,3,4,3,2,3,2,3,4,4,1,3,1,2,3,4,2009-05-04 01:02:25,2009-05-04 01:04:18
211640,male,22.2,1324,1,1,1,4,1,1,4,1,4,4,4,4,1,1,4,2,4,1,4,4,2,1,4,2,4,2009-05-04 01:09:27,2009-05-04 01:10:52
211711,female,21.0,1325,2,4,1,3,2,2,2,1,2,3,2,4,3,3,2,3,1,2,2,2,2,4,3,3,3,2009-05-04 02:34:31,2009-05-04 02:36:34
211713,male,19.9,1326,1,1,3,3,1,2,4,1,4,4,2,4,1,3,2,2,2,2,4,4,3,2,4,2,4,2009-05-04 02:36:31,2009-05-04 02:39:18
211747,female,33.8,1327,3,3,3,3,3,2,3,3,4,3,4,4,3,2,3,3,3,3,3,2,3,2,3,1,3,2009-05-04 02:43:33,2009-05-04 02:45:58
211795,female,24.4,1328,3,3,3,3,2,1,4,1,3,2,2,4,2,1,3,3,4,2,3,3,3,2,4,2,3,2009-05-04 03:13:27,2009-05-04 03:15:11
211708,female,49.3,1329,1,2,1,3,2,1,3,2,4,2,3,4,2,2,3,2,2,3,2,2,3,2,2,2,2,2009-05-04 03:25:43,2009-05-04 03:28:32
211824,male,36.2,1330,1,2,4,4,1,2,4,1,4,3,3,4,1,3,4,2,4,1,4,4,2,1,4,1,4,2009-05-04 03:33:39,2009-05-04 03:35:39
211887,male,44.3,1331,1,1,4,2,1,1,4,1,4,4,3,4,1,3,4,1,2,1,4,4,1,2,4,1,4,2009-05-04 04:01:39,2009-05-04 04:03:17
211932,female,25.2,1332,3,3,4,3,4,2,4,1,4,4,4,4,1,4,4,1,2,2,4,3,2,1,1,2,4,2009-05-04 04:11:00,2009-05-04 04:13:10
211913,male,23.3,1333,1,2,4,3,1,2,4,1,4,2,4,4,1,3,4,2,3,2,4,2,3,1,2,1,4,2009-05-04 04:11:24,2009-05-04 04:14:18
211893,male,27.4,1334,2,4,4,4,1,2,4,1,4,4,4,4,1,2,2,1,4,1,3,4,2,2,2,2,3,2009-05-04 04:15:17,2009-05-04 04:18:03
211982,male,16.0,1335,1,1,4,4,1,2,4,1,4,2,3,4,1,1,4,2,4,3,3,3,3,1,3,2,4,2009-05-04 04:20:37,2009-05-04 04:22:32
211958,female,28.3,1336,3,4,2,3,2,2,3,3,2,2,2,3,3,4,3,3,2,1,3,4,1,4,4,1,4,2009-05-04 04:32:37,2009-05-04 04:35:30
211935,male,23.1,1337,2,2,3,4,2,1,4,1,3,3,1,4,2,2,2,3,3,2,3,3,2,2,3,2,3,2009-05-04 04:35:29,2009-05-04 04:37:29
211980,male,15.7,1338,2,2,1,2,1,3,4,1,3,2,1,2,2,3,4,3,2,3,4,2,4,2,2,3,3,2009-05-04 04:37:25,2009-05-04 04:39:22
212010,male,19.5,1339,1,4,3,4,3,3,3,1,3,3,2,1,2,2,3,4,2,2,3,2,2,4,2,3,2,2009-05-04 04:40:17,2009-05-04 04:43:01
212054,male,29.7,1340,1,1,4,3,1,1,4,1,4,2,4,4,2,3,2,2,3,2,1,3,3,2,4,2,4,2009-05-04 04:54:31,2009-05-04 04:56:13
212068,male,26.4,1341,2,4,4,4,1,1,4,1,4,1,2,4,2,1,2,4,2,1,3,1,2,3,2,1,4,2009-05-04 04:58:41,2009-05-04 05:00:46
211963,female,22.4,1342,1,2,2,3,1,4,4,1,4,3,3,4,2,3,4,2,3,1,4,3,1,2,3,1,2,2009-05-04 04:59:50,2009-05-04 05:01:17
212031,male,20.4,1343,2,4,4,4,1,1,4,1,4,3,1,4,1,1,4,2,2,1,4,3,1,2,4,2,4,2009-05-04 05:00:40,2009-05-04 05:02:14
211764,female,23.9,1344,2,4,3,3,3,4,3,2,3,1,1,3,3,3,3,4,2,3,2,2,3,4,2,2,3,2009-05-04 05:01:30,2009-05-04 05:07:48
212145,male,,1345,2,4,2,1,2,4,4,1,4,3,3,1,1,3,3,4,4,4,4,2,4,4,3,2,2,2009-05-04 05:16:53,2009-05-04 05:20:31
212110,male,20.4,1346,1,2,4,4,1,1,3,1,4,4,2,4,3,2,3,3,4,2,4,2,3,2,4,2,4,2009-05-04 05:21:20,2009-05-04 05:26:05
212111,male,20.3,1347,2,2,4,4,1,2,4,1,4,4,3,4,1,1,3,2,4,2,4,3,2,2,2,2,4,2009-05-04 05:34:01,2009-05-04 05:36:05
212118,female,21.7,1348,2,3,1,1,1,2,3,1,1,3,1,3,2,3,3,3,3,1,3,3,4,3,2,3,4,2009-05-04 05:34:50,2009-05-04 05:36:23
211677,male,20.1,1349,1,1,4,3,1,3,4,1,4,4,4,4,1,2,4,2,3,1,1,4,2,1,3,1,4,2009-05-04 05:41:20,2009-05-04 05:44:16
212215,male,20.1,1350,2,4,3,3,2,1,3,3,3,2,2,3,1,2,3,2,2,1,2,4,4,1,2,2,3,2009-05-04 05:49:19,2009-05-04 05:51:33
212172,female,19.4,1351,1,4,4,3,1,1,4,1,4,4,4,4,2,1,4,2,2,1,4,4,1,1,4,1,4,2009-05-04 05:50:52,2009-05-04 05:52:58
212196,female,24.3,1352,1,4,3,2,1,3,3,1,4,2,4,3,2,4,1,3,2,1,2,3,1,2,4,1,3,2009-05-04 06:00:39,2009-05-04 06:02:14
211875,female,22.2,1353,3,3,3,3,2,2,4,1,4,3,4,4,2,1,4,2,3,1,4,3,1,2,4,2,4,2009-05-04 06:01:00,2009-05-04 06:03:12
212220,male,19.5,1354,1,2,4,4,1,2,4,1,4,3,3,4,1,1,3,2,4,3,4,4,2,1,3,2,4,2009-05-04 06:01:55,2009-05-04 06:04:38
212281,male,20.3,1355,3,3,3,4,2,2,3,2,3,2,3,4,3,1,2,3,3,2,3,3,3,3,3,2,3,2009-05-04 06:10:05,2009-05-04 06:12:27
212338,male,25.6,1356,1,3,4,4,2,2,3,1,4,3,4,4,1,2,3,2,4,3,3,4,4,3,2,4,4,2009-05-04 06:18:37,2009-05-04 06:21:11
212317,male,23.2,1357,1,1,4,4,1,1,3,1,3,2,3,4,1,1,4,2,3,2,3,3,2,2,3,2,4,2009-05-04 06:29:12,2009-05-04 06:30:59
212336,female,22.1,1358,2,2,4,4,2,2,4,1,4,1,4,4,2,1,3,1,4,2,1,3,1,1,4,1,3,2009-05-04 07:21:33,2009-05-04 07:23:53
212419,female,20.2,1359,2,4,3,3,3,2,2,2,3,3,4,3,3,4,4,3,4,2,3,3,3,3,3,2,3,2009-05-04 07:38:07,2009-05-04 07:40:52
212205,female,26.5,1360,2,2,4,4,2,1,4,1,4,4,3,4,2,1,4,1,4,2,3,4,1,1,4,1,1,2009-05-04 07:42:27,2009-05-04 07:46:14
212434,male,21.0,1361,2,3,4,4,1,1,2,1,4,2,3,4,2,2,3,2,3,2,1,2,1,1,2,3,3,2009-05-04 07:44:31,2009-05-04 07:46:30
212509,female,20.2,1362,4,4,3,2,4,3,1,1,2,1,2,3,3,1,1,4,1,2,4,1,1,4,3,2,2,2009-05-04 08:32:16,2009-05-04 08:34:40
212639,female,27.4,1363,2,4,3,3,3,3,3,1,4,3,4,4,1,1,2,2,4,4,4,4,2,2,2,3,3,2009-05-04 09:41:22,2009-05-04 09:43:38
212611,male,26.7,1364,1,1,4,4,1,2,4,1,4,4,3,4,1,1,4,1,4,2,4,3,1,2,4,1,4,2009-05-04 09:48:49,2009-05-04 09:50:59
212518,male,25.2,1365,1,4,4,3,1,1,2,1,4,3,3,4,1,2,2,1,4,1,4,2,3,1,2,3,2,2009-05-04 09:51:11,2009-05-04 09:53:49
212709,female,21.1,1366,2,4,2,1,2,4,2,3,2,2,1,2,4,4,2,4,1,3,2,2,1,2,2,4,1,2009-05-04 11:16:26,2009-05-04 11:18:03
95309,male,40.5,1367,1,2,4,1,2,1,4,1,4,1,3,4,1,2,2,4,3,4,2,4,3,4,3,2,4,2009-05-04 11:18:13,2009-05-04 11:20:02
212672,male,40.3,1368,1,4,4,2,3,2,4,1,4,4,4,4,2,2,4,2,4,2,4,3,2,1,4,2,3,2009-05-04 11:20:20,2009-05-04 11:22:23
212658,female,23.3,1369,2,4,3,4,2,2,4,1,4,3,4,4,2,2,4,1,2,2,4,4,2,1,1,2,4,2009-05-04 11:24:10,2009-05-04 11:26:22
211620,female,34.9,1370,3,4,1,3,2,4,1,2,4,4,4,1,4,4,2,3,1,4,1,1,2,1,1,3,1,2009-05-04 12:46:39,2009-05-04 12:50:39
212147,male,20.7,1371,1,1,4,3,1,2,4,1,4,4,3,4,2,2,4,3,3,3,4,3,3,1,3,3,4,2009-05-04 14:35:50,2009-05-04 14:38:19
212766,male,27.0,1372,1,4,4,4,1,2,4,1,4,1,3,4,2,1,2,4,4,2,2,3,3,1,3,1,3,2009-05-04 15:53:59,2009-05-04 15:56:22
212796,female,41.6,1373,2,4,2,3,2,2,3,3,4,2,4,4,2,1,3,3,2,3,2,3,3,2,3,2,2,2009-05-04 16:41:35,2009-05-04 16:43:27
212782,female,21.9,1374,1,3,4,4,1,2,4,1,4,3,4,4,1,3,3,2,2,2,4,3,2,2,3,2,4,2009-05-04 16:49:21,2009-05-04 16:50:56
212801,female,22.9,1375,2,3,3,2,2,1,4,1,4,2,1,4,2,2,1,3,4,1,3,3,2,3,4,1,3,2009-05-04 16:53:42,2009-05-04 16:56:02
212825,male,21.3,1376,2,1,4,4,1,1,4,1,4,2,3,4,1,1,2,1,3,1,3,1,2,3,4,1,4,2009-05-04 18:40:33,2009-05-04 18:42:29
212853,male,21.6,1377,2,3,4,2,1,1,3,1,3,4,2,4,2,2,3,2,3,2,4,3,2,2,1,2,4,2009-05-04 18:58:09,2009-05-04 19:00:27
212855,male,18.9,1378,2,3,2,4,2,4,3,1,3,4,3,4,3,2,3,2,3,4,2,3,2,3,3,1,3,2009-05-04 19:08:40,2009-05-04 19:12:33
212863,male,28.9,1379,1,2,4,2,1,3,4,1,4,4,4,4,1,2,4,1,2,1,4,3,1,1,4,1,4,2009-05-04 19:12:57,2009-05-04 19:16:03
212779,female,61.8,1380,1,4,1,1,4,4,2,2,4,4,3,2,2,4,,2,1,4,4,2,4,1,3,1,2,2009-05-04 20:02:24,2009-05-04 20:04:10
212966,female,21.4,1381,3,4,2,2,4,4,3,1,3,2,2,3,2,4,2,4,2,4,3,1,3,4,1,2,3,2009-05-05 00:35:50,2009-05-05 00:38:24
212993,female,21.5,1382,3,4,2,1,4,4,1,3,2,2,1,2,4,2,1,4,2,4,1,2,4,4,1,4,1,2009-05-05 01:54:01,2009-05-05 01:59:13
213100,female,40.3,1383,4,4,2,1,4,4,1,2,3,2,4,3,4,4,1,4,2,4,2,2,4,1,4,2,1,2009-05-05 17:19:06,2009-05-05 17:21:06
211894,male,18.9,1384,2,3,4,1,2,2,4,1,3,3,2,3,1,3,4,2,3,1,4,3,3,3,2,2,4,2009-05-05 19:02:23,2009-05-05 19:04:52
213153,female,43.4,1385,2,4,3,2,4,4,3,1,4,2,3,3,2,2,2,3,4,2,3,3,2,2,2,2,3,2009-05-05 22:20:23,2009-05-05 22:22:13
213183,female,19.9,1386,2,2,4,3,1,2,4,2,4,4,2,4,3,2,2,2,3,1,4,3,2,2,3,1,4,2009-05-06 03:21:27,2009-05-06 03:23:19
34310,female,19.0,1387,1,2,2,4,1,1,4,1,4,3,3,3,3,1,4,3,3,3,2,3,4,1,4,2,4,2009-05-06 11:24:41,2009-05-06 11:26:07
213296,male,31.7,1388,2,2,4,4,1,2,4,1,4,1,1,4,1,2,3,4,1,4,2,1,3,4,2,3,4,2009-05-07 00:13:31,2009-05-07 00:17:05
212916,female,28.7,1389,3,4,4,3,2,1,3,2,3,2,3,3,3,3,3,4,4,3,4,2,4,3,2,2,3,2009-05-07 01:17:15,2009-05-07 01:18:44
213334,male,19.5,1390,3,3,4,4,2,3,3,1,4,3,4,4,1,2,4,2,4,2,4,2,4,2,3,3,3,2009-05-07 08:45:37,2009-05-07 08:48:31
213355,female,49.3,1391,2,4,3,1,1,1,2,2,4,3,4,2,2,1,3,4,2,4,3,2,4,3,2,3,1,2009-05-07 12:38:12,2009-05-07 12:42:21
213365,female,17.2,1392,3,4,2,3,2,4,2,1,2,1,1,4,2,2,3,4,2,4,1,1,4,4,3,4,3,2009-05-07 13:11:06,2009-05-07 13:14:16
213406,female,26.4,1393,2,3,3,4,3,4,4,3,4,4,4,3,4,4,3,4,3,2,3,3,4,2,1,2,2,2009-05-07 18:54:15,2009-05-07 18:57:24
213481,female,26.5,1394,3,4,2,2,2,2,4,3,,2,4,4,3,2,3,3,3,4,4,3,4,3,1,2,2,2009-05-08 08:54:20,2009-05-08 08:57:30
213575,female,22.8,1395,4,4,3,4,2,2,4,1,2,4,4,4,4,4,3,2,3,2,1,2,2,2,3,2,4,2009-05-09 01:39:26,2009-05-09 01:43:02
212735,male,27.0,1396,2,2,4,3,4,4,4,1,4,2,4,3,4,3,4,1,1,2,2,2,4,3,1,2,1,2009-05-09 17:40:30,2009-05-09 17:44:54
213737,female,24.4,1397,3,3,1,3,3,3,4,2,4,1,4,4,2,3,2,3,1,3,3,4,2,1,2,1,2,2009-05-10 04:59:03,2009-05-10 05:01:48
213752,female,20.8,1398,4,3,2,1,1,1,4,2,4,3,1,4,4,2,3,4,4,1,2,1,3,4,1,1,4,2009-05-10 06:16:51,2009-05-10 06:19:03
213773,female,32.0,1399,1,1,4,4,1,1,4,1,4,4,4,4,2,1,3,3,4,1,4,4,1,1,4,1,4,2009-05-10 07:41:30,2009-05-10 07:44:43
213774,female,18.8,1400,2,4,2,2,2,1,3,3,4,3,4,3,4,3,3,3,2,3,3,3,2,4,3,2,3,2009-05-10 08:21:45,2009-05-10 08:22:54
212957,male,25.3,1401,1,3,4,4,1,2,4,1,3,3,3,3,1,2,3,2,4,2,4,3,2,2,3,2,4,2009-05-10 11:48:35,2009-05-10 11:53:59
213682,female,27.4,1402,3,4,3,2,1,1,4,2,4,3,4,3,2,3,2,2,2,2,3,3,3,3,3,2,4,2009-05-10 13:57:17,2009-05-10 14:00:49
213835,male,36.6,1403,1,4,3,4,2,3,3,1,4,2,4,3,2,2,3,2,3,2,3,2,2,2,2,2,3,2009-05-10 16:32:44,2009-05-10 16:39:41
213863,female,24.3,1404,2,4,3,3,2,2,4,2,3,2,3,4,3,3,3,3,4,2,1,3,1,2,2,2,4,2009-05-10 18:44:36,2009-05-10 18:46:30
168430,female,15.4,1405,3,2,4,3,1,4,4,1,2,2,3,1,3,3,3,2,2,1,3,1,2,3,3,2,4,2009-05-10 20:59:51,2009-05-10 21:02:26
213936,female,27.7,1406,1,4,2,2,4,4,2,2,3,1,1,4,2,3,3,4,4,4,3,2,2,4,1,1,2,2009-05-11 00:37:15,2009-05-11 00:38:56
213953,female,28.6,1407,2,2,3,1,1,1,4,1,4,4,3,4,2,1,3,1,3,2,3,3,2,1,4,2,4,2009-05-11 01:36:06,2009-05-11 01:38:32
213742,female,59.5,1408,3,4,1,1,3,4,2,3,4,4,2,4,4,4,4,4,2,4,2,2,4,4,1,3,1,2009-05-11 04:51:08,2009-05-11 04:53:43
214007,female,23.6,1409,1,3,4,4,1,1,4,1,3,4,4,4,1,2,4,1,4,1,4,3,2,1,3,2,3,2009-05-11 18:56:26,2009-05-11 18:59:05
201081,female,19.1,1410,3,4,3,1,2,2,2,3,1,3,1,3,4,3,3,4,2,4,3,3,4,4,3,4,2,2009-05-12 04:58:46,2009-05-12 05:03:39
214179,male,15.6,1411,1,4,1,4,1,1,4,1,2,1,1,1,2,2,3,4,3,3,4,1,3,3,3,1,2,2009-05-12 12:35:29,2009-05-12 12:37:18
211694,female,24.9,1412,1,4,3,4,2,3,4,1,4,3,4,4,2,4,3,2,2,1,4,4,2,3,4,2,4,2009-05-13 12:20:13,2009-05-13 12:24:04
214359,female,20.4,1413,2,3,1,1,2,1,3,1,3,2,1,4,2,2,3,3,4,3,3,2,3,2,2,2,2,2009-05-13 17:19:30,2009-05-13 17:21:07
214426,female,13.4,1414,3,4,2,4,2,1,4,3,4,3,4,4,3,1,3,3,2,1,3,2,2,3,3,1,3,2009-05-13 23:07:24,2009-05-13 23:09:50
214448,male,29.2,1415,1,4,4,3,1,2,4,1,4,4,4,4,1,2,4,2,2,2,1,2,3,2,3,3,2,2009-05-14 02:08:32,2009-05-14 02:10:42
214292,female,19.4,1416,3,3,3,2,3,3,3,3,3,2,4,2,3,2,2,3,2,3,3,2,3,3,2,3,2,2009-05-14 04:44:47,2009-05-14 04:46:46
214514,female,19.6,1417,4,4,3,2,3,4,2,3,4,2,3,3,4,4,3,4,2,2,4,1,3,3,1,4,1,2009-05-14 07:41:41,2009-05-14 07:43:29
206620,male,30.5,1418,2,3,3,3,2,3,4,1,4,3,3,4,3,3,3,3,3,2,4,3,1,1,2,1,2,2009-05-14 08:12:30,2009-05-14 08:16:24
214534,female,19.0,1419,4,4,4,4,3,3,3,1,3,3,2,3,3,4,3,2,1,2,3,2,2,4,3,2,3,2009-05-14 10:07:02,2009-05-14 10:08:43
214569,female,16.8,1420,4,4,1,3,4,4,3,4,2,1,2,1,4,4,2,4,1,4,1,1,4,4,1,2,1,2009-05-14 16:28:51,2009-05-14 16:30:37
66134,male,32.7,1421,1,4,4,2,1,1,4,1,4,2,3,4,1,2,3,2,4,1,4,3,2,1,4,1,4,2009-05-14 20:46:53,2009-05-14 20:49:48
214612,male,26.5,1422,2,1,4,4,2,2,4,1,3,1,3,3,2,2,3,4,4,4,1,3,3,4,4,4,2,2009-05-14 21:04:47,2009-05-14 21:06:51
214619,female,27.3,1423,1,4,1,3,4,2,2,2,2,1,1,2,3,3,2,4,2,2,2,2,,4,3,2,2,2009-05-14 22:16:04,2009-05-14 22:19:13
214757,female,17.0,1424,3,4,4,4,1,2,4,3,4,2,2,4,3,2,2,3,3,,4,4,2,4,4,3,4,2009-05-15 12:04:47,2009-05-15 12:07:09
214779,female,26.0,1425,1,4,4,4,2,1,4,1,2,4,4,4,3,2,3,3,1,3,1,3,2,4,3,2,4,2009-05-15 18:01:32,2009-05-15 18:04:19
214889,female,18.5,1426,1,4,,3,3,1,4,1,3,2,3,3,4,2,2,4,3,4,4,2,4,3,4,4,3,2009-05-16 02:32:30,2009-05-16 02:34:48
214893,female,17.3,1427,1,4,1,2,1,2,4,1,4,1,2,3,4,2,1,4,1,3,4,1,4,4,3,4,1,2009-05-16 02:38:21,2009-05-16 02:41:03
214970,female,28.8,1428,1,4,1,2,3,4,2,1,4,4,4,4,1,2,4,1,4,1,4,4,1,1,4,1,3,2009-05-16 16:02:09,2009-05-16 16:04:17
215042,female,18.2,1429,2,4,3,3,2,1,2,2,2,3,3,2,2,3,4,3,2,2,4,4,3,2,3,2,3,2009-05-16 23:50:30,2009-05-16 23:53:12
214982,female,17.4,1430,3,4,1,2,4,4,2,3,2,1,4,4,1,3,3,4,4,4,4,4,1,2,2,2,2,2009-05-17 01:26:03,2009-05-17 01:31:03
215078,male,20.9,1431,2,3,3,4,2,3,4,3,3,1,3,2,3,3,1,4,2,4,1,1,3,3,4,3,1,2009-05-17 04:42:12,2009-05-17 04:45:43
215083,female,23.0,1432,2,1,1,3,1,3,4,1,4,1,4,1,2,2,3,2,2,2,3,4,3,4,1,2,3,2009-05-17 05:16:16,2009-05-17 05:18:05
214616,male,21.2,1433,3,4,2,2,2,2,3,3,3,4,2,4,3,4,1,1,2,2,2,2,2,3,2,2,3,2009-05-17 06:46:46,2009-05-17 06:50:05
215140,female,18.9,1434,4,4,2,3,3,2,4,2,4,1,3,4,3,2,2,4,2,4,2,3,4,4,1,3,3,2009-05-17 18:07:26,2009-05-17 18:09:10
215148,female,19.4,1435,2,2,2,3,3,4,3,2,3,4,2,3,3,4,2,4,2,4,3,1,4,4,1,4,1,2009-05-17 19:46:51,2009-05-17 19:48:55
214620,female,12.8,1436,2,2,2,4,3,2,3,2,3,2,2,1,3,1,,3,3,3,3,3,2,3,2,2,2,2009-05-17 20:27:16,2009-05-17 20:31:33
215336,female,30.0,1437,3,4,3,2,2,2,3,3,3,3,1,4,3,2,3,3,2,2,3,2,1,3,3,2,3,2009-05-18 20:29:05,2009-05-18 20:31:49
215342,female,19.3,1438,2,3,1,4,2,4,4,2,3,3,4,4,3,1,2,1,3,1,2,1,3,3,3,3,2,2009-05-18 21:05:02,2009-05-18 21:07:21
214652,female,29.4,1439,2,4,4,3,2,3,3,2,4,3,3,3,2,3,3,3,3,2,4,2,2,2,4,2,3,2009-05-18 23:03:03,2009-05-18 23:05:12
215495,female,23.4,1440,2,3,4,4,1,1,4,1,4,3,3,4,1,1,4,2,3,2,3,3,1,3,3,1,4,2009-05-19 06:36:33,2009-05-19 06:38:35
215535,female,19.8,1441,1,4,1,4,2,3,4,1,4,3,3,4,1,3,3,3,3,3,4,2,3,3,2,2,3,2009-05-19 10:24:26,2009-05-19 10:26:32
215543,male,21.3,1442,1,3,4,3,1,2,3,1,4,3,4,4,1,1,2,2,4,1,3,4,1,1,3,2,3,2009-05-19 12:34:19,2009-05-19 12:36:48
215552,female,20.6,1443,1,3,3,3,1,4,1,1,4,4,4,4,1,1,3,3,4,3,1,4,3,3,3,2,4,2009-05-19 14:41:34,2009-05-19 14:44:34
