id,user_id,date,moral1,moral2,moral3,moral4,moral5,moral6,moral7,sexual1,sexual2,sexual3,sexual4,sexual5,sexual6,sexual7,pathogen1,pathogen2,pathogen3,pathogen4,pathogen5,pathogen6,pathogen7
3418,210363,2009-04-24,4,5,5,4,4,5,3,4,5,1,4,5,4,1,4,5,6,3,2,3,6
3420,210381,2009-04-24,4,5,3,5,5,2,3,1,0,0,5,2,6,0,2,3,5,6,4,4,5
3421,210389,2009-04-24,4,6,3,5,5,4,5,3,2,3,5,2,3,5,6,6,3,4,5,4,4
3423,210481,2009-04-25,1,5,2,3,3,1,5,3,6,0,6,6,6,6,5,6,6,3,6,6,3
3445,210506,2009-04-29,1,5,5,1,5,5,2,0,0,0,3,1,1,0,4,3,1,5,2,5,1
3424,210511,2009-04-25,0,4,5,2,0,3,2,4,3,1,5,5,4,5,6,0,5,1,5,1,0
3425,210518,2009-04-25,2,3,2,4,3,5,2,1,2,0,5,2,5,4,3,5,6,,5,4,6
3426,210524,2009-04-25,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0
3427,210533,2009-04-25,4,5,4,6,6,5,4,4,0,0,3,4,3,1,4,5,4,4,5,1,2
3437,210542,2009-04-27,6,6,5,5,5,5,4,6,2,1,4,2,1,1,4,3,2,0,3,2,2
3428,210556,2009-04-25,2,3,0,1,1,0,0,1,1,0,4,0,0,1,6,1,2,4,5,5,3
3429,210638,2009-04-26,3,6,5,6,4,3,5,5,1,2,5,1,5,2,4,2,2,5,6,3,3
3430,210674,2009-04-26,2,4,3,4,3,3,3,6,5,6,5,6,6,5,6,6,4,5,6,2,3
3431,210703,2009-04-27,1,2,1,4,1,4,1,2,2,1,4,1,4,2,5,5,3,5,4,6,4
3432,210712,2009-04-27,4,4,4,5,5,3,1,0,0,0,0,0,0,2,6,2,1,4,5,5,1
3433,210732,2009-04-27,5,6,3,2,1,2,1,1,0,2,4,5,3,3,5,2,1,1,2,1,1
3435,210746,2009-04-27,0,4,3,4,3,0,0,4,6,0,0,5,2,6,6,6,6,5,6,6,3
3434,210754,2009-04-27,3,5,3,5,3,5,4,1,0,1,1,0,5,2,3,2,1,1,2,2,2
3436,210768,2009-04-27,4,5,3,2,2,0,3,2,0,0,3,2,6,0,6,3,4,5,4,2,4
3438,210791,2009-04-27,4,6,4,3,6,6,5,3,0,0,2,0,0,0,5,3,4,6,4,6,0
3439,210816,2009-04-27,0,1,1,0,1,2,1,2,2,1,4,4,4,5,3,3,1,3,2,1,1
3440,210826,2009-04-28,3,3,1,3,4,3,5,4,4,4,5,3,5,6,2,3,2,3,2,1,2
3442,210894,2009-04-28,4,6,5,6,6,6,6,2,0,1,6,1,,3,5,1,4,6,5,2,4
3444,210947,2009-04-29,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3446,211012,2009-04-29,1,6,3,5,3,6,3,2,0,1,4,1,4,1,6,4,5,3,5,4,6
3447,211035,2009-04-29,4,,1,3,4,0,3,4,3,2,4,2,3,6,2,1,2,1,5,3,1
3448,211083,2009-04-30,4,6,5,5,0,6,6,2,1,3,6,6,6,6,6,3,3,2,6,1,5
3449,211139,2009-04-30,3,4,1,3,4,4,1,0,1,0,1,0,0,0,5,2,1,1,1,0,1
3450,211153,2009-04-30,4,4,4,5,4,4,4,3,0,0,1,0,4,0,5,3,4,1,5,1,5
3451,211163,2009-04-30,3,5,4,5,6,4,2,1,0,0,0,0,3,0,4,4,0,3,,0,1
3452,211240,2009-05-01,3,6,4,6,6,4,5,4,1,1,4,6,6,3,6,0,3,5,4,4,5
3453,211306,2009-05-01,6,6,6,6,6,5,5,1,0,0,0,1,0,0,2,3,2,0,2,1,3
3454,211312,2009-05-01,1,4,1,4,1,2,3,0,0,1,0,0,1,1,2,0,1,1,3,1,2
3456,211355,2009-05-02,1,2,0,2,2,4,1,0,0,0,5,0,5,0,4,6,3,3,6,1,3
3457,211359,2009-05-02,5,5,3,5,3,3,3,3,1,0,3,5,5,2,4,3,2,3,5,3,5
3458,211393,2009-05-02,1,6,3,1,6,6,0,0,0,0,1,0,5,6,2,2,3,6,1,0,2
3459,211439,2009-05-02,4,4,4,4,4,6,6,5,2,1,3,1,2,6,6,3,4,6,5,6,4
3460,211482,2009-05-03,3,6,1,6,5,5,5,0,3,3,4,4,3,6,4,2,4,3,4,1,1
3461,211484,2009-05-03,2,6,3,6,2,6,5,0,0,0,4,0,1,0,6,0,1,1,2,5,4
3463,211579,2009-05-03,4,6,4,5,5,5,6,3,0,0,4,3,4,3,4,4,4,4,4,4,4
3464,211620,2009-05-04,6,6,6,5,6,6,6,0,1,0,5,2,6,0,4,1,1,1,5,3,1
3465,211624,2009-05-04,1,5,2,5,2,6,4,1,0,1,0,0,1,0,3,3,4,0,5,4,1
3466,211640,2009-05-04,6,5,5,5,4,4,6,2,0,1,6,3,5,2,4,5,1,2,3,6,6
3467,211646,2009-05-04,6,6,4,6,5,6,5,0,0,0,0,0,0,1,4,2,2,3,4,6,0
3511,211677,2009-05-04,3,5,3,5,5,5,5,1,1,1,1,2,3,1,4,3,1,4,2,4,4
3470,211692,2009-05-04,2,4,4,5,3,4,5,1,0,0,4,2,6,2,4,3,2,4,3,4,3
3468,211693,2009-05-04,3,2,0,2,0,3,0,0,0,0,1,0,0,2,3,2,6,0,6,0,0
3477,211694,2009-05-04,6,6,4,5,6,6,4,3,0,0,2,6,6,0,6,1,3,1,4,6,2
3473,211699,2009-05-04,5,6,4,6,6,5,4,5,0,0,4,3,6,5,5,5,5,5,4,2,6
3469,211700,2009-05-04,1,5,3,5,5,4,1,0,1,0,3,1,4,1,5,5,4,4,4,5,5
3475,211701,2009-05-04,4,5,2,4,2,5,3,2,2,1,3,1,1,4,5,4,3,3,4,2,1
3471,211707,2009-05-04,4,6,5,6,5,6,5,2,1,0,4,2,2,4,5,4,5,3,6,6,4
3478,211708,2009-05-04,4,5,4,4,5,5,5,3,3,4,4,3,5,4,6,3,4,2,5,2,4
3474,211711,2009-05-04,3,5,3,5,0,6,3,1,0,0,4,1,5,2,5,4,1,3,4,1,3
3472,211713,2009-05-04,5,6,5,5,6,5,6,3,0,0,0,4,0,1,3,1,1,1,2,5,3
3480,211719,2009-05-04,2,6,2,3,4,5,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1
3500,211764,2009-05-04,4,5,3,4,5,5,5,0,0,0,4,5,5,0,4,5,4,4,4,4,1
3476,211775,2009-05-04,5,6,5,5,4,4,4,4,2,4,3,3,5,4,4,4,3,5,4,4,4
3479,211811,2009-05-04,3,5,6,5,3,4,5,3,0,0,1,1,6,2,5,6,0,3,5,6,3
3481,211857,2009-05-04,2,5,2,0,5,4,6,0,0,0,1,1,0,0,5,1,3,1,3,4,5
3488,211860,2009-05-04,2,4,3,4,2,5,4,3,1,3,3,1,5,1,4,4,3,5,4,4,5
3516,211875,2009-05-04,4,5,5,5,5,6,5,2,1,0,5,3,5,0,5,6,5,5,6,6,6
3482,211887,2009-05-04,5,6,5,5,6,4,5,4,3,2,4,3,4,4,3,6,5,2,4,4,5
3486,211891,2009-05-04,5,5,2,6,6,5,5,0,0,0,3,1,3,1,1,3,2,2,2,1,5
3485,211893,2009-05-04,2,2,2,2,3,3,1,1,0,0,2,1,0,1,4,4,4,2,3,5,2
3497,211894,2009-05-04,4,6,5,6,4,6,6,0,0,0,1,0,0,0,3,2,3,4,6,4,4
3489,211909,2009-05-04,0,4,1,6,6,4,4,2,0,0,5,0,6,0,4,3,5,1,5,4,1
3483,211913,2009-05-04,6,6,5,5,5,5,5,4,1,0,2,1,3,1,4,4,1,4,4,4,6
3496,211922,2009-05-04,3,4,3,4,3,3,5,2,0,0,1,5,4,2,2,1,1,4,2,3,5
3487,211923,2009-05-04,2,2,3,4,1,2,3,1,0,1,2,2,5,4,5,3,3,2,4,3,5
3484,211932,2009-05-04,4,6,3,6,3,6,3,0,0,0,6,6,6,6,4,6,4,6,5,6,6
3490,211935,2009-05-04,5,5,3,5,5,5,5,3,0,0,4,0,0,0,6,3,2,4,5,3,4
3491,211958,2009-05-04,1,3,1,1,1,1,2,1,0,0,1,0,2,0,3,5,2,2,4,3,4
3494,211963,2009-05-04,5,3,3,5,2,5,6,3,0,0,4,2,6,0,5,3,4,4,5,4,3
3492,211983,2009-05-04,0,3,6,6,1,3,3,0,0,3,4,3,5,4,5,3,0,6,5,5,6
3493,212010,2009-05-04,5,5,2,5,4,5,5,2,5,4,4,6,1,5,4,2,1,4,1,5,4
3499,212031,2009-05-04,3,5,3,5,4,4,5,0,0,0,2,2,1,0,3,2,1,4,2,1,1
3506,212048,2009-05-04,6,6,6,3,6,2,6,0,0,0,0,0,0,0,6,0,1,2,3,6,2
3495,212054,2009-05-04,1,3,2,2,3,5,0,0,0,0,4,0,6,4,6,4,2,4,4,3,4
3498,212068,2009-05-04,2,6,4,6,6,4,2,1,0,0,3,0,0,0,4,5,1,4,4,2,1
3510,212091,2009-05-04,5,6,5,5,6,6,5,0,0,0,0,4,3,1,5,3,4,4,4,6,1
3505,212100,2009-05-04,5,6,5,5,6,4,6,2,4,1,6,6,2,5,5,4,4,2,5,6,4
3501,212107,2009-05-04,1,4,4,4,4,3,3,1,1,0,4,2,4,4,4,5,3,1,5,6,6
3504,212110,2009-05-04,4,5,5,6,5,3,6,0,0,0,0,0,4,0,4,0,0,0,2,3,0
3508,212111,2009-05-04,3,6,3,6,3,3,4,4,0,0,1,1,0,0,4,1,3,3,5,5,2
3507,212118,2009-05-04,4,5,5,5,3,5,5,0,1,1,2,2,4,2,5,5,3,6,3,0,3
3502,212121,2009-05-04,3,5,4,,5,3,4,1,1,1,2,2,4,1,4,3,1,1,3,4,2
3503,212123,2009-05-04,3,4,1,5,0,4,4,3,1,3,3,3,3,6,4,4,3,4,5,4,6
3517,212147,2009-05-04,1,2,1,2,4,4,3,2,0,0,2,3,3,0,4,4,3,5,5,2,4
3515,212172,2009-05-04,2,3,1,5,0,3,5,1,0,1,6,1,6,6,6,2,4,6,5,4,0
3512,212196,2009-05-04,1,3,2,5,3,5,3,4,1,3,4,2,2,2,3,6,4,2,4,5,5
3519,212197,2009-05-04,0,0,1,3,0,0,0,2,1,0,3,1,0,2,2,2,2,3,5,1,1
3509,212200,2009-05-04,5,6,4,5,4,5,2,2,2,0,2,0,3,6,4,6,4,4,6,6,5
3534,212205,2009-05-04,5,6,5,6,6,5,5,0,0,0,0,6,4,4,3,3,3,3,2,5,5
3514,212210,2009-05-04,5,4,3,5,3,5,4,1,0,0,2,2,1,2,3,4,1,1,1,1,1
3513,212215,2009-05-04,3,4,4,5,5,5,5,1,0,0,0,1,6,5,4,2,2,0,2,0,0
3518,212220,2009-05-04,0,5,1,2,4,1,1,2,0,1,1,0,2,3,2,4,3,4,6,1,3
3520,212238,2009-05-04,6,6,6,1,5,4,6,5,0,0,5,0,5,5,5,2,3,0,1,1,6
3525,212268,2009-05-04,4,5,2,5,4,4,4,1,4,1,1,1,1,3,4,6,4,4,4,4,2
3523,212271,2009-05-04,4,5,3,4,4,5,4,2,1,1,1,2,2,1,4,4,3,4,4,4,3
3521,212277,2009-05-04,2,4,2,5,1,4,4,1,3,2,5,5,6,4,6,6,4,5,6,6,6
3524,212281,2009-05-04,4,4,4,3,4,4,4,4,3,2,3,3,4,2,4,6,5,5,4,4,5
3526,212285,2009-05-04,3,3,3,3,3,3,4,3,2,2,4,2,5,5,5,4,4,5,5,5,5
3522,212317,2009-05-04,5,6,4,4,6,3,5,3,2,0,1,6,3,6,2,2,2,2,2,4,2
3529,212336,2009-05-04,2,4,4,4,3,2,2,3,3,3,4,4,4,4,5,4,3,5,3,3,5
3556,212384,2009-05-04,4,3,2,5,6,4,5,4,0,0,6,4,1,4,3,3,6,2,4,5,5
3528,212416,2009-05-04,5,6,6,6,5,6,5,0,0,0,2,1,3,0,3,4,1,2,5,3,2
3533,212419,2009-05-04,1,2,2,4,2,1,3,0,1,2,0,1,1,3,1,0,0,2,1,2,2
3537,212434,2009-05-04,2,2,3,4,2,4,4,2,0,1,2,2,1,2,1,4,3,6,1,2,5
3530,212454,2009-05-04,1,4,3,4,4,4,1,1,0,0,2,0,0,0,6,1,4,3,3,3,4
3531,212470,2009-05-04,4,6,4,1,2,5,1,3,1,0,1,5,6,0,5,2,6,3,6,6,6
3540,212484,2009-05-04,6,6,5,5,5,5,6,1,2,0,1,1,6,6,6,5,3,5,4,6,5
3532,212496,2009-05-04,3,5,4,5,6,5,6,3,0,0,2,3,1,0,4,4,4,4,5,3,4
3535,212497,2009-05-04,2,4,4,5,2,4,4,3,5,1,2,1,1,1,5,3,3,5,4,1,6
3536,212500,2009-05-04,1,2,3,2,4,2,1,5,6,3,3,1,6,6,,6,5,6,6,6,5
3538,212507,2009-05-04,5,5,4,5,6,3,2,1,,0,3,5,3,1,6,5,2,3,6,6,2
3543,212509,2009-05-04,2,4,1,3,2,4,5,3,0,2,3,3,6,2,5,4,5,6,5,6,4
3554,212518,2009-05-04,1,4,2,3,2,6,5,2,3,1,4,0,6,5,5,6,4,5,6,3,4
3541,212521,2009-05-04,5,6,5,4,6,5,6,3,0,0,5,2,3,5,3,5,4,2,4,5,6
3539,212534,2009-05-04,2,4,1,5,2,4,3,4,0,0,0,4,0,0,4,5,3,1,5,3,2
3547,212539,2009-05-04,2,2,2,4,4,4,2,0,1,0,0,0,0,2,2,3,1,2,2,2,4
3542,212541,2009-05-04,5,6,6,6,6,6,4,6,1,4,2,5,3,5,4,4,3,1,6,1,6
3544,212551,2009-05-04,0,1,0,4,1,6,2,1,4,3,4,6,4,6,1,2,4,5,6,2,3
3546,212553,2009-05-04,4,6,3,4,6,5,2,3,0,0,2,0,5,5,4,1,4,4,4,4,5
3545,212554,2009-05-04,4,6,3,4,3,4,3,1,0,1,3,2,1,3,4,1,2,2,3,2,3
3548,212562,2009-05-04,2,4,2,4,4,4,4,2,0,0,4,2,1,0,4,4,4,3,5,3,2
3549,212568,2009-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,3,3,4
3552,212601,2009-05-04,5,5,6,5,5,6,4,3,0,0,3,1,2,1,6,4,1,5,4,4,4
3550,212610,2009-05-04,2,5,3,5,2,4,3,2,3,2,3,3,2,3,5,4,4,4,5,4,3
3555,212611,2009-05-04,3,5,3,6,5,4,5,0,1,0,0,2,2,5,4,0,2,0,3,2,2
3551,212621,2009-05-04,2,5,1,4,2,4,1,1,0,0,2,1,1,2,3,4,4,4,4,6,1
3553,212639,2009-05-04,2,1,4,3,2,2,2,3,5,0,3,6,6,5,4,3,4,2,3,2,4
3557,212644,2009-05-04,3,5,3,6,4,6,1,0,0,0,3,3,6,0,5,3,4,2,5,6,6
3559,212646,2009-05-04,4,3,2,4,4,3,4,3,6,4,5,6,4,6,3,3,3,4,4,6,3
3558,212653,2009-05-04,1,3,1,3,3,4,4,3,4,1,4,4,5,5,6,4,5,3,5,5,5
3562,212658,2009-05-04,6,6,6,6,6,6,6,3,1,0,6,3,6,0,5,6,5,2,6,5,1
3563,212667,2009-05-04,2,5,0,6,2,4,3,1,0,0,0,2,5,3,6,6,6,6,5,6,6
3564,212672,2009-05-04,5,6,5,5,5,5,2,1,0,0,3,2,1,1,4,6,6,3,4,1,5
3561,212709,2009-05-04,0,1,1,3,1,4,3,2,1,2,5,3,4,6,1,5,4,2,5,6,5
3613,212735,2009-05-09,1,5,4,5,0,5,3,0,0,0,2,0,2,0,4,1,2,4,6,2,1
3565,212751,2009-05-04,5,5,4,4,4,3,5,2,0,0,1,0,2,0,2,1,3,1,3,0,1
3566,212756,2009-05-04,1,3,3,3,3,1,3,1,1,0,2,4,5,6,5,2,3,3,3,6,6
3586,212761,2009-05-05,2,6,4,5,6,4,5,0,0,0,0,0,0,0,3,1,3,1,3,2,1
3569,212766,2009-05-04,5,5,6,5,6,1,5,1,2,3,1,1,2,2,2,2,0,2,3,0,0
3567,212769,2009-05-04,5,6,6,5,6,6,5,4,0,0,4,1,6,3,5,5,4,4,4,3,4
3580,212779,2009-05-04,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,2,4,2,5,4,4
3570,212782,2009-05-04,4,6,5,5,5,6,5,3,1,1,4,3,6,2,3,4,4,4,5,5,5
3572,212794,2009-05-04,5,6,4,4,6,5,5,1,0,0,0,4,4,1,1,5,5,1,6,5,1
3571,212801,2009-05-04,0,0,0,0,0,0,0,1,1,2,1,1,4,0,5,2,2,2,2,4,2
3584,212808,2009-05-04,1,5,3,6,4,5,3,0,0,0,0,2,5,0,6,1,1,2,1,2,0
3573,212825,2009-05-04,5,6,6,6,6,6,6,6,3,2,0,6,5,6,6,5,0,6,6,6,0
3577,212853,2009-05-04,0,2,3,6,6,0,4,2,0,0,4,5,3,5,3,3,2,3,3,,4
3575,212854,2009-05-04,5,5,4,5,4,5,6,2,1,0,6,4,6,4,6,4,3,6,5,5,2
3576,212855,2009-05-04,1,5,3,5,3,6,3,0,0,0,0,0,2,0,5,4,4,4,2,4,2
3578,212863,2009-05-04,4,6,4,6,5,2,4,0,0,1,0,1,0,2,5,6,4,4,1,5,6
3579,212883,2009-05-04,2,5,4,5,4,5,3,0,0,0,1,0,1,1,3,2,2,3,4,1,4
3581,212916,2009-05-04,6,6,5,5,6,5,6,2,2,1,4,4,2,5,5,5,3,5,6,5,2
3583,212928,2009-05-04,4,6,4,6,,4,5,1,0,1,6,4,6,0,3,1,5,1,4,3,0
3582,212931,2009-05-04,0,2,0,4,4,3,2,3,1,0,0,0,5,1,4,5,4,1,6,2,2
3585,212943,2009-05-05,3,6,3,4,5,5,5,4,5,6,3,4,6,6,5,5,5,4,3,6,4
3624,212957,2009-05-10,4,5,3,4,6,5,3,2,1,1,0,4,3,5,4,2,2,3,4,1,5
3588,212966,2009-05-05,2,1,1,1,3,2,2,5,0,0,5,3,4,2,6,4,3,4,5,5,6
3587,212973,2009-05-05,3,2,5,4,4,5,2,4,0,0,0,0,0,1,1,4,4,3,3,0,0
3589,212993,2009-05-05,1,4,2,5,2,0,3,3,0,0,0,1,5,3,4,0,2,3,6,6,6
3590,213069,2009-05-05,5,5,5,4,5,5,5,1,0,0,2,2,2,1,1,2,3,1,3,2,3
3591,213100,2009-05-05,5,6,4,5,5,6,2,1,0,0,1,3,6,0,6,1,3,5,4,6,6
3684,213107,2009-05-15,0,4,1,5,5,4,1,2,0,1,0,0,0,4,4,1,1,3,4,2,0
3592,213153,2009-05-05,3,5,3,3,3,4,3,2,0,0,2,1,4,0,5,2,3,2,2,2,4
3593,213183,2009-05-06,2,1,1,6,1,1,1,2,4,6,5,3,2,1,4,4,2,3,3,4,5
3646,213205,2009-05-11,2,4,5,5,4,6,2,5,4,2,4,4,6,4,3,6,3,6,3,6,6
3596,213295,2009-05-07,4,4,6,5,4,3,4,5,6,6,3,5,4,6,5,5,5,5,5,6,5
3595,213296,2009-05-07,3,5,6,6,5,3,5,0,0,0,0,0,6,3,4,0,1,1,2,2,1
3597,213320,2009-05-07,1,6,4,6,5,6,4,1,2,1,2,5,6,3,5,2,3,2,4,6,1
3598,213324,2009-05-07,4,5,4,3,4,3,3,5,2,2,4,5,5,4,4,5,4,3,3,4,5
3599,213334,2009-05-07,0,2,1,5,6,2,6,3,0,0,4,5,1,1,4,4,2,4,4,2,2
3600,213355,2009-05-07,6,6,6,,6,4,6,5,4,3,6,3,6,3,6,5,3,4,5,5,6
3601,213382,2009-05-07,2,2,2,1,2,1,5,2,0,1,2,4,2,2,4,4,3,4,4,3,3
3602,213406,2009-05-07,1,4,0,4,0,1,0,4,1,2,5,5,5,6,3,6,1,3,6,2,5
3603,213457,2009-05-08,2,4,4,2,0,2,2,3,2,0,3,1,6,1,4,4,1,3,5,3,3
3604,213481,2009-05-08,2,6,0,3,0,5,0,3,1,2,4,2,,3,3,3,3,4,6,3,6
3605,213499,2009-05-08,0,0,0,1,0,0,1,1,2,0,5,1,3,5,4,5,2,3,6,1,0
3663,213553,2009-05-14,3,4,2,4,5,4,3,3,1,0,6,2,6,1,5,3,4,5,4,6,6
3606,213556,2009-05-08,2,4,3,4,4,2,2,2,0,4,3,1,3,5,2,1,2,4,3,1,1
3607,213560,2009-05-08,0,0,0,0,0,0,0,2,2,3,5,1,6,1,6,5,2,3,1,4,3
3608,213575,2009-05-09,3,5,6,6,3,3,4,0,0,1,2,4,4,2,3,4,1,6,3,4,2
6386,213579,2010-06-22,1,3,2,3,3,5,4,0,1,0,0,0,0,2,2,5,1,4,0,1,2
6329,213582,2010-05-25,0,2,0,1,0,4,1,0,0,0,4,5,5,5,4,1,4,0,4,0,0
3609,213584,2009-05-09,3,4,4,3,2,5,4,1,1,0,4,1,6,0,4,4,4,1,5,6,2
3610,213591,2009-05-09,3,5,3,4,6,6,1,3,0,0,4,6,5,0,4,5,3,2,5,2,3
3611,213595,2009-05-09,3,3,3,3,3,3,3,3,4,2,6,4,6,5,5,5,5,3,3,4,4
3614,213639,2009-05-09,3,5,2,2,2,5,4,1,0,0,0,0,6,1,5,3,4,2,5,4,5
3615,213682,2009-05-09,6,6,4,6,3,6,5,6,0,5,5,2,6,6,6,4,6,5,6,4,1
3616,213689,2009-05-09,6,6,3,6,6,4,3,2,4,3,3,6,6,5,3,4,4,4,4,4,5
3617,213714,2009-05-10,5,6,1,5,6,2,4,1,0,0,1,0,4,1,6,1,1,1,5,6,0
3618,213737,2009-05-10,1,6,5,6,4,4,5,1,6,4,3,2,6,3,5,3,2,5,5,1,3
3638,213742,2009-05-11,6,6,6,6,6,6,6,3,0,2,6,2,6,2,5,2,1,1,2,5,0
3619,213752,2009-05-10,0,1,0,4,4,6,4,1,1,0,0,2,5,1,4,5,1,4,6,6,6
3620,213760,2009-05-10,5,6,4,6,6,6,4,5,4,1,1,3,6,3,3,1,2,1,4,3,1
3621,213773,2009-05-10,6,6,6,6,3,6,5,0,0,3,0,3,6,0,4,3,5,1,1,1,6
3622,213774,2009-05-10,3,4,4,5,2,4,4,2,1,4,1,2,3,1,5,4,2,6,2,6,4
19794,213781,2012-12-10,2,3,3,3,3,3,5,1,1,1,2,0,1,1,6,1,2,6,5,0,3
3623,213783,2009-05-10,6,6,6,5,6,5,6,1,0,1,5,5,6,0,6,4,4,4,4,6,4
23132,213814,2013-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,2,6,2
3626,213835,2009-05-10,1,6,4,6,5,6,5,0,0,0,3,1,0,5,6,4,3,5,2,5,5
3625,213841,2009-05-10,3,5,4,5,4,3,5,4,1,1,5,3,6,3,5,5,3,1,6,5,3
3627,213863,2009-05-10,2,3,4,,6,1,5,1,2,3,5,3,4,3,1,2,1,1,3,2,5
3628,213866,2009-05-10,1,2,1,4,5,5,4,0,1,0,4,1,1,1,5,5,4,5,5,6,3
3629,213895,2009-05-10,3,5,4,5,5,5,0,1,0,2,6,6,6,5,4,6,6,6,6,2,4
3632,213936,2009-05-11,6,5,4,2,5,2,5,2,0,0,2,3,5,2,5,4,5,5,4,6,6
3630,213937,2009-05-10,5,5,5,5,5,5,5,1,0,0,1,1,2,0,6,4,4,4,5,4,1
3631,213946,2009-05-11,2,3,4,3,3,5,2,2,4,0,3,4,6,6,4,3,5,3,6,5,4
3634,213953,2009-05-11,2,4,6,4,3,2,3,1,1,1,1,1,4,2,5,4,3,4,5,4,5
3633,213964,2009-05-11,2,4,4,4,4,5,5,5,3,6,6,4,6,6,4,2,5,4,4,5,4
3635,213972,2009-05-11,4,6,4,5,5,5,5,1,0,0,1,3,4,2,6,6,4,6,6,6,6
3636,213984,2009-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,2,5,0
3647,214007,2009-05-11,6,6,5,6,6,5,6,4,1,2,3,4,6,2,6,5,5,5,5,6,6
3642,214019,2009-05-11,4,6,5,5,6,6,5,2,3,2,5,6,6,6,6,3,5,6,5,6,6
3643,214029,2009-05-11,0,4,1,4,2,3,3,6,0,0,6,0,6,6,3,6,4,3,6,6,0
3644,214046,2009-05-11,2,4,4,5,4,2,3,2,5,4,4,5,5,5,4,1,3,2,3,3,3
3645,214063,2009-05-11,4,5,4,5,5,4,5,5,1,5,6,6,6,6,3,5,6,3,3,6,6
3648,214141,2009-05-12,1,5,3,5,5,3,2,1,0,1,2,1,6,1,3,1,1,3,3,3,1
3649,214160,2009-05-12,4,5,1,5,2,5,4,4,1,3,5,5,5,4,6,4,2,2,6,6,4
3654,214162,2009-05-13,4,5,0,6,2,1,5,2,0,0,3,5,2,4,5,4,1,4,3,4,4
3655,214167,2009-05-13,1,2,2,3,1,4,1,1,0,2,3,4,4,6,6,5,3,5,3,4,5
3650,214168,2009-05-12,3,6,1,3,5,6,1,2,0,0,5,0,6,1,6,4,3,3,6,6,4
3651,214185,2009-05-12,3,4,4,6,2,4,3,2,0,0,5,1,5,6,6,,5,5,3,1,4
3652,214206,2009-05-12,3,3,6,3,6,5,6,1,0,0,4,0,4,2,3,0,1,3,4,5,4
3653,214255,2009-05-12,2,5,2,4,4,3,1,0,0,1,1,1,3,1,3,2,4,1,1,4,0
3661,214292,2009-05-13,0,3,0,3,3,2,2,1,0,1,5,3,5,3,1,5,3,4,2,5,5
3656,214311,2009-05-13,2,2,4,2,5,4,4,6,1,4,3,3,5,6,6,3,6,5,6,6,5
3657,214314,2009-05-13,4,5,4,6,3,1,3,4,2,3,6,6,5,6,5,6,5,5,6,2,6
3658,214359,2009-05-13,1,6,1,6,6,5,5,0,0,0,3,1,4,0,6,2,2,5,2,2,0
3659,214375,2009-05-13,4,4,4,4,3,5,3,3,1,2,5,,6,4,5,4,4,3,5,5,4
3660,214399,2009-05-13,2,4,5,4,2,5,3,3,0,2,5,2,5,3,5,2,5,3,5,4,6
3662,214429,2009-05-13,4,5,5,5,4,6,4,4,0,0,5,4,6,3,6,5,4,6,5,4,5
3776,214434,2009-05-25,0,3,0,3,1,0,5,6,6,6,6,6,6,6,5,3,5,6,4,3,6
3664,214448,2009-05-14,2,4,2,2,2,3,4,0,2,0,1,0,0,0,4,1,1,1,3,4,2
3665,214455,2009-05-14,1,3,3,6,4,0,5,1,5,2,5,4,6,4,6,1,4,3,3,3,0
3666,214458,2009-05-14,2,5,4,4,3,5,2,4,1,0,3,4,6,4,3,2,2,3,4,6,2
3667,214475,2009-05-14,4,4,2,2,5,4,3,3,0,1,5,3,6,2,6,4,4,4,5,4,6
3668,214514,2009-05-14,1,3,1,4,3,3,5,6,2,2,5,4,5,5,5,4,5,4,4,6,1
3741,214527,2009-05-20,2,3,4,6,3,4,2,1,0,2,2,5,5,0,2,4,5,5,2,5,6
3670,214534,2009-05-14,2,4,2,4,4,4,6,1,0,0,2,2,2,0,6,4,5,3,4,4,6
3671,214612,2009-05-14,6,6,0,4,6,6,5,1,0,0,4,0,0,0,5,2,0,4,1,0,0
3672,214616,2009-05-14,3,3,3,3,3,3,3,2,5,4,4,5,3,5,5,4,4,1,4,2,0
3714,214652,2009-05-18,3,4,3,4,2,1,3,0,1,2,1,3,4,1,3,6,4,4,4,4,1
3673,214667,2009-05-15,3,1,1,1,1,2,1,3,0,0,2,2,4,0,5,5,3,2,2,4,3
3674,214723,2009-05-15,1,5,5,6,5,5,3,2,0,4,5,4,1,6,5,1,4,4,5,6,6
3675,214733,2009-05-15,2,5,2,5,5,5,5,2,1,0,4,1,1,1,5,3,4,4,4,5,6
3677,214739,2009-05-15,3,5,6,6,6,4,6,4,0,6,4,0,6,5,5,0,2,1,1,1,1
3676,214740,2009-05-15,5,6,5,5,6,6,6,0,0,5,1,6,5,0,6,5,6,1,5,1,0
3678,214752,2009-05-15,3,6,1,5,6,5,1,6,3,2,6,1,6,2,6,4,4,1,5,4,3
